"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"21.01.2016 01:30 - 21.01.2016 01:45","8626","9171"
"21.01.2016 01:45 - 21.01.2016 02:00","8608","9160"
"21.01.2016 02:00 - 21.01.2016 02:15","8602","9134"
"21.01.2016 02:15 - 21.01.2016 02:30","8588","9151"
"21.01.2016 02:30 - 21.01.2016 02:45","8587","9094"
"21.01.2016 02:45 - 21.01.2016 03:00","8678","9192"
"21.01.2016 03:00 - 21.01.2016 03:15","8770","9245"
"21.01.2016 03:15 - 21.01.2016 03:30","8805","9089"
"21.01.2016 03:30 - 21.01.2016 03:45","8767","9215"
"21.01.2016 03:45 - 21.01.2016 04:00","8729","9302"
"21.01.2016 04:00 - 21.01.2016 04:15","8986","9477"
"21.01.2016 04:15 - 21.01.2016 04:30","9063","9394"
"21.01.2016 04:30 - 21.01.2016 04:45","9045","9659"
"21.01.2016 04:45 - 21.01.2016 05:00","9193","9635"
"21.01.2016 05:00 - 21.01.2016 05:15","9392","9757"
"21.01.2016 05:15 - 21.01.2016 05:30","9516","9916"
"21.01.2016 05:30 - 21.01.2016 05:45","9729","10141"
"21.01.2016 05:45 - 21.01.2016 06:00","9877","10363"
"21.01.2016 06:00 - 21.01.2016 06:15","10224","10504"
"21.01.2016 06:15 - 21.01.2016 06:30","10648","10945"
"21.01.2016 06:30 - 21.01.2016 06:45","11069","11324"
"21.01.2016 06:45 - 21.01.2016 07:00","11442","11821"
"21.01.2016 07:00 - 21.01.2016 07:15","11838","12176"
"21.01.2016 07:15 - 21.01.2016 07:30","11972","12470"
"21.01.2016 07:30 - 21.01.2016 07:45","12533","12726"
"21.01.2016 07:45 - 21.01.2016 08:00","12781","12742"
"21.01.2016 08:00 - 21.01.2016 08:15","12873","12518"
"21.01.2016 08:15 - 21.01.2016 08:30","12838","12528"
"21.01.2016 08:30 - 21.01.2016 08:45","12842","12375"
"21.01.2016 08:45 - 21.01.2016 09:00","12856","12407"
"21.01.2016 09:00 - 21.01.2016 09:15","12802","12336"
"21.01.2016 09:15 - 21.01.2016 09:30","12808","12307"
"21.01.2016 09:30 - 21.01.2016 09:45","12819","12356"
"21.01.2016 09:45 - 21.01.2016 10:00","12931","12432"
"21.01.2016 10:00 - 21.01.2016 10:15","12984","12731"
"21.01.2016 10:15 - 21.01.2016 10:30","12928","12842"
"21.01.2016 10:30 - 21.01.2016 10:45","12865","12823"
"21.01.2016 10:45 - 21.01.2016 11:00","12829","12906"
"21.01.2016 11:00 - 21.01.2016 11:15","12957","12844"
"21.01.2016 11:15 - 21.01.2016 11:30","12803","12825"
"21.01.2016 11:30 - 21.01.2016 11:45","12666","12838"
"21.01.2016 11:45 - 21.01.2016 12:00","12677","12711"
"21.01.2016 12:00 - 21.01.2016 12:15","12540","12581"
"21.01.2016 12:15 - 21.01.2016 12:30","12448","12636"
"21.01.2016 12:30 - 21.01.2016 12:45","12376","12566"
"21.01.2016 12:45 - 21.01.2016 13:00","12403","12450"
"21.01.2016 13:00 - 21.01.2016 13:15","12406","12436"
"21.01.2016 13:15 - 21.01.2016 13:30","12156","12384"
"21.01.2016 13:30 - 21.01.2016 13:45","12157","12411"
"21.01.2016 13:45 - 21.01.2016 14:00","12206","12261"
"21.01.2016 14:00 - 21.01.2016 14:15","12215","12319"
"21.01.2016 14:15 - 21.01.2016 14:30","12364","12273"
"21.01.2016 14:30 - 21.01.2016 14:45","12370","12263"
"21.01.2016 14:45 - 21.01.2016 15:00","12455","12220"
"21.01.2016 15:00 - 21.01.2016 15:15","12445","12204"
"21.01.2016 15:15 - 21.01.2016 15:30","12235","12143"
"21.01.2016 15:30 - 21.01.2016 15:45","12123","12126"
"21.01.2016 15:45 - 21.01.2016 16:00","12000","12103"
"21.01.2016 16:00 - 21.01.2016 16:15","11973","11977"
"21.01.2016 16:15 - 21.01.2016 16:30","12050","12071"
"21.01.2016 16:30 - 21.01.2016 16:45","12263","12231"
"21.01.2016 16:45 - 21.01.2016 17:00","12492","12364"
"21.01.2016 17:00 - 21.01.2016 17:15","12815","12442"
"21.01.2016 17:15 - 21.01.2016 17:30","12965","12507"
"21.01.2016 17:30 - 21.01.2016 17:45","12866","12435"
"21.01.2016 17:45 - 21.01.2016 18:00","12825","12569"
"21.01.2016 18:00 - 21.01.2016 18:15","12670","12575"
"21.01.2016 18:15 - 21.01.2016 18:30","12679","12582"
"21.01.2016 18:30 - 21.01.2016 18:45","12955","12622"
"21.01.2016 18:45 - 21.01.2016 19:00","13058","12648"
"21.01.2016 19:00 - 21.01.2016 19:15","12923","12808"
"21.01.2016 19:15 - 21.01.2016 19:30","12961","12908"
"21.01.2016 19:30 - 21.01.2016 19:45","12827","12834"
"21.01.2016 19:45 - 21.01.2016 20:00","12860","12887"
"21.01.2016 20:00 - 21.01.2016 20:15","12480","12541"
"21.01.2016 20:15 - 21.01.2016 20:30","12084","12235"
"21.01.2016 20:30 - 21.01.2016 20:45","12056","12138"
"21.01.2016 20:45 - 21.01.2016 21:00","11712","11913"
"21.01.2016 21:00 - 21.01.2016 21:15","11498","11677"
"21.01.2016 21:15 - 21.01.2016 21:30","11353","11476"
"21.01.2016 21:30 - 21.01.2016 21:45","11256","11403"
"21.01.2016 21:45 - 21.01.2016 22:00","11250","11435"
"21.01.2016 22:00 - 21.01.2016 22:15","11292","11303"
"21.01.2016 22:15 - 21.01.2016 22:30","11257","11268"
"21.01.2016 22:30 - 21.01.2016 22:45","10935","11052"
"21.01.2016 22:45 - 21.01.2016 23:00","10828","10917"
"21.01.2016 23:00 - 21.01.2016 23:15","10651","10745"
"21.01.2016 23:15 - 21.01.2016 23:30","10520","10670"
"21.01.2016 23:30 - 21.01.2016 23:45","10334","10470"
"21.01.2016 23:45 - 22.01.2016 00:00","10193","10340"
"22.01.2016 00:00 - 22.01.2016 00:15","10184","10309"
"22.01.2016 00:15 - 22.01.2016 00:30","10095","10142"
"22.01.2016 00:30 - 22.01.2016 00:45","9991","10151"
"22.01.2016 00:45 - 22.01.2016 01:00","9923","10088"
"22.01.2016 01:00 - 22.01.2016 01:15","9902","10079"
"22.01.2016 01:15 - 22.01.2016 01:30","9820","9989"
"22.01.2016 01:30 - 22.01.2016 01:45","9749","9949"
"22.01.2016 01:45 - 22.01.2016 02:00","9725","9851"
"22.01.2016 02:00 - 22.01.2016 02:15","9765","9862"
"22.01.2016 02:15 - 22.01.2016 02:30","9689","9730"
"22.01.2016 02:30 - 22.01.2016 02:45","9590","9698"
"22.01.2016 02:45 - 22.01.2016 03:00","9584","9715"
"22.01.2016 03:00 - 22.01.2016 03:15","9610","9751"
"22.01.2016 03:15 - 22.01.2016 03:30","9554","9788"
"22.01.2016 03:30 - 22.01.2016 03:45","9526","9802"
"22.01.2016 03:45 - 22.01.2016 04:00","9470","9867"
"22.01.2016 04:00 - 22.01.2016 04:15","9697","9924"
"22.01.2016 04:15 - 22.01.2016 04:30","9613","9886"
"22.01.2016 04:30 - 22.01.2016 04:45","9638","10008"
"22.01.2016 04:45 - 22.01.2016 05:00","9810","10090"
"22.01.2016 05:00 - 22.01.2016 05:15","10013","10238"
"22.01.2016 05:15 - 22.01.2016 05:30","10045","10260"
"22.01.2016 05:30 - 22.01.2016 05:45","10217","10400"
"22.01.2016 05:45 - 22.01.2016 06:00","10344","10739"
"22.01.2016 06:00 - 22.01.2016 06:15","10618","11008"
"22.01.2016 06:15 - 22.01.2016 06:30","10925","11390"
"22.01.2016 06:30 - 22.01.2016 06:45","11414","11683"
"22.01.2016 06:45 - 22.01.2016 07:00","11754","12188"
"22.01.2016 07:00 - 22.01.2016 07:15","12204","12590"
"22.01.2016 07:15 - 22.01.2016 07:30","12366","12860"
"22.01.2016 07:30 - 22.01.2016 07:45","12700","12937"
"22.01.2016 07:45 - 22.01.2016 08:00","12950","13069"
"22.01.2016 08:00 - 22.01.2016 08:15","13059","13174"
"22.01.2016 08:15 - 22.01.2016 08:30","13040","13067"
"22.01.2016 08:30 - 22.01.2016 08:45","13014","13036"
"22.01.2016 08:45 - 22.01.2016 09:00","13201","13166"
"22.01.2016 09:00 - 22.01.2016 09:15","13086","13256"
"22.01.2016 09:15 - 22.01.2016 09:30","13124","13396"
"22.01.2016 09:30 - 22.01.2016 09:45","13196","13084"
"22.01.2016 09:45 - 22.01.2016 10:00","13074","13184"
"22.01.2016 10:00 - 22.01.2016 10:15","13089","13280"
"22.01.2016 10:15 - 22.01.2016 10:30","13156","13321"
"22.01.2016 10:30 - 22.01.2016 10:45","13008","13242"
"22.01.2016 10:45 - 22.01.2016 11:00","13219","13173"
"22.01.2016 11:00 - 22.01.2016 11:15","13167","13068"
"22.01.2016 11:15 - 22.01.2016 11:30","13216","13142"
"22.01.2016 11:30 - 22.01.2016 11:45","13240","13136"
"22.01.2016 11:45 - 22.01.2016 12:00","13205","12870"
"22.01.2016 12:00 - 22.01.2016 12:15","13112","12692"
"22.01.2016 12:15 - 22.01.2016 12:30","12972","12651"
"22.01.2016 12:30 - 22.01.2016 12:45","12910","12563"
"22.01.2016 12:45 - 22.01.2016 13:00","12927","12519"
"22.01.2016 13:00 - 22.01.2016 13:15","12875","12337"
"22.01.2016 13:15 - 22.01.2016 13:30","12846","12237"
"22.01.2016 13:30 - 22.01.2016 13:45","12641","12047"
"22.01.2016 13:45 - 22.01.2016 14:00","12639","12055"
"22.01.2016 14:00 - 22.01.2016 14:15","12603","12108"
"22.01.2016 14:15 - 22.01.2016 14:30","12611","12011"
"22.01.2016 14:30 - 22.01.2016 14:45","12635","11948"
"22.01.2016 14:45 - 22.01.2016 15:00","12523","12047"
"22.01.2016 15:00 - 22.01.2016 15:15","12585","12009"
"22.01.2016 15:15 - 22.01.2016 15:30","12574","11859"
"22.01.2016 15:30 - 22.01.2016 15:45","12361","11730"
"22.01.2016 15:45 - 22.01.2016 16:00","12303","11471"
"22.01.2016 16:00 - 22.01.2016 16:15","12292","11624"
"22.01.2016 16:15 - 22.01.2016 16:30","12398","11615"
"22.01.2016 16:30 - 22.01.2016 16:45","12540","11810"
"22.01.2016 16:45 - 22.01.2016 17:00","12816","12062"
"22.01.2016 17:00 - 22.01.2016 17:15","12817","12424"
"22.01.2016 17:15 - 22.01.2016 17:30","12912","12690"
"22.01.2016 17:30 - 22.01.2016 17:45","12943","12821"
"22.01.2016 17:45 - 22.01.2016 18:00","12968","12911"
"22.01.2016 18:00 - 22.01.2016 18:15","12940","12844"
"22.01.2016 18:15 - 22.01.2016 18:30","12870","12930"
"22.01.2016 18:30 - 22.01.2016 18:45","12791","12861"
"22.01.2016 18:45 - 22.01.2016 19:00","12759","12911"
"22.01.2016 19:00 - 22.01.2016 19:15","12976","12863"
"22.01.2016 19:15 - 22.01.2016 19:30","13016","12752"
"22.01.2016 19:30 - 22.01.2016 19:45","13002","12656"
"22.01.2016 19:45 - 22.01.2016 20:00","12948","12663"
"22.01.2016 20:00 - 22.01.2016 20:15","12610","12542"
"22.01.2016 20:15 - 22.01.2016 20:30","12248","12426"
"22.01.2016 20:30 - 22.01.2016 20:45","11712","12053"
"22.01.2016 20:45 - 22.01.2016 21:00","11179","11586"
"22.01.2016 21:00 - 22.01.2016 21:15","11319","11447"
"22.01.2016 21:15 - 22.01.2016 21:30","11193","11423"
"22.01.2016 21:30 - 22.01.2016 21:45","11056","11201"
"22.01.2016 21:45 - 22.01.2016 22:00","11161","10995"
"22.01.2016 22:00 - 22.01.2016 22:15","11074","11233"
"22.01.2016 22:15 - 22.01.2016 22:30","10829","11130"
"22.01.2016 22:30 - 22.01.2016 22:45","10618","11101"
"22.01.2016 22:45 - 22.01.2016 23:00","10388","10968"
"22.01.2016 23:00 - 22.01.2016 23:15","10194","10691"
"22.01.2016 23:15 - 22.01.2016 23:30","10056","10678"
"22.01.2016 23:30 - 22.01.2016 23:45","9943","10654"
"22.01.2016 23:45 - 23.01.2016 00:00","9883","10482"
"23.01.2016 00:00 - 23.01.2016 00:15","9904","10272"
"23.01.2016 00:15 - 23.01.2016 00:30","9837","10154"
"23.01.2016 00:30 - 23.01.2016 00:45","9798","10088"
"23.01.2016 00:45 - 23.01.2016 01:00","9750","9893"
"23.01.2016 01:00 - 23.01.2016 01:15","9606","9760"
"23.01.2016 01:15 - 23.01.2016 01:30","9560","9715"
"23.01.2016 01:30 - 23.01.2016 01:45","9581","9559"
"23.01.2016 01:45 - 23.01.2016 02:00","9459","9502"
"23.01.2016 02:00 - 23.01.2016 02:15","9381","9279"
"23.01.2016 02:15 - 23.01.2016 02:30","9420","9245"
"23.01.2016 02:30 - 23.01.2016 02:45","9469","9044"
"23.01.2016 02:45 - 23.01.2016 03:00","9364","9172"
"23.01.2016 03:00 - 23.01.2016 03:15","9357","9178"
"23.01.2016 03:15 - 23.01.2016 03:30","9442","9282"
"23.01.2016 03:30 - 23.01.2016 03:45","9518","9180"
"23.01.2016 03:45 - 23.01.2016 04:00","9484","9057"
"23.01.2016 04:00 - 23.01.2016 04:15","9574","9054"
"23.01.2016 04:15 - 23.01.2016 04:30","9695","9007"
"23.01.2016 04:30 - 23.01.2016 04:45","9902","8883"
"23.01.2016 04:45 - 23.01.2016 05:00","9840","8880"
"23.01.2016 05:00 - 23.01.2016 05:15","9981","8878"
"23.01.2016 05:15 - 23.01.2016 05:30","9950","8712"
"23.01.2016 05:30 - 23.01.2016 05:45","10087","8489"
"23.01.2016 05:45 - 23.01.2016 06:00","10337","8469"
"23.01.2016 06:00 - 23.01.2016 06:15","10777","8475"
"23.01.2016 06:15 - 23.01.2016 06:30","11138","8517"
"23.01.2016 06:30 - 23.01.2016 06:45","11478","8611"
"23.01.2016 06:45 - 23.01.2016 07:00","11869","8819"
"23.01.2016 07:00 - 23.01.2016 07:15","12380","9087"
"23.01.2016 07:15 - 23.01.2016 07:30","12561","9159"
"23.01.2016 07:30 - 23.01.2016 07:45","12726","9471"
"23.01.2016 07:45 - 23.01.2016 08:00","12742","9800"
"23.01.2016 08:00 - 23.01.2016 08:15","12518","10081"
"23.01.2016 08:15 - 23.01.2016 08:30","12528","10139"
"23.01.2016 08:30 - 23.01.2016 08:45","12375","10374"
"23.01.2016 08:45 - 23.01.2016 09:00","12407","10335"
"23.01.2016 09:00 - 23.01.2016 09:15","12336","10570"
"23.01.2016 09:15 - 23.01.2016 09:30","12307","10803"
"23.01.2016 09:30 - 23.01.2016 09:45","12356","10948"
"23.01.2016 09:45 - 23.01.2016 10:00","12432","11023"
"23.01.2016 10:00 - 23.01.2016 10:15","12731","11320"
"23.01.2016 10:15 - 23.01.2016 10:30","12842","11282"
"23.01.2016 10:30 - 23.01.2016 10:45","12823","11466"
"23.01.2016 10:45 - 23.01.2016 11:00","12906","11501"
"23.01.2016 11:00 - 23.01.2016 11:15","12844","11679"
"23.01.2016 11:15 - 23.01.2016 11:30","12825","11858"
"23.01.2016 11:30 - 23.01.2016 11:45","12838","12133"
"23.01.2016 11:45 - 23.01.2016 12:00","12711","11862"
"23.01.2016 12:00 - 23.01.2016 12:15","12581","11772"
"23.01.2016 12:15 - 23.01.2016 12:30","12636","11755"
"23.01.2016 12:30 - 23.01.2016 12:45","12566","11520"
"23.01.2016 12:45 - 23.01.2016 13:00","12450","11384"
"23.01.2016 13:00 - 23.01.2016 13:15","12436","11250"
"23.01.2016 13:15 - 23.01.2016 13:30","12384","11102"
"23.01.2016 13:30 - 23.01.2016 13:45","12411","10651"
"23.01.2016 13:45 - 23.01.2016 14:00","12261","10791"
"23.01.2016 14:00 - 23.01.2016 14:15","12319","10658"
"23.01.2016 14:15 - 23.01.2016 14:30","12273","10630"
"23.01.2016 14:30 - 23.01.2016 14:45","12263","10443"
"23.01.2016 14:45 - 23.01.2016 15:00","12220","10450"
"23.01.2016 15:00 - 23.01.2016 15:15","12204","10328"
"23.01.2016 15:15 - 23.01.2016 15:30","12143","10194"
"23.01.2016 15:30 - 23.01.2016 15:45","12126","10201"
"23.01.2016 15:45 - 23.01.2016 16:00","12103","10223"
"23.01.2016 16:00 - 23.01.2016 16:15","11977","10265"
"23.01.2016 16:15 - 23.01.2016 16:30","12071","10321"
"23.01.2016 16:30 - 23.01.2016 16:45","12231","10676"
"23.01.2016 16:45 - 23.01.2016 17:00","12364","10876"
"23.01.2016 17:00 - 23.01.2016 17:15","12442","11058"
"23.01.2016 17:15 - 23.01.2016 17:30","12507","11326"
"23.01.2016 17:30 - 23.01.2016 17:45","12479","11447"
"23.01.2016 17:45 - 23.01.2016 18:00","12569","11634"
"23.01.2016 18:00 - 23.01.2016 18:15","12575","11193"
"23.01.2016 18:15 - 23.01.2016 18:30","12582","11183"
"23.01.2016 18:30 - 23.01.2016 18:45","12622","11149"
"23.01.2016 18:45 - 23.01.2016 19:00","12648","10927"
"23.01.2016 19:00 - 23.01.2016 19:15","12808","11036"
"23.01.2016 19:15 - 23.01.2016 19:30","12908","10923"
"23.01.2016 19:30 - 23.01.2016 19:45","12832","10811"
"23.01.2016 19:45 - 23.01.2016 20:00","12887","10710"
"23.01.2016 20:00 - 23.01.2016 20:15","12541","10435"
"23.01.2016 20:15 - 23.01.2016 20:30","12235","10265"
"23.01.2016 20:30 - 23.01.2016 20:45","12138","10027"
"23.01.2016 20:45 - 23.01.2016 21:00","11913","10126"
"23.01.2016 21:00 - 23.01.2016 21:15","11677","9722"
"23.01.2016 21:15 - 23.01.2016 21:30","11476","9568"
"23.01.2016 21:30 - 23.01.2016 21:45","11403","9388"
"23.01.2016 21:45 - 23.01.2016 22:00","11435","9340"
"23.01.2016 22:00 - 23.01.2016 22:15","11303","9335"
"23.01.2016 22:15 - 23.01.2016 22:30","11268","9120"
"23.01.2016 22:30 - 23.01.2016 22:45","11052","9162"
"23.01.2016 22:45 - 23.01.2016 23:00","10908","9054"
"23.01.2016 23:00 - 23.01.2016 23:15","10767","8889"
"23.01.2016 23:15 - 23.01.2016 23:30","10644","8620"
"23.01.2016 23:30 - 23.01.2016 23:45","10481","8665"
"23.01.2016 23:45 - 24.01.2016 00:00","10170","8714"
"24.01.2016 00:00 - 24.01.2016 00:15","9692","8382"
"24.01.2016 00:15 - 24.01.2016 00:30","9584","8060"
"24.01.2016 00:30 - 24.01.2016 00:45","9510","8100"
"24.01.2016 00:45 - 24.01.2016 01:00","9385","7986"
"24.01.2016 01:00 - 24.01.2016 01:15","9214","7909"
"24.01.2016 01:15 - 24.01.2016 01:30","9131","7754"
"24.01.2016 01:30 - 24.01.2016 01:45","9158","7846"
"24.01.2016 01:45 - 24.01.2016 02:00","9153","7790"
"24.01.2016 02:00 - 24.01.2016 02:15","9143","7712"
"24.01.2016 02:15 - 24.01.2016 02:30","9135","7717"
"24.01.2016 02:30 - 24.01.2016 02:45","9128","7684"
"24.01.2016 02:45 - 24.01.2016 03:00","9189","7802"
"24.01.2016 03:00 - 24.01.2016 03:15","9192","7677"
"24.01.2016 03:15 - 24.01.2016 03:30","9146","7603"
"24.01.2016 03:30 - 24.01.2016 03:45","9220","7566"
"24.01.2016 03:45 - 24.01.2016 04:00","9302","7521"
"24.01.2016 04:00 - 24.01.2016 04:15","9477","7641"
"24.01.2016 04:15 - 24.01.2016 04:30","9394","7679"
"24.01.2016 04:30 - 24.01.2016 04:45","9654","7582"
"24.01.2016 04:45 - 24.01.2016 05:00","9635","7501"
"24.01.2016 05:00 - 24.01.2016 05:15","9757","7605"
"24.01.2016 05:15 - 24.01.2016 05:30","9916","7442"
"24.01.2016 05:30 - 24.01.2016 05:45","10141","7378"
"24.01.2016 05:45 - 24.01.2016 06:00","10363","7221"
"24.01.2016 06:00 - 24.01.2016 06:15","10504","7222"
"24.01.2016 06:15 - 24.01.2016 06:30","10945","7124"
"24.01.2016 06:30 - 24.01.2016 06:45","11324","7223"
"24.01.2016 06:45 - 24.01.2016 07:00","11821","7326"
"24.01.2016 07:00 - 24.01.2016 07:15","12176","7426"
"24.01.2016 07:15 - 24.01.2016 07:30","12470","7783"
"24.01.2016 07:30 - 24.01.2016 07:45","12937","7948"
"24.01.2016 07:45 - 24.01.2016 08:00","13069","8059"
"24.01.2016 08:00 - 24.01.2016 08:15","13174","8294"
"24.01.2016 08:15 - 24.01.2016 08:30","13067","8583"
"24.01.2016 08:30 - 24.01.2016 08:45","13036","8781"
"24.01.2016 08:45 - 24.01.2016 09:00","13166","8783"
"24.01.2016 09:00 - 24.01.2016 09:15","13256","9109"
"24.01.2016 09:15 - 24.01.2016 09:30","13396","9123"
"24.01.2016 09:30 - 24.01.2016 09:45","13084","9165"
"24.01.2016 09:45 - 24.01.2016 10:00","13184","9297"
"24.01.2016 10:00 - 24.01.2016 10:15","13280","9521"
"24.01.2016 10:15 - 24.01.2016 10:30","13321","9519"
"24.01.2016 10:30 - 24.01.2016 10:45","13242","9678"
"24.01.2016 10:45 - 24.01.2016 11:00","13173","9918"
"24.01.2016 11:00 - 24.01.2016 11:15","13068","9962"
"24.01.2016 11:15 - 24.01.2016 11:30","13142","10267"
"24.01.2016 11:30 - 24.01.2016 11:45","13131","10359"
"24.01.2016 11:45 - 24.01.2016 12:00","12870","10316"
"24.01.2016 12:00 - 24.01.2016 12:15","12692","10057"
"24.01.2016 12:15 - 24.01.2016 12:30","12651","9865"
"24.01.2016 12:30 - 24.01.2016 12:45","12563","9581"
"24.01.2016 12:45 - 24.01.2016 13:00","12519","9497"
"24.01.2016 13:00 - 24.01.2016 13:15","12337","9396"
"24.01.2016 13:15 - 24.01.2016 13:30","12237","9356"
"24.01.2016 13:30 - 24.01.2016 13:45","12047","9245"
"24.01.2016 13:45 - 24.01.2016 14:00","12055","9269"
"24.01.2016 14:00 - 24.01.2016 14:15","12108","9303"
"24.01.2016 14:15 - 24.01.2016 14:30","12011","9246"
"24.01.2016 14:30 - 24.01.2016 14:45","11948","9011"
"24.01.2016 14:45 - 24.01.2016 15:00","12047","8949"
"24.01.2016 15:00 - 24.01.2016 15:15","12009","8962"
"24.01.2016 15:15 - 24.01.2016 15:30","11859","8868"
"24.01.2016 15:30 - 24.01.2016 15:45","11730","8880"
"24.01.2016 15:45 - 24.01.2016 16:00","11471","8774"
"24.01.2016 16:00 - 24.01.2016 16:15","11624","8968"
"24.01.2016 16:15 - 24.01.2016 16:30","11615","8843"
"24.01.2016 16:30 - 24.01.2016 16:45","11810","9050"
"24.01.2016 16:45 - 24.01.2016 17:00","12062","9418"
"24.01.2016 17:00 - 24.01.2016 17:15","12424","9698"
"24.01.2016 17:15 - 24.01.2016 17:30","12690","10244"
"24.01.2016 17:30 - 24.01.2016 17:45","12821","10261"
"24.01.2016 17:45 - 24.01.2016 18:00","12911","10190"
"24.01.2016 18:00 - 24.01.2016 18:15","12844","10465"
"24.01.2016 18:15 - 24.01.2016 18:30","12930","10613"
"24.01.2016 18:30 - 24.01.2016 18:45","12861","10631"
"24.01.2016 18:45 - 24.01.2016 19:00","12911","10478"
"24.01.2016 19:00 - 24.01.2016 19:15","12863","10332"
"24.01.2016 19:15 - 24.01.2016 19:30","12752","10244"
"24.01.2016 19:30 - 24.01.2016 19:45","12656","10102"
"24.01.2016 19:45 - 24.01.2016 20:00","12663","9856"
"24.01.2016 20:00 - 24.01.2016 20:15","12542","9676"
"24.01.2016 20:15 - 24.01.2016 20:30","12426","9656"
"24.01.2016 20:30 - 24.01.2016 20:45","12053","9491"
"24.01.2016 20:45 - 24.01.2016 21:00","11586","9328"
"24.01.2016 21:00 - 24.01.2016 21:15","11447","9208"
"24.01.2016 21:15 - 24.01.2016 21:30","11423","9034"
"24.01.2016 21:30 - 24.01.2016 21:45","11201","9047"
"24.01.2016 21:45 - 24.01.2016 22:00","10995","9214"
"24.01.2016 22:00 - 24.01.2016 22:15","11233","9192"
"24.01.2016 22:15 - 24.01.2016 22:30","11130","9300"
"24.01.2016 22:30 - 24.01.2016 22:45","11101","9102"
"24.01.2016 22:45 - 24.01.2016 23:00","10932","8892"
"24.01.2016 23:00 - 24.01.2016 23:15","10748","8755"
"24.01.2016 23:15 - 24.01.2016 23:30","10689","8664"
"24.01.2016 23:30 - 24.01.2016 23:45","10620","8566"
"24.01.2016 23:45 - 25.01.2016 00:00","10473","8349"
"25.01.2016 00:00 - 25.01.2016 00:15","10308","8188"
"25.01.2016 00:15 - 25.01.2016 00:30","10186","8073"
"25.01.2016 00:30 - 25.01.2016 00:45","10144","8005"
"25.01.2016 00:45 - 25.01.2016 01:00","10100","7976"
"25.01.2016 01:00 - 25.01.2016 01:15","10062","7873"
"25.01.2016 01:15 - 25.01.2016 01:30","9997","8001"
"25.01.2016 01:30 - 25.01.2016 01:45","9936","7952"
"25.01.2016 01:45 - 25.01.2016 02:00","9875","7931"
"25.01.2016 02:00 - 25.01.2016 02:15","9832","7850"
"25.01.2016 02:15 - 25.01.2016 02:30","9747","8014"
"25.01.2016 02:30 - 25.01.2016 02:45","9715","7930"
"25.01.2016 02:45 - 25.01.2016 03:00","9724","7871"
"25.01.2016 03:00 - 25.01.2016 03:15","9754","7998"
"25.01.2016 03:15 - 25.01.2016 03:30","9783","7929"
"25.01.2016 03:30 - 25.01.2016 03:45","9814","8039"
"25.01.2016 03:45 - 25.01.2016 04:00","9867","8169"
"25.01.2016 04:00 - 25.01.2016 04:15","9924","8190"
"25.01.2016 04:15 - 25.01.2016 04:30","9886","8164"
"25.01.2016 04:30 - 25.01.2016 04:45","10008","8321"
"25.01.2016 04:45 - 25.01.2016 05:00","10090","8355"
"25.01.2016 05:00 - 25.01.2016 05:15","10238","8610"
"25.01.2016 05:15 - 25.01.2016 05:30","10260","8872"
"25.01.2016 05:30 - 25.01.2016 05:45","10400","9086"
"25.01.2016 05:45 - 25.01.2016 06:00","10739","9338"
"25.01.2016 06:00 - 25.01.2016 06:15","11008","9881"
"25.01.2016 06:15 - 25.01.2016 06:30","11390","10336"
"25.01.2016 06:30 - 25.01.2016 06:45","11683","10715"
"25.01.2016 06:45 - 25.01.2016 07:00","12188","11143"
"25.01.2016 07:00 - 25.01.2016 07:15","12590","11648"
"25.01.2016 07:15 - 25.01.2016 07:30","12860","11911"
"25.01.2016 07:30 - 25.01.2016 07:45","9471","12074"
"25.01.2016 07:45 - 25.01.2016 08:00","9800","12059"
"25.01.2016 08:00 - 25.01.2016 08:15","10081","12217"
"25.01.2016 08:15 - 25.01.2016 08:30","10139","12359"
"25.01.2016 08:30 - 25.01.2016 08:45","10374","12218"
"25.01.2016 08:45 - 25.01.2016 09:00","10335","11980"
"25.01.2016 09:00 - 25.01.2016 09:15","10570","11922"
"25.01.2016 09:15 - 25.01.2016 09:30","10803","12113"
"25.01.2016 09:30 - 25.01.2016 09:45","10948","12202"
"25.01.2016 09:45 - 25.01.2016 10:00","11023","12207"
"25.01.2016 10:00 - 25.01.2016 10:15","11320","12264"
"25.01.2016 10:15 - 25.01.2016 10:30","11282","12350"
"25.01.2016 10:30 - 25.01.2016 10:45","11466","12394"
"25.01.2016 10:45 - 25.01.2016 11:00","11501","12544"
"25.01.2016 11:00 - 25.01.2016 11:15","11679","12717"
"25.01.2016 11:15 - 25.01.2016 11:30","11858","12546"
"25.01.2016 11:30 - 25.01.2016 11:45","12133","12554"
"25.01.2016 11:45 - 25.01.2016 12:00","11862","12414"
"25.01.2016 12:00 - 25.01.2016 12:15","11772","12621"
"25.01.2016 12:15 - 25.01.2016 12:30","11755","12419"
"25.01.2016 12:30 - 25.01.2016 12:45","11520","12612"
"25.01.2016 12:45 - 25.01.2016 13:00","11384","12629"
"25.01.2016 13:00 - 25.01.2016 13:15","11250","12576"
"25.01.2016 13:15 - 25.01.2016 13:30","11102","12423"
"25.01.2016 13:30 - 25.01.2016 13:45","10651","12340"
"25.01.2016 13:45 - 25.01.2016 14:00","10791","12133"
"25.01.2016 14:00 - 25.01.2016 14:15","10658","12196"
