"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"04.02.2017 07:00 - 04.02.2017 07:15","9343","8719"
"04.02.2017 07:15 - 04.02.2017 07:30","9536","9009"
"04.02.2017 07:30 - 04.02.2017 07:45","9928","9133"
"04.02.2017 07:45 - 04.02.2017 08:00","10033","9320"
"04.02.2017 08:00 - 04.02.2017 08:15","10122","9493"
"04.02.2017 08:15 - 04.02.2017 08:30","10222","9697"
"04.02.2017 08:30 - 04.02.2017 08:45","10303","9798"
"04.02.2017 08:45 - 04.02.2017 09:00","10374","10065"
"04.02.2017 09:00 - 04.02.2017 09:15","10480","10296"
"04.02.2017 09:15 - 04.02.2017 09:30","10668","10588"
"04.02.2017 09:30 - 04.02.2017 09:45","10705","10655"
"04.02.2017 09:45 - 04.02.2017 10:00","10690","10850"
"04.02.2017 10:00 - 04.02.2017 10:15","10792","11028"
"04.02.2017 10:15 - 04.02.2017 10:30","10857","11165"
"04.02.2017 10:30 - 04.02.2017 10:45","10895","11090"
"04.02.2017 10:45 - 04.02.2017 11:00","11001","11130"
"04.02.2017 11:00 - 04.02.2017 11:15","11080","11230"
"04.02.2017 11:15 - 04.02.2017 11:30","11207","11410"
"04.02.2017 11:30 - 04.02.2017 11:45","11277","11408"
"04.02.2017 11:45 - 04.02.2017 12:00","11061","11368"
"04.02.2017 12:00 - 04.02.2017 12:15","11011","11237"
"04.02.2017 12:15 - 04.02.2017 12:30","11128","11075"
"04.02.2017 12:30 - 04.02.2017 12:45","10840","10694"
"04.02.2017 12:45 - 04.02.2017 13:00","10803","10631"
"04.02.2017 13:00 - 04.02.2017 13:15","10786","10638"
"04.02.2017 13:15 - 04.02.2017 13:30","10724","10302"
"04.02.2017 13:30 - 04.02.2017 13:45","10667","10169"
"04.02.2017 13:45 - 04.02.2017 14:00","10285","10044"
"04.02.2017 14:00 - 04.02.2017 14:15","10254","10116"
"04.02.2017 14:15 - 04.02.2017 14:30","10021","10012"
"04.02.2017 14:30 - 04.02.2017 14:45","10179","10002"
"04.02.2017 14:45 - 04.02.2017 15:00","10596","10047"
"04.02.2017 15:00 - 04.02.2017 15:15","10849","10074"
"04.02.2017 15:15 - 04.02.2017 15:30","10321","10028"
"04.02.2017 15:30 - 04.02.2017 15:45","10341","10164"
"04.02.2017 15:45 - 04.02.2017 16:00","10352","10235"
"04.02.2017 16:00 - 04.02.2017 16:15","10632","10143"
"04.02.2017 16:15 - 04.02.2017 16:30","10728","10044"
"04.02.2017 16:30 - 04.02.2017 16:45","10865","10074"
"04.02.2017 16:45 - 04.02.2017 17:00","10731","10224"
"04.02.2017 17:00 - 04.02.2017 17:15","10960","10495"
"04.02.2017 17:15 - 04.02.2017 17:30","11025","10695"
"04.02.2017 17:30 - 04.02.2017 17:45","11279","11027"
"04.02.2017 17:45 - 04.02.2017 18:00","11230","11166"
"04.02.2017 18:00 - 04.02.2017 18:15","11190","11228"
"04.02.2017 18:15 - 04.02.2017 18:30","11362","11245"
"04.02.2017 18:30 - 04.02.2017 18:45","11276","11081"
"04.02.2017 18:45 - 04.02.2017 19:00","11268","11161"
"04.02.2017 19:00 - 04.02.2017 19:15","11253","10964"
"04.02.2017 19:15 - 04.02.2017 19:30","11215","10735"
"04.02.2017 19:30 - 04.02.2017 19:45","11144","10639"
"04.02.2017 19:45 - 04.02.2017 20:00","10990","10509"
"04.02.2017 20:00 - 04.02.2017 20:15","10762","10321"
"04.02.2017 20:15 - 04.02.2017 20:30","10567","9936"
"04.02.2017 20:30 - 04.02.2017 20:45","10172","9738"
"04.02.2017 20:45 - 04.02.2017 21:00","10130","9693"
"04.02.2017 21:00 - 04.02.2017 21:15","9655","9637"
"04.02.2017 21:15 - 04.02.2017 21:30","9574","9367"
"04.02.2017 21:30 - 04.02.2017 21:45","9783","9162"
"04.02.2017 21:45 - 04.02.2017 22:00","9872","9185"
"04.02.2017 22:00 - 04.02.2017 22:15","9908","9344"
"04.02.2017 22:15 - 04.02.2017 22:30","9792","9074"
"04.02.2017 22:30 - 04.02.2017 22:45","9646","9000"
"04.02.2017 22:45 - 04.02.2017 23:00","9280","8888"
"04.02.2017 23:00 - 04.02.2017 23:15","8879","8773"
"04.02.2017 23:15 - 04.02.2017 23:30","8673","8543"
"04.02.2017 23:30 - 04.02.2017 23:45","8525","8517"
"04.02.2017 23:45 - 05.02.2017 00:00","8426","8472"
"05.02.2017 00:00 - 05.02.2017 00:15","8401","8297"
"05.02.2017 00:15 - 05.02.2017 00:30","8308","8161"
"05.02.2017 00:30 - 05.02.2017 00:45","8184","8056"
"05.02.2017 00:45 - 05.02.2017 01:00","8069","8130"
"05.02.2017 01:00 - 05.02.2017 01:15","7974","8038"
"05.02.2017 01:15 - 05.02.2017 01:30","7908","7902"
"05.02.2017 01:30 - 05.02.2017 01:45","7864","7641"
"05.02.2017 01:45 - 05.02.2017 02:00","7841","7750"
"05.02.2017 02:00 - 05.02.2017 02:15","7815","7901"
"05.02.2017 02:15 - 05.02.2017 02:30","7777","7683"
"05.02.2017 02:30 - 05.02.2017 02:45","7764","7864"
"05.02.2017 02:45 - 05.02.2017 03:00","7783","7852"
"05.02.2017 03:00 - 05.02.2017 03:15","7813","7893"
"05.02.2017 03:15 - 05.02.2017 03:30","7829","7849"
"05.02.2017 03:30 - 05.02.2017 03:45","7805","7838"
"05.02.2017 03:45 - 05.02.2017 04:00","7768","7742"
"05.02.2017 04:00 - 05.02.2017 04:15","7797","7749"
"05.02.2017 04:15 - 05.02.2017 04:30","7773","7694"
"05.02.2017 04:30 - 05.02.2017 04:45","7748","7729"
"05.02.2017 04:45 - 05.02.2017 05:00","7695","7685"
"05.02.2017 05:00 - 05.02.2017 05:15","7714","7866"
"05.02.2017 05:15 - 05.02.2017 05:30","7524","7664"
"05.02.2017 05:30 - 05.02.2017 05:45","7575","7527"
"05.02.2017 05:45 - 05.02.2017 06:00","7477","7296"
"05.02.2017 06:00 - 05.02.2017 06:15","7300","7166"
"05.02.2017 06:15 - 05.02.2017 06:30","7422","7167"
"05.02.2017 06:30 - 05.02.2017 06:45","7539","7335"
"05.02.2017 06:45 - 05.02.2017 07:00","7729","7447"
"05.02.2017 07:00 - 05.02.2017 07:15","7911","7464"
"05.02.2017 07:15 - 05.02.2017 07:30","8081","7601"
"05.02.2017 07:30 - 05.02.2017 07:45","8291","7789"
"05.02.2017 07:45 - 05.02.2017 08:00","8503","8009"
"05.02.2017 08:00 - 05.02.2017 08:15","8671","8129"
"05.02.2017 08:15 - 05.02.2017 08:30","8781","8384"
"05.02.2017 08:30 - 05.02.2017 08:45","8983","8647"
"05.02.2017 08:45 - 05.02.2017 09:00","9122","8768"
"05.02.2017 09:00 - 05.02.2017 09:15","9277","8903"
"05.02.2017 09:15 - 05.02.2017 09:30","9566","9162"
"05.02.2017 09:30 - 05.02.2017 09:45","9614","9283"
"05.02.2017 09:45 - 05.02.2017 10:00","9612","9402"
"05.02.2017 10:00 - 05.02.2017 10:15","9754","9624"
"05.02.2017 10:15 - 05.02.2017 10:30","9842","9780"
"05.02.2017 10:30 - 05.02.2017 10:45","9904","9812"
"05.02.2017 10:45 - 05.02.2017 11:00","10070","9901"
"05.02.2017 11:00 - 05.02.2017 11:15","10216","10133"
"05.02.2017 11:15 - 05.02.2017 11:30","10395","10357"
"05.02.2017 11:30 - 05.02.2017 11:45","10512","10576"
"05.02.2017 11:45 - 05.02.2017 12:00","10255","10360"
"05.02.2017 12:00 - 05.02.2017 12:15","10143","10065"
"05.02.2017 12:15 - 05.02.2017 12:30","10285","9825"
"05.02.2017 12:30 - 05.02.2017 12:45","9821","9576"
"05.02.2017 12:45 - 05.02.2017 13:00","9770","9327"
"05.02.2017 13:00 - 05.02.2017 13:15","9692","9297"
"05.02.2017 13:15 - 05.02.2017 13:30","9680","9312"
"05.02.2017 13:30 - 05.02.2017 13:45","9679","9151"
"05.02.2017 13:45 - 05.02.2017 14:00","9167","9107"
"05.02.2017 14:00 - 05.02.2017 14:15","9109","8970"
"05.02.2017 14:15 - 05.02.2017 14:30","8849","9116"
"05.02.2017 14:30 - 05.02.2017 14:45","9009","9005"
"05.02.2017 14:45 - 05.02.2017 15:00","9458","9056"
"05.02.2017 15:00 - 05.02.2017 15:15","9706","8888"
"05.02.2017 15:15 - 05.02.2017 15:30","9139","8959"
"05.02.2017 15:30 - 05.02.2017 15:45","9149","8987"
"05.02.2017 15:45 - 05.02.2017 16:00","9193","8987"
"05.02.2017 16:00 - 05.02.2017 16:15","9530","8903"
"05.02.2017 16:15 - 05.02.2017 16:30","9705","9051"
"05.02.2017 16:30 - 05.02.2017 16:45","9797","9188"
"05.02.2017 16:45 - 05.02.2017 17:00","9552","9414"
"05.02.2017 17:00 - 05.02.2017 17:15","9905","9585"
"05.02.2017 17:15 - 05.02.2017 17:30","10015","9827"
"05.02.2017 17:30 - 05.02.2017 17:45","10456","10063"
"05.02.2017 17:45 - 05.02.2017 18:00","10325","10357"
"05.02.2017 18:00 - 05.02.2017 18:15","10380","10451"
"05.02.2017 18:15 - 05.02.2017 18:30","10653","10463"
"05.02.2017 18:30 - 05.02.2017 18:45","10545","10474"
"05.02.2017 18:45 - 05.02.2017 19:00","10520","10422"
"05.02.2017 19:00 - 05.02.2017 19:15","10547","10404"
"05.02.2017 19:15 - 05.02.2017 19:30","10563","10254"
"05.02.2017 19:30 - 05.02.2017 19:45","10436","9989"
"05.02.2017 19:45 - 05.02.2017 20:00","10027","9862"
"05.02.2017 20:00 - 05.02.2017 20:15","10024","9754"
"05.02.2017 20:15 - 05.02.2017 20:30","9929","9446"
"05.02.2017 20:30 - 05.02.2017 20:45","9302","9223"
"05.02.2017 20:45 - 05.02.2017 21:00","9459","9251"
"05.02.2017 21:00 - 05.02.2017 21:15","8899","9071"
"05.02.2017 21:15 - 05.02.2017 21:30","8842","8921"
"05.02.2017 21:30 - 05.02.2017 21:45","9287","8994"
"05.02.2017 21:45 - 05.02.2017 22:00","9502","9156"
"05.02.2017 22:00 - 05.02.2017 22:15","9583","9205"
"05.02.2017 22:15 - 05.02.2017 22:30","9486","9271"
"05.02.2017 22:30 - 05.02.2017 22:45","9370","9192"
"05.02.2017 22:45 - 05.02.2017 23:00","8957","8968"
"05.02.2017 23:00 - 05.02.2017 23:15","8502","8899"
"05.02.2017 23:15 - 05.02.2017 23:30","8297","8729"
"05.02.2017 23:30 - 05.02.2017 23:45","8157","8665"
"05.02.2017 23:45 - 06.02.2017 00:00","8237","8416"
"06.02.2017 00:00 - 06.02.2017 00:15","8627","8473"
"06.02.2017 00:15 - 06.02.2017 00:30","8641","8377"
"06.02.2017 00:30 - 06.02.2017 00:45","8590","8266"
"06.02.2017 00:45 - 06.02.2017 01:00","8522","8100"
"06.02.2017 01:00 - 06.02.2017 01:15","8449","8157"
"06.02.2017 01:15 - 06.02.2017 01:30","8389","8025"
"06.02.2017 01:30 - 06.02.2017 01:45","8370","8124"
"06.02.2017 01:45 - 06.02.2017 02:00","8366","7987"
"06.02.2017 02:00 - 06.02.2017 02:15","8371","8086"
"06.02.2017 02:15 - 06.02.2017 02:30","8353","8125"
"06.02.2017 02:30 - 06.02.2017 02:45","8373","8192"
"06.02.2017 02:45 - 06.02.2017 03:00","8420","8081"
"06.02.2017 03:00 - 06.02.2017 03:15","8455","8313"
"06.02.2017 03:15 - 06.02.2017 03:30","8432","8307"
"06.02.2017 03:30 - 06.02.2017 03:45","8461","8496"
"06.02.2017 03:45 - 06.02.2017 04:00","8516","8486"
"06.02.2017 04:00 - 06.02.2017 04:15","8752","8626"
"06.02.2017 04:15 - 06.02.2017 04:30","8812","8662"
"06.02.2017 04:30 - 06.02.2017 04:45","8883","8854"
"06.02.2017 04:45 - 06.02.2017 05:00","8992","8977"
"06.02.2017 05:00 - 06.02.2017 05:15","9202","9273"
"06.02.2017 05:15 - 06.02.2017 05:30","9300","9392"
"06.02.2017 05:30 - 06.02.2017 05:45","9483","9468"
"06.02.2017 05:45 - 06.02.2017 06:00","9669","9525"
"06.02.2017 06:00 - 06.02.2017 06:15","9933","9854"
"06.02.2017 06:15 - 06.02.2017 06:30","10375","10269"
"06.02.2017 06:30 - 06.02.2017 06:45","10659","10732"
"06.02.2017 06:45 - 06.02.2017 07:00","10985","11078"
"06.02.2017 07:00 - 06.02.2017 07:15","11297","11347"
"06.02.2017 07:15 - 06.02.2017 07:30","11503","11631"
"06.02.2017 07:30 - 06.02.2017 07:45","11605","11727"
"06.02.2017 07:45 - 06.02.2017 08:00","11823","11928"
"06.02.2017 08:00 - 06.02.2017 08:15","11966","12109"
"06.02.2017 08:15 - 06.02.2017 08:30","11882","12195"
"06.02.2017 08:30 - 06.02.2017 08:45","11874","12242"
"06.02.2017 08:45 - 06.02.2017 09:00","11931","12334"
"06.02.2017 09:00 - 06.02.2017 09:15","11969","12391"
"06.02.2017 09:15 - 06.02.2017 09:30","11911","12413"
"06.02.2017 09:30 - 06.02.2017 09:45","11924","12441"
"06.02.2017 09:45 - 06.02.2017 10:00","12014","12452"
"06.02.2017 10:00 - 06.02.2017 10:15","12091","12495"
"06.02.2017 10:15 - 06.02.2017 10:30","12108","12483"
"06.02.2017 10:30 - 06.02.2017 10:45","12119","12626"
"06.02.2017 10:45 - 06.02.2017 11:00","12201","12739"
"06.02.2017 11:00 - 06.02.2017 11:15","12253","12982"
"06.02.2017 11:15 - 06.02.2017 11:30","12341","12861"
"06.02.2017 11:30 - 06.02.2017 11:45","12368","12970"
"06.02.2017 11:45 - 06.02.2017 12:00","12761","13044"
"06.02.2017 12:00 - 06.02.2017 12:15","12159","12869"
"06.02.2017 12:15 - 06.02.2017 12:30","12226","12666"
"06.02.2017 12:30 - 06.02.2017 12:45","12036","12726"
"06.02.2017 12:45 - 06.02.2017 13:00","12167","12593"
"06.02.2017 13:00 - 06.02.2017 13:15","12125","12391"
"06.02.2017 13:15 - 06.02.2017 13:30","11874","12424"
"06.02.2017 13:30 - 06.02.2017 13:45","11761","12392"
"06.02.2017 13:45 - 06.02.2017 14:00","11718","12232"
"06.02.2017 14:00 - 06.02.2017 14:15","11671","12374"
"06.02.2017 14:15 - 06.02.2017 14:30","11565","12406"
"06.02.2017 14:30 - 06.02.2017 14:45","11497","12298"
"06.02.2017 14:45 - 06.02.2017 15:00","11215","12204"
"06.02.2017 15:00 - 06.02.2017 15:15","9842","12187"
"06.02.2017 15:15 - 06.02.2017 15:30","11542","12141"
"06.02.2017 15:30 - 06.02.2017 15:45","11673","12099"
"06.02.2017 15:45 - 06.02.2017 16:00","11548","11978"
"06.02.2017 16:00 - 06.02.2017 16:15","11814","11985"
"06.02.2017 16:15 - 06.02.2017 16:30","10852","11930"
"06.02.2017 16:30 - 06.02.2017 16:45","8927","11998"
"06.02.2017 16:45 - 06.02.2017 17:00","9024","11999"
"06.02.2017 17:00 - 06.02.2017 17:15","9122","12169"
"06.02.2017 17:15 - 06.02.2017 17:30","9220","12331"
"06.02.2017 17:30 - 06.02.2017 17:45","9317","12628"
"06.02.2017 17:45 - 06.02.2017 18:00","9415","12664"
"06.02.2017 18:00 - 06.02.2017 18:15","9512","12590"
"06.02.2017 18:15 - 06.02.2017 18:30","9610","12482"
"06.02.2017 18:30 - 06.02.2017 18:45","9708","12493"
"06.02.2017 18:45 - 06.02.2017 19:00","9805","12452"
"06.02.2017 19:00 - 06.02.2017 19:15","9903","12444"
"06.02.2017 19:15 - 06.02.2017 19:30","10000","12479"
"06.02.2017 19:30 - 06.02.2017 19:45","10098","12331"
"06.02.2017 19:45 - 06.02.2017 20:00","10196","12192"
"06.02.2017 20:00 - 06.02.2017 20:15","10293","11897"
"06.02.2017 20:15 - 06.02.2017 20:30","10391","11686"
"06.02.2017 20:30 - 06.02.2017 20:45","10488","11454"
"06.02.2017 20:45 - 06.02.2017 21:00","10586","11194"
"06.02.2017 21:00 - 06.02.2017 21:15","10684","11163"
"06.02.2017 21:15 - 06.02.2017 21:30","10747","10966"
"06.02.2017 21:30 - 06.02.2017 21:45","11192","10752"
"06.02.2017 21:45 - 06.02.2017 22:00","10760","10734"
"06.02.2017 22:00 - 06.02.2017 22:15","10742","10806"
"06.02.2017 22:15 - 06.02.2017 22:30","10611","10670"
"06.02.2017 22:30 - 06.02.2017 22:45","10492","10426"
"06.02.2017 22:45 - 06.02.2017 23:00","10170","10186"
"06.02.2017 23:00 - 06.02.2017 23:15","9760","10104"
"06.02.2017 23:15 - 06.02.2017 23:30","9545","9876"
"06.02.2017 23:30 - 06.02.2017 23:45","9352","9609"
"06.02.2017 23:45 - 07.02.2017 00:00","9298","9614"
"07.02.2017 00:00 - 07.02.2017 00:15","9477","9525"
"07.02.2017 00:15 - 07.02.2017 00:30","9459","9409"
"07.02.2017 00:30 - 07.02.2017 00:45","9382","9266"
"07.02.2017 00:45 - 07.02.2017 01:00","9296","9290"
"07.02.2017 01:00 - 07.02.2017 01:15","9218","9290"
"07.02.2017 01:15 - 07.02.2017 01:30","9173","9147"
"07.02.2017 01:30 - 07.02.2017 01:45","9137","9109"
"07.02.2017 01:45 - 07.02.2017 02:00","9110","9294"
"07.02.2017 02:00 - 07.02.2017 02:15","9105","9170"
"07.02.2017 02:15 - 07.02.2017 02:30","9100","9067"
"07.02.2017 02:30 - 07.02.2017 02:45","9124","8965"
"07.02.2017 02:45 - 07.02.2017 03:00","9173","9101"
"07.02.2017 03:00 - 07.02.2017 03:15","9219","9138"
"07.02.2017 03:15 - 07.02.2017 03:30","9248","9237"
"07.02.2017 03:30 - 07.02.2017 03:45","9269","9182"
"07.02.2017 03:45 - 07.02.2017 04:00","9287","9210"
"07.02.2017 04:00 - 07.02.2017 04:15","9449","9320"
"07.02.2017 04:15 - 07.02.2017 04:30","9514","9364"
"07.02.2017 04:30 - 07.02.2017 04:45","9581","9435"
"07.02.2017 04:45 - 07.02.2017 05:00","9681","9499"
"07.02.2017 05:00 - 07.02.2017 05:15","9820","9742"
"07.02.2017 05:15 - 07.02.2017 05:30","9938","9862"
"07.02.2017 05:30 - 07.02.2017 05:45","10086","9922"
"07.02.2017 05:45 - 07.02.2017 06:00","10226","10123"
"07.02.2017 06:00 - 07.02.2017 06:15","10473","10436"
"07.02.2017 06:15 - 07.02.2017 06:30","10840","10689"
"07.02.2017 06:30 - 07.02.2017 06:45","11143","10893"
"07.02.2017 06:45 - 07.02.2017 07:00","11392","11346"
"07.02.2017 07:00 - 07.02.2017 07:15","11711","11664"
"07.02.2017 07:15 - 07.02.2017 07:30","11922","12139"
"07.02.2017 07:30 - 07.02.2017 07:45","12110","12222"
"07.02.2017 07:45 - 07.02.2017 08:00","12229","12302"
"07.02.2017 08:00 - 07.02.2017 08:15","12298","12343"
"07.02.2017 08:15 - 07.02.2017 08:30","12286","12519"
"07.02.2017 08:30 - 07.02.2017 08:45","12272","12526"
"07.02.2017 08:45 - 07.02.2017 09:00","12274","12487"
"07.02.2017 09:00 - 07.02.2017 09:15","12331","12599"
"07.02.2017 09:15 - 07.02.2017 09:30","12198","12797"
"07.02.2017 09:30 - 07.02.2017 09:45","12167","12882"
"07.02.2017 09:45 - 07.02.2017 10:00","12369","12717"
"07.02.2017 10:00 - 07.02.2017 10:15","12409","12761"
"07.02.2017 10:15 - 07.02.2017 10:30","12414","12819"
"07.02.2017 10:30 - 07.02.2017 10:45","12435","12990"
"07.02.2017 10:45 - 07.02.2017 11:00","12465","13045"
"07.02.2017 11:00 - 07.02.2017 11:15","12516","13081"
"07.02.2017 11:15 - 07.02.2017 11:30","12582","13259"
"07.02.2017 11:30 - 07.02.2017 11:45","12599","13326"
"07.02.2017 11:45 - 07.02.2017 12:00","12309","13324"
"07.02.2017 12:00 - 07.02.2017 12:15","12334","13270"
"07.02.2017 12:15 - 07.02.2017 12:30","12406","13013"
"07.02.2017 12:30 - 07.02.2017 12:45","12212","13000"
"07.02.2017 12:45 - 07.02.2017 13:00","12438","13020"
"07.02.2017 13:00 - 07.02.2017 13:15","12417","12962"
"07.02.2017 13:15 - 07.02.2017 13:30","12312","12877"
"07.02.2017 13:30 - 07.02.2017 13:45","12298","12857"
"07.02.2017 13:45 - 07.02.2017 14:00","12119","12777"
"07.02.2017 14:00 - 07.02.2017 14:15","12112","12691"
"07.02.2017 14:15 - 07.02.2017 14:30","11943","12628"
"07.02.2017 14:30 - 07.02.2017 14:45","12099","12652"
"07.02.2017 14:45 - 07.02.2017 15:00","12162","12686"
"07.02.2017 15:00 - 07.02.2017 15:15","11862","12655"
"07.02.2017 15:15 - 07.02.2017 15:30","12001","12637"
"07.02.2017 15:30 - 07.02.2017 15:45","11928","12479"
"07.02.2017 15:45 - 07.02.2017 16:00","11954","12390"
"07.02.2017 16:00 - 07.02.2017 16:15","12123","12369"
"07.02.2017 16:15 - 07.02.2017 16:30","11834","12437"
"07.02.2017 16:30 - 07.02.2017 16:45","11698","12385"
"07.02.2017 16:45 - 07.02.2017 17:00","12432","12553"
"07.02.2017 17:00 - 07.02.2017 17:15","12518","12748"
"07.02.2017 17:15 - 07.02.2017 17:30","12543","12985"
"07.02.2017 17:30 - 07.02.2017 17:45","12698","13170"
"07.02.2017 17:45 - 07.02.2017 18:00","12718","13357"
"07.02.2017 18:00 - 07.02.2017 18:15","12669","13253"
"07.02.2017 18:15 - 07.02.2017 18:30","12701","13129"
"07.02.2017 18:30 - 07.02.2017 18:45","12733","13002"
"07.02.2017 18:45 - 07.02.2017 19:00","12735","13094"
"07.02.2017 19:00 - 07.02.2017 19:15","12658","13123"
"07.02.2017 19:15 - 07.02.2017 19:30","12590","13010"
"07.02.2017 19:30 - 07.02.2017 19:45","12581","12994"
"07.02.2017 19:45 - 07.02.2017 20:00","12507","12961"
"07.02.2017 20:00 - 07.02.2017 20:15","12327","12556"
"07.02.2017 20:15 - 07.02.2017 20:30","11772","12272"
"07.02.2017 20:30 - 07.02.2017 20:45","11587","12056"
"07.02.2017 20:45 - 07.02.2017 21:00","11490","11717"
"07.02.2017 21:00 - 07.02.2017 21:15","11151","11548"
"07.02.2017 21:15 - 07.02.2017 21:30","10978","11508"
"07.02.2017 21:30 - 07.02.2017 21:45","11018","11466"
"07.02.2017 21:45 - 07.02.2017 22:00","11181","11286"
"07.02.2017 22:00 - 07.02.2017 22:15","11118","11153"
"07.02.2017 22:15 - 07.02.2017 22:30","11077","11075"
"07.02.2017 22:30 - 07.02.2017 22:45","10921","10959"
"07.02.2017 22:45 - 07.02.2017 23:00","10501","10800"
"07.02.2017 23:00 - 07.02.2017 23:15","10082","10509"
"07.02.2017 23:15 - 07.02.2017 23:30","9861","10258"
"07.02.2017 23:30 - 07.02.2017 23:45","9706","10123"
"07.02.2017 23:45 - 08.02.2017 00:00","9676","10053"
"08.02.2017 00:00 - 08.02.2017 00:15","9821","9849"
"08.02.2017 00:15 - 08.02.2017 00:30","9809","9774"
"08.02.2017 00:30 - 08.02.2017 00:45","9733","9571"
"08.02.2017 00:45 - 08.02.2017 01:00","9653","9447"
"08.02.2017 01:00 - 08.02.2017 01:15","9578","9577"
"08.02.2017 01:15 - 08.02.2017 01:30","9534","9404"
"08.02.2017 01:30 - 08.02.2017 01:45","9498","9413"
"08.02.2017 01:45 - 08.02.2017 02:00","9470","9462"
"08.02.2017 02:00 - 08.02.2017 02:15","9466","9313"
"08.02.2017 02:15 - 08.02.2017 02:30","9461","9265"
"08.02.2017 02:30 - 08.02.2017 02:45","9481","9378"
"08.02.2017 02:45 - 08.02.2017 03:00","9523","9383"
"08.02.2017 03:00 - 08.02.2017 03:15","9565","9335"
"08.02.2017 03:15 - 08.02.2017 03:30","9592","9329"
"08.02.2017 03:30 - 08.02.2017 03:45","9610","9410"
"08.02.2017 03:45 - 08.02.2017 04:00","9624","9486"
"08.02.2017 04:00 - 08.02.2017 04:15","9770","9584"
"08.02.2017 04:15 - 08.02.2017 04:30","9820","9494"
"08.02.2017 04:30 - 08.02.2017 04:45","9877","9613"
"08.02.2017 04:45 - 08.02.2017 05:00","9969","9710"
"08.02.2017 05:00 - 08.02.2017 05:15","10089","10062"
"08.02.2017 05:15 - 08.02.2017 05:30","10179","10172"
"08.02.2017 05:30 - 08.02.2017 05:45","10325","10209"
"08.02.2017 05:45 - 08.02.2017 06:00","10454","10456"
"08.02.2017 06:00 - 08.02.2017 06:15","10676","10807"
"08.02.2017 06:15 - 08.02.2017 06:30","11009","11009"
"08.02.2017 06:30 - 08.02.2017 06:45","11302","11487"
"08.02.2017 06:45 - 08.02.2017 07:00","11536","11933"
"08.02.2017 07:00 - 08.02.2017 07:15","11856","12417"
"08.02.2017 07:15 - 08.02.2017 07:30","12065","12492"
"08.02.2017 07:30 - 08.02.2017 07:45","11959","12656"
"08.02.2017 07:45 - 08.02.2017 08:00","12072","12749"
"08.02.2017 08:00 - 08.02.2017 08:15","12115","12873"
"08.02.2017 08:15 - 08.02.2017 08:30","12125","12915"
"08.02.2017 08:30 - 08.02.2017 08:45","12118","12939"
"08.02.2017 08:45 - 08.02.2017 09:00","12118","13147"
"08.02.2017 09:00 - 08.02.2017 09:15","12169","13243"
"08.02.2017 09:15 - 08.02.2017 09:30","12080","13201"
"08.02.2017 09:30 - 08.02.2017 09:45","12040","13228"
"08.02.2017 09:45 - 08.02.2017 10:00","12218","13277"
"08.02.2017 10:00 - 08.02.2017 10:15","12262","13305"
"08.02.2017 10:15 - 08.02.2017 10:30","12275","13406"
"08.02.2017 10:30 - 08.02.2017 10:45","12297","13245"
"08.02.2017 10:45 - 08.02.2017 11:00","12333","13360"
"08.02.2017 11:00 - 08.02.2017 11:15","12382","13542"
"08.02.2017 11:15 - 08.02.2017 11:30","12451","13592"
"08.02.2017 11:30 - 08.02.2017 11:45","12472","13545"
"08.02.2017 11:45 - 08.02.2017 12:00","12031","13516"
"08.02.2017 12:00 - 08.02.2017 12:15","12211","13557"
"08.02.2017 12:15 - 08.02.2017 12:30","12291","13481"
"08.02.2017 12:30 - 08.02.2017 12:45","12094","13377"
"08.02.2017 12:45 - 08.02.2017 13:00","12285","13171"
"08.02.2017 13:00 - 08.02.2017 13:15","12311","13201"
"08.02.2017 13:15 - 08.02.2017 13:30","12192","13050"
"08.02.2017 13:30 - 08.02.2017 13:45","12183","13067"
"08.02.2017 13:45 - 08.02.2017 14:00","11964","12950"
"08.02.2017 14:00 - 08.02.2017 14:15","11960","12913"
"08.02.2017 14:15 - 08.02.2017 14:30","11793","12887"
"08.02.2017 14:30 - 08.02.2017 14:45","11955","12919"
"08.02.2017 14:45 - 08.02.2017 15:00","12087","12790"
"08.02.2017 15:00 - 08.02.2017 15:15","11945","12586"
"08.02.2017 15:15 - 08.02.2017 15:30","11886","12463"
"08.02.2017 15:30 - 08.02.2017 15:45","11803","12379"
"08.02.2017 15:45 - 08.02.2017 16:00","11842","12317"
"08.02.2017 16:00 - 08.02.2017 16:15","12015","12295"
"08.02.2017 16:15 - 08.02.2017 16:30","11817","12338"
"08.02.2017 16:30 - 08.02.2017 16:45","11828","12402"
"08.02.2017 16:45 - 08.02.2017 17:00","12292","12442"
"08.02.2017 17:00 - 08.02.2017 17:15","12388","12551"
"08.02.2017 17:15 - 08.02.2017 17:30","12419","12807"
"08.02.2017 17:30 - 08.02.2017 17:45","12596","13078"
"08.02.2017 17:45 - 08.02.2017 18:00","12610","13154"
"08.02.2017 18:00 - 08.02.2017 18:15","12556","13059"
"08.02.2017 18:15 - 08.02.2017 18:30","12604","13026"
"08.02.2017 18:30 - 08.02.2017 18:45","12616","13073"
"08.02.2017 18:45 - 08.02.2017 19:00","12612","12945"
"08.02.2017 19:00 - 08.02.2017 19:15","12542","12931"
"08.02.2017 19:15 - 08.02.2017 19:30","12484","13003"
"08.02.2017 19:30 - 08.02.2017 19:45","12459","13005"
