"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"13.02.2016 02:45 - 13.02.2016 03:00","16463","18016"
"13.02.2016 03:00 - 13.02.2016 03:15","16334","17918"
"13.02.2016 03:15 - 13.02.2016 03:30","16432","17945"
"13.02.2016 03:30 - 13.02.2016 03:45","16542","18005"
"13.02.2016 03:45 - 13.02.2016 04:00","16534","18105"
"13.02.2016 04:00 - 13.02.2016 04:15","16456","18054"
"13.02.2016 04:15 - 13.02.2016 04:30","16364","18173"
"13.02.2016 04:30 - 13.02.2016 04:45","16509","18227"
"13.02.2016 04:45 - 13.02.2016 05:00","16457","18177"
"13.02.2016 05:00 - 13.02.2016 05:15","16146","18132"
"13.02.2016 05:15 - 13.02.2016 05:30","16142","18181"
"13.02.2016 05:30 - 13.02.2016 05:45","16005","18112"
"13.02.2016 05:45 - 13.02.2016 06:00","16021","18026"
"13.02.2016 06:00 - 13.02.2016 06:15","15691","17963"
"13.02.2016 06:15 - 13.02.2016 06:30","15571","18155"
"13.02.2016 06:30 - 13.02.2016 06:45","15392","18293"
"13.02.2016 06:45 - 13.02.2016 07:00","15506","18332"
"13.02.2016 07:00 - 13.02.2016 07:15","15636","18691"
"13.02.2016 07:15 - 13.02.2016 07:30","15693","18928"
"13.02.2016 07:30 - 13.02.2016 07:45","15851","19050"
"13.02.2016 07:45 - 13.02.2016 08:00","16147","19356"
"13.02.2016 08:00 - 13.02.2016 08:15","16431","19765"
"13.02.2016 08:15 - 13.02.2016 08:30","16809","20173"
"13.02.2016 08:30 - 13.02.2016 08:45","17170","20612"
"13.02.2016 08:45 - 13.02.2016 09:00","17526","20871"
"13.02.2016 09:00 - 13.02.2016 09:15","18001","21155"
"13.02.2016 09:15 - 13.02.2016 09:30","18333","21433"
"13.02.2016 09:30 - 13.02.2016 09:45","18604","21701"
"13.02.2016 09:45 - 13.02.2016 10:00","18812","21857"
"13.02.2016 10:00 - 13.02.2016 10:15","19059","22081"
"13.02.2016 10:15 - 13.02.2016 10:30","18949","22192"
"13.02.2016 10:30 - 13.02.2016 10:45","18900","22267"
"13.02.2016 10:45 - 13.02.2016 11:00","18892","22316"
"13.02.2016 11:00 - 13.02.2016 11:15","19017","22271"
"13.02.2016 11:15 - 13.02.2016 11:30","19005","22415"
"13.02.2016 11:30 - 13.02.2016 11:45","19103","22192"
"13.02.2016 11:45 - 13.02.2016 12:00","19128","22048"
"13.02.2016 12:00 - 13.02.2016 12:15","19129","21905"
"13.02.2016 12:15 - 13.02.2016 12:30","19172","22030"
"13.02.2016 12:30 - 13.02.2016 12:45","19090","22069"
"13.02.2016 12:45 - 13.02.2016 13:00","18952","22112"
"13.02.2016 13:00 - 13.02.2016 13:15","18888","21997"
"13.02.2016 13:15 - 13.02.2016 13:30","18665","21785"
"13.02.2016 13:30 - 13.02.2016 13:45","18546","21783"
"13.02.2016 13:45 - 13.02.2016 14:00","18308","21670"
"13.02.2016 14:00 - 13.02.2016 14:15","18126","21899"
"13.02.2016 14:15 - 13.02.2016 14:30","18050","21745"
"13.02.2016 14:30 - 13.02.2016 14:45","18005","21520"
"13.02.2016 14:45 - 13.02.2016 15:00","17897","21397"
"13.02.2016 15:00 - 13.02.2016 15:15","17895","21456"
"13.02.2016 15:15 - 13.02.2016 15:30","17870","21419"
"13.02.2016 15:30 - 13.02.2016 15:45","17902","21270"
"13.02.2016 15:45 - 13.02.2016 16:00","17932","21316"
"13.02.2016 16:00 - 13.02.2016 16:15","18095","21385"
"13.02.2016 16:15 - 13.02.2016 16:30","18307","21429"
"13.02.2016 16:30 - 13.02.2016 16:45","18373","21189"
"13.02.2016 16:45 - 13.02.2016 17:00","18335","21523"
"13.02.2016 17:00 - 13.02.2016 17:15","18797","21653"
"13.02.2016 17:15 - 13.02.2016 17:30","19219","21820"
"13.02.2016 17:30 - 13.02.2016 17:45","19504","22303"
"13.02.2016 17:45 - 13.02.2016 18:00","19726","22772"
"13.02.2016 18:00 - 13.02.2016 18:15","19994","23173"
"13.02.2016 18:15 - 13.02.2016 18:30","20115","23171"
"13.02.2016 18:30 - 13.02.2016 18:45","20259","23196"
"13.02.2016 18:45 - 13.02.2016 19:00","20136","23204"
"13.02.2016 19:00 - 13.02.2016 19:15","19984","23138"
"13.02.2016 19:15 - 13.02.2016 19:30","19663","22848"
"13.02.2016 19:30 - 13.02.2016 19:45","19354","22690"
"13.02.2016 19:45 - 13.02.2016 20:00","19159","22624"
"13.02.2016 20:00 - 13.02.2016 20:15","19046","22246"
"13.02.2016 20:15 - 13.02.2016 20:30","18472","21804"
"13.02.2016 20:30 - 13.02.2016 20:45","18321","21544"
"13.02.2016 20:45 - 13.02.2016 21:00","18114","21437"
"13.02.2016 21:00 - 13.02.2016 21:15","18163","21079"
"13.02.2016 21:15 - 13.02.2016 21:30","18056","20953"
"13.02.2016 21:30 - 13.02.2016 21:45","18062","20916"
"13.02.2016 21:45 - 13.02.2016 22:00","18064","20569"
"13.02.2016 22:00 - 13.02.2016 22:15","18294","20438"
"13.02.2016 22:15 - 13.02.2016 22:30","18274","20186"
"13.02.2016 22:30 - 13.02.2016 22:45","18104","19989"
"13.02.2016 22:45 - 13.02.2016 23:00","18000","19650"
"13.02.2016 23:00 - 13.02.2016 23:15","17736","19050"
"13.02.2016 23:15 - 13.02.2016 23:30","17410","18655"
"13.02.2016 23:30 - 13.02.2016 23:45","17070","18435"
"13.02.2016 23:45 - 14.02.2016 00:00","16783","18245"
"14.02.2016 00:00 - 14.02.2016 00:15","16594","18023"
"14.02.2016 00:15 - 14.02.2016 00:30","16383","17782"
"14.02.2016 00:30 - 14.02.2016 00:45","16196","17601"
"14.02.2016 00:45 - 14.02.2016 01:00","16085","17463"
"14.02.2016 01:00 - 14.02.2016 01:15","15917","17468"
"14.02.2016 01:15 - 14.02.2016 01:30","15674","17248"
"14.02.2016 01:30 - 14.02.2016 01:45","15642","17177"
"14.02.2016 01:45 - 14.02.2016 02:00","15659","17143"
"14.02.2016 02:00 - 14.02.2016 02:15","15374","17054"
"14.02.2016 02:15 - 14.02.2016 02:30","15325","16953"
"14.02.2016 02:30 - 14.02.2016 02:45","15290","16986"
"14.02.2016 02:45 - 14.02.2016 03:00","15176","16757"
"14.02.2016 03:00 - 14.02.2016 03:15","15037","16756"
"14.02.2016 03:15 - 14.02.2016 03:30","15136","16651"
"14.02.2016 03:30 - 14.02.2016 03:45","15253","16656"
"14.02.2016 03:45 - 14.02.2016 04:00","15236","16665"
"14.02.2016 04:00 - 14.02.2016 04:15","15147","16621"
"14.02.2016 04:15 - 14.02.2016 04:30","15056","16517"
"14.02.2016 04:30 - 14.02.2016 04:45","15196","16421"
"14.02.2016 04:45 - 14.02.2016 05:00","15101","16348"
"14.02.2016 05:00 - 14.02.2016 05:15","14732","16504"
"14.02.2016 05:15 - 14.02.2016 05:30","14704","16379"
"14.02.2016 05:30 - 14.02.2016 05:45","14534","16387"
"14.02.2016 05:45 - 14.02.2016 06:00","14482","16217"
"14.02.2016 06:00 - 14.02.2016 06:15","13942","16150"
"14.02.2016 06:15 - 14.02.2016 06:30","13678","16342"
"14.02.2016 06:30 - 14.02.2016 06:45","13364","16561"
"14.02.2016 06:45 - 14.02.2016 07:00","13363","16698"
"14.02.2016 07:00 - 14.02.2016 07:15","13300","16497"
"14.02.2016 07:15 - 14.02.2016 07:30","13274","16618"
"14.02.2016 07:30 - 14.02.2016 07:45","13349","16805"
"14.02.2016 07:45 - 14.02.2016 08:00","13547","17074"
"14.02.2016 08:00 - 14.02.2016 08:15","13699","17384"
"14.02.2016 08:15 - 14.02.2016 08:30","14103","17593"
"14.02.2016 08:30 - 14.02.2016 08:45","14478","17935"
"14.02.2016 08:45 - 14.02.2016 09:00","14873","18505"
"14.02.2016 09:00 - 14.02.2016 09:15","15386","18850"
"14.02.2016 09:15 - 14.02.2016 09:30","15746","18959"
"14.02.2016 09:30 - 14.02.2016 09:45","16033","19428"
"14.02.2016 09:45 - 14.02.2016 10:00","16307","19795"
"14.02.2016 10:00 - 14.02.2016 10:15","16653","20227"
"14.02.2016 10:15 - 14.02.2016 10:30","16674","20318"
"14.02.2016 10:30 - 14.02.2016 10:45","16730","20701"
"14.02.2016 10:45 - 14.02.2016 11:00","16840","20896"
"14.02.2016 11:00 - 14.02.2016 11:15","17172","20814"
"14.02.2016 11:15 - 14.02.2016 11:30","17344","21117"
"14.02.2016 11:30 - 14.02.2016 11:45","17588","21400"
"14.02.2016 11:45 - 14.02.2016 12:00","17718","21498"
"14.02.2016 12:00 - 14.02.2016 12:15","17825","21266"
"14.02.2016 12:15 - 14.02.2016 12:30","17915","21328"
"14.02.2016 12:30 - 14.02.2016 12:45","17823","21275"
"14.02.2016 12:45 - 14.02.2016 13:00","17662","21285"
"14.02.2016 13:00 - 14.02.2016 13:15","17599","20881"
"14.02.2016 13:15 - 14.02.2016 13:30","17356","20879"
"14.02.2016 13:30 - 14.02.2016 13:45","17224","20984"
"14.02.2016 13:45 - 14.02.2016 14:00","16982","20968"
"14.02.2016 14:00 - 14.02.2016 14:15","16845","20687"
"14.02.2016 14:15 - 14.02.2016 14:30","16770","20464"
"14.02.2016 14:30 - 14.02.2016 14:45","16707","20373"
"14.02.2016 14:45 - 14.02.2016 15:00","16580","20176"
"14.02.2016 15:00 - 14.02.2016 15:15","16593","20386"
"14.02.2016 15:15 - 14.02.2016 15:30","16560","20332"
"14.02.2016 15:30 - 14.02.2016 15:45","16602","20167"
"14.02.2016 15:45 - 14.02.2016 16:00","16641","20194"
"14.02.2016 16:00 - 14.02.2016 16:15","16823","20199"
"14.02.2016 16:15 - 14.02.2016 16:30","17038","19953"
"14.02.2016 16:30 - 14.02.2016 16:45","17140","19991"
"14.02.2016 16:45 - 14.02.2016 17:00","17130","19921"
"14.02.2016 17:00 - 14.02.2016 17:15","17616","20413"
"14.02.2016 17:15 - 14.02.2016 17:30","18068","20398"
"14.02.2016 17:30 - 14.02.2016 17:45","18410","20703"
"14.02.2016 17:45 - 14.02.2016 18:00","18688","21080"
"14.02.2016 18:00 - 14.02.2016 18:15","19080","21557"
"14.02.2016 18:15 - 14.02.2016 18:30","19307","21792"
"14.02.2016 18:30 - 14.02.2016 18:45","19512","21781"
"14.02.2016 18:45 - 14.02.2016 19:00","19464","21667"
"14.02.2016 19:00 - 14.02.2016 19:15","19384","21682"
"14.02.2016 19:15 - 14.02.2016 19:30","19114","21416"
"14.02.2016 19:30 - 14.02.2016 19:45","18935","21292"
"14.02.2016 19:45 - 14.02.2016 20:00","18832","21139"
"14.02.2016 20:00 - 14.02.2016 20:15","18901","21157"
"14.02.2016 20:15 - 14.02.2016 20:30","18418","20857"
"14.02.2016 20:30 - 14.02.2016 20:45","18283","20516"
"14.02.2016 20:45 - 14.02.2016 21:00","18091","20534"
"14.02.2016 21:00 - 14.02.2016 21:15","18223","20411"
"14.02.2016 21:15 - 14.02.2016 21:30","18152","20332"
"14.02.2016 21:30 - 14.02.2016 21:45","18187","20358"
"14.02.2016 21:45 - 14.02.2016 22:00","18337","20480"
"14.02.2016 22:00 - 14.02.2016 22:15","18667","20587"
"14.02.2016 22:15 - 14.02.2016 22:30","18648","20291"
"14.02.2016 22:30 - 14.02.2016 22:45","18451","19966"
"14.02.2016 22:45 - 14.02.2016 23:00","18263","19815"
"14.02.2016 23:00 - 14.02.2016 23:15","17963","19402"
"14.02.2016 23:15 - 14.02.2016 23:30","17597","18892"
"14.02.2016 23:30 - 14.02.2016 23:45","17241","18627"
"14.02.2016 23:45 - 15.02.2016 00:00","16936","18505"
"15.02.2016 00:00 - 15.02.2016 00:15","16680","18012"
"15.02.2016 00:15 - 15.02.2016 00:30","16488","17783"
"15.02.2016 00:30 - 15.02.2016 00:45","16321","17816"
"15.02.2016 00:45 - 15.02.2016 01:00","16258","17709"
"15.02.2016 01:00 - 15.02.2016 01:15","16156","17461"
"15.02.2016 01:15 - 15.02.2016 01:30","15962","17333"
"15.02.2016 01:30 - 15.02.2016 01:45","15973","17283"
"15.02.2016 01:45 - 15.02.2016 02:00","16019","17334"
"15.02.2016 02:00 - 15.02.2016 02:15","15766","17276"
"15.02.2016 02:15 - 15.02.2016 02:30","15763","17270"
"15.02.2016 02:30 - 15.02.2016 02:45","15794","17367"
"15.02.2016 02:45 - 15.02.2016 03:00","15736","17399"
"15.02.2016 03:00 - 15.02.2016 03:15","15696","17566"
"15.02.2016 03:15 - 15.02.2016 03:30","15849","17547"
"15.02.2016 03:30 - 15.02.2016 03:45","16024","17666"
"15.02.2016 03:45 - 15.02.2016 04:00","16100","17815"
"15.02.2016 04:00 - 15.02.2016 04:15","16200","17955"
"15.02.2016 04:15 - 15.02.2016 04:30","16240","18156"
"15.02.2016 04:30 - 15.02.2016 04:45","16540","18256"
"15.02.2016 04:45 - 15.02.2016 05:00","16661","18585"
"15.02.2016 05:00 - 15.02.2016 05:15","16794","19101"
"15.02.2016 05:15 - 15.02.2016 05:30","17079","19460"
"15.02.2016 05:30 - 15.02.2016 05:45","17394","19759"
"15.02.2016 05:45 - 15.02.2016 06:00","17928","20188"
"15.02.2016 06:00 - 15.02.2016 06:15","18711","21637"
"15.02.2016 06:15 - 15.02.2016 06:30","19291","22512"
"15.02.2016 06:30 - 15.02.2016 06:45","19636","23293"
"15.02.2016 06:45 - 15.02.2016 07:00","20122","23989"
"15.02.2016 07:00 - 15.02.2016 07:15","20676","24796"
"15.02.2016 07:15 - 15.02.2016 07:30","20793","25087"
"15.02.2016 07:30 - 15.02.2016 07:45","20890","25289"
"15.02.2016 07:45 - 15.02.2016 08:00","21094","25517"
"15.02.2016 08:00 - 15.02.2016 08:15","21345","25905"
"15.02.2016 08:15 - 15.02.2016 08:30","21605","26076"
"15.02.2016 08:30 - 15.02.2016 08:45","21788","26583"
"15.02.2016 08:45 - 15.02.2016 09:00","21926","26594"
"15.02.2016 09:00 - 15.02.2016 09:15","22053","26160"
"15.02.2016 09:15 - 15.02.2016 09:30","22323","26349"
"15.02.2016 09:30 - 15.02.2016 09:45","22490","26325"
"15.02.2016 09:45 - 15.02.2016 10:00","22620","26336"
"15.02.2016 10:00 - 15.02.2016 10:15","22791","26334"
"15.02.2016 10:15 - 15.02.2016 10:30","22707","26503"
"15.02.2016 10:30 - 15.02.2016 10:45","22720","26826"
"15.02.2016 10:45 - 15.02.2016 11:00","22759","26943"
"15.02.2016 11:00 - 15.02.2016 11:15","22954","26661"
"15.02.2016 11:15 - 15.02.2016 11:30","23014","26729"
"15.02.2016 11:30 - 15.02.2016 11:45","23154","26729"
"15.02.2016 11:45 - 15.02.2016 12:00","23271","26830"
"15.02.2016 12:00 - 15.02.2016 12:15","23183","26899"
"15.02.2016 12:15 - 15.02.2016 12:30","23258","26798"
"15.02.2016 12:30 - 15.02.2016 12:45","23253","26770"
"15.02.2016 12:45 - 15.02.2016 13:00","23241","26769"
"15.02.2016 13:00 - 15.02.2016 13:15","23345","26752"
"15.02.2016 13:15 - 15.02.2016 13:30","23195","26691"
"15.02.2016 13:30 - 15.02.2016 13:45","23075","26532"
"15.02.2016 13:45 - 15.02.2016 14:00","22810","26298"
"15.02.2016 14:00 - 15.02.2016 14:15","22683","26325"
"15.02.2016 14:15 - 15.02.2016 14:30","22689","26445"
"15.02.2016 14:30 - 15.02.2016 14:45","22659","26390"
"15.02.2016 14:45 - 15.02.2016 15:00","22535","26218"
"15.02.2016 15:00 - 15.02.2016 15:15","22520","26241"
"15.02.2016 15:15 - 15.02.2016 15:30","22433","26060"
"15.02.2016 15:30 - 15.02.2016 15:45","22384","25935"
"15.02.2016 15:45 - 15.02.2016 16:00","22317","25655"
"15.02.2016 16:00 - 15.02.2016 16:15","22395","25452"
"15.02.2016 16:15 - 15.02.2016 16:30","22501","25264"
"15.02.2016 16:30 - 15.02.2016 16:45","22471","25345"
"15.02.2016 16:45 - 15.02.2016 17:00","22355","25445"
"15.02.2016 17:00 - 15.02.2016 17:15","22687","25336"
"15.02.2016 17:15 - 15.02.2016 17:30","23047","25509"
"15.02.2016 17:30 - 15.02.2016 17:45","23273","25374"
"15.02.2016 17:45 - 15.02.2016 18:00","23474","25812"
"15.02.2016 18:00 - 15.02.2016 18:15","23616","26433"
"15.02.2016 18:15 - 15.02.2016 18:30","23780","26558"
"15.02.2016 18:30 - 15.02.2016 18:45","23961","26704"
"15.02.2016 18:45 - 15.02.2016 19:00","23877","26718"
"15.02.2016 19:00 - 15.02.2016 19:15","23660","26728"
"15.02.2016 19:15 - 15.02.2016 19:30","23259","26552"
"15.02.2016 19:30 - 15.02.2016 19:45","22966","26221"
"15.02.2016 19:45 - 15.02.2016 20:00","22802","26154"
"15.02.2016 20:00 - 15.02.2016 20:15","22585","25519"
"15.02.2016 20:15 - 15.02.2016 20:30","22002","25101"
"15.02.2016 20:30 - 15.02.2016 20:45","21804","24890"
"15.02.2016 20:45 - 15.02.2016 21:00","21539","24620"
"15.02.2016 21:00 - 15.02.2016 21:15","21489","24238"
"15.02.2016 21:15 - 15.02.2016 21:30","21308","23963"
"15.02.2016 21:30 - 15.02.2016 21:45","21180","23838"
"15.02.2016 21:45 - 15.02.2016 22:00","20987","23476"
"15.02.2016 22:00 - 15.02.2016 22:15","20925","23175"
"15.02.2016 22:15 - 15.02.2016 22:30","20770","22802"
"15.02.2016 22:30 - 15.02.2016 22:45","20430","22407"
"15.02.2016 22:45 - 15.02.2016 23:00","20129","22178"
"15.02.2016 23:00 - 15.02.2016 23:15","19647","21524"
"15.02.2016 23:15 - 15.02.2016 23:30","19199","21057"
"15.02.2016 23:30 - 15.02.2016 23:45","18797","20813"
"15.02.2016 23:45 - 16.02.2016 00:00","18492","20679"
"16.02.2016 00:00 - 16.02.2016 00:15","18132","20362"
"16.02.2016 00:15 - 16.02.2016 00:30","17924","20130"
"16.02.2016 00:30 - 16.02.2016 00:45","17741","19813"
"16.02.2016 00:45 - 16.02.2016 01:00","17698","19719"
"16.02.2016 01:00 - 16.02.2016 01:15","17539","19596"
"16.02.2016 01:15 - 16.02.2016 01:30","17337","19586"
"16.02.2016 01:30 - 16.02.2016 01:45","17326","19366"
"16.02.2016 01:45 - 16.02.2016 02:00","17360","19309"
"16.02.2016 02:00 - 16.02.2016 02:15","17051","19204"
"16.02.2016 02:15 - 16.02.2016 02:30","17035","19069"
"16.02.2016 02:30 - 16.02.2016 02:45","17072","19158"
"16.02.2016 02:45 - 16.02.2016 03:00","17026","19017"
"16.02.2016 03:00 - 16.02.2016 03:15","16926","19131"
"16.02.2016 03:15 - 16.02.2016 03:30","17047","19093"
"16.02.2016 03:30 - 16.02.2016 03:45","17209","19135"
"16.02.2016 03:45 - 16.02.2016 04:00","17233","19047"
"16.02.2016 04:00 - 16.02.2016 04:15","17257","19176"
"16.02.2016 04:15 - 16.02.2016 04:30","17277","19332"
"16.02.2016 04:30 - 16.02.2016 04:45","17541","19446"
"16.02.2016 04:45 - 16.02.2016 05:00","17626","19616"
"16.02.2016 05:00 - 16.02.2016 05:15","17671","19808"
"16.02.2016 05:15 - 16.02.2016 05:30","17869","20066"
"16.02.2016 05:30 - 16.02.2016 05:45","18052","20389"
"16.02.2016 05:45 - 16.02.2016 06:00","18451","20998"
"16.02.2016 06:00 - 16.02.2016 06:15","19102","22263"
"16.02.2016 06:15 - 16.02.2016 06:30","19617","23285"
"16.02.2016 06:30 - 16.02.2016 06:45","19876","23819"
"16.02.2016 06:45 - 16.02.2016 07:00","20282","24602"
"16.02.2016 07:00 - 16.02.2016 07:15","20718","25300"
"16.02.2016 07:15 - 16.02.2016 07:30","20791","25350"
"16.02.2016 07:30 - 16.02.2016 07:45","20813","25298"
"16.02.2016 07:45 - 16.02.2016 08:00","20982","25287"
"16.02.2016 08:00 - 16.02.2016 08:15","21154","25518"
"16.02.2016 08:15 - 16.02.2016 08:30","21346","25670"
"16.02.2016 08:30 - 16.02.2016 08:45","21461","25697"
"16.02.2016 08:45 - 16.02.2016 09:00","21562","25845"
"16.02.2016 09:00 - 16.02.2016 09:15","21642","26172"
"16.02.2016 09:15 - 16.02.2016 09:30","21852","26153"
"16.02.2016 09:30 - 16.02.2016 09:45","22002","26136"
"16.02.2016 09:45 - 16.02.2016 10:00","22153","26268"
"16.02.2016 10:00 - 16.02.2016 10:15","22249","26410"
"16.02.2016 10:15 - 16.02.2016 10:30","22128","26576"
"16.02.2016 10:30 - 16.02.2016 10:45","22137","26572"
"16.02.2016 10:45 - 16.02.2016 11:00","22185","26572"
"16.02.2016 11:00 - 16.02.2016 11:15","22263","26498"
"16.02.2016 11:15 - 16.02.2016 11:30","22278","26480"
"16.02.2016 11:30 - 16.02.2016 11:45","22429","26407"
"16.02.2016 11:45 - 16.02.2016 12:00","22506","26392"
"16.02.2016 12:00 - 16.02.2016 12:15","22461","25940"
"16.02.2016 12:15 - 16.02.2016 12:30","22533","25952"
"16.02.2016 12:30 - 16.02.2016 12:45","22524","25857"
"16.02.2016 12:45 - 16.02.2016 13:00","22521","25906"
"16.02.2016 13:00 - 16.02.2016 13:15","22593","25894"
"16.02.2016 13:15 - 16.02.2016 13:30","22438","25852"
"16.02.2016 13:30 - 16.02.2016 13:45","22305","25685"
"16.02.2016 13:45 - 16.02.2016 14:00","22052","25506"
"16.02.2016 14:00 - 16.02.2016 14:15","21888","25403"
"16.02.2016 14:15 - 16.02.2016 14:30","21845","25349"
"16.02.2016 14:30 - 16.02.2016 14:45","21852","25313"
"16.02.2016 14:45 - 16.02.2016 15:00","21783","25184"
"16.02.2016 15:00 - 16.02.2016 15:15","21768","25183"
"16.02.2016 15:15 - 16.02.2016 15:30","21663","25149"
"16.02.2016 15:30 - 16.02.2016 15:45","21639","24984"
"16.02.2016 15:45 - 16.02.2016 16:00","21591","24864"
"16.02.2016 16:00 - 16.02.2016 16:15","21681","24720"
"16.02.2016 16:15 - 16.02.2016 16:30","21785","24559"
"16.02.2016 16:30 - 16.02.2016 16:45","21789","24528"
"16.02.2016 16:45 - 16.02.2016 17:00","21702","24501"
"16.02.2016 17:00 - 16.02.2016 17:15","22081","24390"
"16.02.2016 17:15 - 16.02.2016 17:30","22477","24589"
"16.02.2016 17:30 - 16.02.2016 17:45","22713","25069"
"16.02.2016 17:45 - 16.02.2016 18:00","22950","25457"
"16.02.2016 18:00 - 16.02.2016 18:15","23122","25739"
"16.02.2016 18:15 - 16.02.2016 18:30","23313","26059"
"16.02.2016 18:30 - 16.02.2016 18:45","23515","26218"
"16.02.2016 18:45 - 16.02.2016 19:00","23464","26405"
"16.02.2016 19:00 - 16.02.2016 19:15","23307","26401"
"16.02.2016 19:15 - 16.02.2016 19:30","22953","26207"
"16.02.2016 19:30 - 16.02.2016 19:45","22693","26118"
"16.02.2016 19:45 - 16.02.2016 20:00","22536","26013"
"16.02.2016 20:00 - 16.02.2016 20:15","22373","25538"
"16.02.2016 20:15 - 16.02.2016 20:30","21837","25115"
"16.02.2016 20:30 - 16.02.2016 20:45","21678","24861"
"16.02.2016 20:45 - 16.02.2016 21:00","21434","24783"
"16.02.2016 21:00 - 16.02.2016 21:15","21367","24685"
"16.02.2016 21:15 - 16.02.2016 21:30","21209","24427"
"16.02.2016 21:30 - 16.02.2016 21:45","21057","23955"
"16.02.2016 21:45 - 16.02.2016 22:00","20836","23472"
"16.02.2016 22:00 - 16.02.2016 22:15","20833","23277"
"16.02.2016 22:15 - 16.02.2016 22:30","20684","22916"
"16.02.2016 22:30 - 16.02.2016 22:45","20386","22618"
"16.02.2016 22:45 - 16.02.2016 23:00","20109","22360"
"16.02.2016 23:00 - 16.02.2016 23:15","19654","21901"
"16.02.2016 23:15 - 16.02.2016 23:30","19241","21569"
"16.02.2016 23:30 - 16.02.2016 23:45","18870","21141"
"16.02.2016 23:45 - 17.02.2016 00:00","18549","20803"
"17.02.2016 00:00 - 17.02.2016 00:15","19790","20513"
"17.02.2016 00:15 - 17.02.2016 00:30","19572","20284"
"17.02.2016 00:30 - 17.02.2016 00:45","19401","20082"
"17.02.2016 00:45 - 17.02.2016 01:00","19287","19952"
"17.02.2016 01:00 - 17.02.2016 01:15","19064","19663"
"17.02.2016 01:15 - 17.02.2016 01:30","18964","19678"
"17.02.2016 01:30 - 17.02.2016 01:45","18919","19555"
"17.02.2016 01:45 - 17.02.2016 02:00","18887","19433"
"17.02.2016 02:00 - 17.02.2016 02:15","18694","19398"
"17.02.2016 02:15 - 17.02.2016 02:30","18713","19335"
"17.02.2016 02:30 - 17.02.2016 02:45","18765","19443"
"17.02.2016 02:45 - 17.02.2016 03:00","18783","19365"
"17.02.2016 03:00 - 17.02.2016 03:15","18764","19412"
"17.02.2016 03:15 - 17.02.2016 03:30","18767","19373"
"17.02.2016 03:30 - 17.02.2016 03:45","18775","19472"
"17.02.2016 03:45 - 17.02.2016 04:00","18803","19473"
"17.02.2016 04:00 - 17.02.2016 04:15","18907","19690"
"17.02.2016 04:15 - 17.02.2016 04:30","18959","19806"
"17.02.2016 04:30 - 17.02.2016 04:45","19067","19782"
"17.02.2016 04:45 - 17.02.2016 05:00","19212","19793"
"17.02.2016 05:00 - 17.02.2016 05:15","19581","20285"
"17.02.2016 05:15 - 17.02.2016 05:30","19768","20532"
"17.02.2016 05:30 - 17.02.2016 05:45","19990","20859"
"17.02.2016 05:45 - 17.02.2016 06:00","20378","21321"
"17.02.2016 06:00 - 17.02.2016 06:15","21382","22651"
"17.02.2016 06:15 - 17.02.2016 06:30","22209","23393"
"17.02.2016 06:30 - 17.02.2016 06:45","22857","24047"
"17.02.2016 06:45 - 17.02.2016 07:00","23428","24556"
"17.02.2016 07:00 - 17.02.2016 07:15","23971","25446"
"17.02.2016 07:15 - 17.02.2016 07:30","24185","25670"
"17.02.2016 07:30 - 17.02.2016 07:45","24345","25754"
"17.02.2016 07:45 - 17.02.2016 08:00","24524","25962"
"17.02.2016 08:00 - 17.02.2016 08:15","24701","26148"
"17.02.2016 08:15 - 17.02.2016 08:30","24822","26271"
"17.02.2016 08:30 - 17.02.2016 08:45","24913","26146"
"17.02.2016 08:45 - 17.02.2016 09:00","24878","25993"
"17.02.2016 09:00 - 17.02.2016 09:15","24734","25988"
"17.02.2016 09:15 - 17.02.2016 09:30","24850","26019"
"17.02.2016 09:30 - 17.02.2016 09:45","24981","25926"
"17.02.2016 09:45 - 17.02.2016 10:00","25097","26150"
"17.02.2016 10:00 - 17.02.2016 10:15","25120","26175"
"17.02.2016 10:15 - 17.02.2016 10:30","25145","26256"
"17.02.2016 10:30 - 17.02.2016 10:45","25224","26378"
"17.02.2016 10:45 - 17.02.2016 11:00","25386","26500"
"17.02.2016 11:00 - 17.02.2016 11:15","25385","26657"
"17.02.2016 11:15 - 17.02.2016 11:30","25448","26652"
"17.02.2016 11:30 - 17.02.2016 11:45","25543","26645"
"17.02.2016 11:45 - 17.02.2016 12:00","25572","26675"
"17.02.2016 12:00 - 17.02.2016 12:15","25360","26481"
"17.02.2016 12:15 - 17.02.2016 12:30","25412","26326"
"17.02.2016 12:30 - 17.02.2016 12:45","25470","26189"
"17.02.2016 12:45 - 17.02.2016 13:00","25471","26282"
"17.02.2016 13:00 - 17.02.2016 13:15","25486","26474"
"17.02.2016 13:15 - 17.02.2016 13:30","25339","26383"
"17.02.2016 13:30 - 17.02.2016 13:45","25155","26199"
"17.02.2016 13:45 - 17.02.2016 14:00","24868","25919"
"17.02.2016 14:00 - 17.02.2016 14:15","24837","25860"
"17.02.2016 14:15 - 17.02.2016 14:30","24834","25815"
"17.02.2016 14:30 - 17.02.2016 14:45","24796","25662"
"17.02.2016 14:45 - 17.02.2016 15:00","24715","25441"
"17.02.2016 15:00 - 17.02.2016 15:15","24717","25381"
"17.02.2016 15:15 - 17.02.2016 15:30","24604","25193"
