"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"14.02.2015 11:15 - 14.02.2015 11:30","23200","22794"
"14.02.2015 11:30 - 14.02.2015 11:45","23223","22860"
"14.02.2015 11:45 - 14.02.2015 12:00","23172","22696"
"14.02.2015 12:00 - 14.02.2015 12:15","23119","22537"
"14.02.2015 12:15 - 14.02.2015 12:30","23058","22495"
"14.02.2015 12:30 - 14.02.2015 12:45","23020","22399"
"14.02.2015 12:45 - 14.02.2015 13:00","22883","22012"
"14.02.2015 13:00 - 14.02.2015 13:15","22799","21929"
"14.02.2015 13:15 - 14.02.2015 13:30","22594","21752"
"14.02.2015 13:30 - 14.02.2015 13:45","22438","21593"
"14.02.2015 13:45 - 14.02.2015 14:00","22175","21278"
"14.02.2015 14:00 - 14.02.2015 14:15","22076","21053"
"14.02.2015 14:15 - 14.02.2015 14:30","21984","20982"
"14.02.2015 14:30 - 14.02.2015 14:45","21895","21063"
"14.02.2015 14:45 - 14.02.2015 15:00","21762","21042"
"14.02.2015 15:00 - 14.02.2015 15:15","21723","20799"
"14.02.2015 15:15 - 14.02.2015 15:30","21641","20544"
"14.02.2015 15:30 - 14.02.2015 15:45","21639","20523"
"14.02.2015 15:45 - 14.02.2015 16:00","21535","20381"
"14.02.2015 16:00 - 14.02.2015 16:15","21490","20307"
"14.02.2015 16:15 - 14.02.2015 16:30","21503","20427"
"14.02.2015 16:30 - 14.02.2015 16:45","21506","20591"
"14.02.2015 16:45 - 14.02.2015 17:00","21502","20427"
"14.02.2015 17:00 - 14.02.2015 17:15","21780","20673"
"14.02.2015 17:15 - 14.02.2015 17:30","22085","21090"
"14.02.2015 17:30 - 14.02.2015 17:45","22353","21480"
"14.02.2015 17:45 - 14.02.2015 18:00","22586","21921"
"14.02.2015 18:00 - 14.02.2015 18:15","22873","22659"
"14.02.2015 18:15 - 14.02.2015 18:30","23033","22812"
"14.02.2015 18:30 - 14.02.2015 18:45","23251","22945"
"14.02.2015 18:45 - 14.02.2015 19:00","23292","22865"
"14.02.2015 19:00 - 14.02.2015 19:15","23241","22422"
"14.02.2015 19:15 - 14.02.2015 19:30","23076","22147"
"14.02.2015 19:30 - 14.02.2015 19:45","22856","21922"
"14.02.2015 19:45 - 14.02.2015 20:00","22553","21579"
"14.02.2015 20:00 - 14.02.2015 20:15","22077","21460"
"14.02.2015 20:15 - 14.02.2015 20:30","21716","21038"
"14.02.2015 20:30 - 14.02.2015 20:45","21374","20645"
"14.02.2015 20:45 - 14.02.2015 21:00","21083","20393"
"14.02.2015 21:00 - 14.02.2015 21:15","20938","20403"
"14.02.2015 21:15 - 14.02.2015 21:30","20800","20139"
"14.02.2015 21:30 - 14.02.2015 21:45","20694","20165"
"14.02.2015 21:45 - 14.02.2015 22:00","20562","20012"
"14.02.2015 22:00 - 14.02.2015 22:15","20566","20170"
"14.02.2015 22:15 - 14.02.2015 22:30","20345","20155"
"14.02.2015 22:30 - 14.02.2015 22:45","20063","20021"
"14.02.2015 22:45 - 14.02.2015 23:00","19819","19910"
"14.02.2015 23:00 - 14.02.2015 23:15","19535","19479"
"14.02.2015 23:15 - 14.02.2015 23:30","19249","19243"
"14.02.2015 23:30 - 14.02.2015 23:45","18911","18895"
"14.02.2015 23:45 - 15.02.2015 00:00","18612","18419"
"15.02.2015 00:00 - 15.02.2015 00:15","17764","18106"
"15.02.2015 00:15 - 15.02.2015 00:30","17515","17757"
"15.02.2015 00:30 - 15.02.2015 00:45","17334","17567"
"15.02.2015 00:45 - 15.02.2015 01:00","17125","17260"
"15.02.2015 01:00 - 15.02.2015 01:15","16959","17036"
"15.02.2015 01:15 - 15.02.2015 01:30","16791","16940"
"15.02.2015 01:30 - 15.02.2015 01:45","16672","16952"
"15.02.2015 01:45 - 15.02.2015 02:00","16617","16849"
"15.02.2015 02:00 - 15.02.2015 02:15","16503","16745"
"15.02.2015 02:15 - 15.02.2015 02:30","16397","16705"
"15.02.2015 02:30 - 15.02.2015 02:45","16373","16740"
"15.02.2015 02:45 - 15.02.2015 03:00","16345","16771"
"15.02.2015 03:00 - 15.02.2015 03:15","16336","16633"
"15.02.2015 03:15 - 15.02.2015 03:30","16344","16677"
"15.02.2015 03:30 - 15.02.2015 03:45","16369","16486"
"15.02.2015 03:45 - 15.02.2015 04:00","16403","16516"
"15.02.2015 04:00 - 15.02.2015 04:15","16424","16451"
"15.02.2015 04:15 - 15.02.2015 04:30","16412","16422"
"15.02.2015 04:30 - 15.02.2015 04:45","16413","16355"
"15.02.2015 04:45 - 15.02.2015 05:00","16427","16283"
"15.02.2015 05:00 - 15.02.2015 05:15","16422","16338"
"15.02.2015 05:15 - 15.02.2015 05:30","16383","16202"
"15.02.2015 05:30 - 15.02.2015 05:45","16359","16182"
"15.02.2015 05:45 - 15.02.2015 06:00","16339","16142"
"15.02.2015 06:00 - 15.02.2015 06:15","16312","15994"
"15.02.2015 06:15 - 15.02.2015 06:30","16422","15998"
"15.02.2015 06:30 - 15.02.2015 06:45","16558","16063"
"15.02.2015 06:45 - 15.02.2015 07:00","16636","16143"
"15.02.2015 07:00 - 15.02.2015 07:15","16772","16227"
"15.02.2015 07:15 - 15.02.2015 07:30","16921","16495"
"15.02.2015 07:30 - 15.02.2015 07:45","17129","16582"
"15.02.2015 07:45 - 15.02.2015 08:00","17320","16666"
"15.02.2015 08:00 - 15.02.2015 08:15","17622","17003"
"15.02.2015 08:15 - 15.02.2015 08:30","17967","17458"
"15.02.2015 08:30 - 15.02.2015 08:45","18226","18039"
"15.02.2015 08:45 - 15.02.2015 09:00","18448","18474"
"15.02.2015 09:00 - 15.02.2015 09:15","18715","18640"
"15.02.2015 09:15 - 15.02.2015 09:30","18950","19074"
"15.02.2015 09:30 - 15.02.2015 09:45","19189","19133"
"15.02.2015 09:45 - 15.02.2015 10:00","19387","19358"
"15.02.2015 10:00 - 15.02.2015 10:15","19599","19708"
"15.02.2015 10:15 - 15.02.2015 10:30","19821","19961"
"15.02.2015 10:30 - 15.02.2015 10:45","20061","20232"
"15.02.2015 10:45 - 15.02.2015 11:00","20191","20354"
"15.02.2015 11:00 - 15.02.2015 11:15","20454","20467"
"15.02.2015 11:15 - 15.02.2015 11:30","20668","20560"
"15.02.2015 11:30 - 15.02.2015 11:45","20865","20651"
"15.02.2015 11:45 - 15.02.2015 12:00","20894","20671"
"15.02.2015 12:00 - 15.02.2015 12:15","20893","20553"
"15.02.2015 12:15 - 15.02.2015 12:30","20872","20367"
"15.02.2015 12:30 - 15.02.2015 12:45","20844","20394"
"15.02.2015 12:45 - 15.02.2015 13:00","20673","20039"
"15.02.2015 13:00 - 15.02.2015 13:15","20583","19741"
"15.02.2015 13:15 - 15.02.2015 13:30","20357","19498"
"15.02.2015 13:30 - 15.02.2015 13:45","20190","19392"
"15.02.2015 13:45 - 15.02.2015 14:00","19923","19134"
"15.02.2015 14:00 - 15.02.2015 14:15","19864","19225"
"15.02.2015 14:15 - 15.02.2015 14:30","19747","19023"
"15.02.2015 14:30 - 15.02.2015 14:45","19654","19000"
"15.02.2015 14:45 - 15.02.2015 15:00","19492","18871"
"15.02.2015 15:00 - 15.02.2015 15:15","19465","18732"
"15.02.2015 15:15 - 15.02.2015 15:30","19389","18560"
"15.02.2015 15:30 - 15.02.2015 15:45","19400","18673"
"15.02.2015 15:45 - 15.02.2015 16:00","19316","18634"
"15.02.2015 16:00 - 15.02.2015 16:15","19314","18475"
"15.02.2015 16:15 - 15.02.2015 16:30","19338","18520"
"15.02.2015 16:30 - 15.02.2015 16:45","19358","18507"
"15.02.2015 16:45 - 15.02.2015 17:00","19402","18502"
"15.02.2015 17:00 - 15.02.2015 17:15","19751","18739"
"15.02.2015 17:15 - 15.02.2015 17:30","20093","18944"
"15.02.2015 17:30 - 15.02.2015 17:45","20449","19155"
"15.02.2015 17:45 - 15.02.2015 18:00","20744","20012"
"15.02.2015 18:00 - 15.02.2015 18:15","21208","20652"
"15.02.2015 18:15 - 15.02.2015 18:30","21520","21207"
"15.02.2015 18:30 - 15.02.2015 18:45","21849","21346"
"15.02.2015 18:45 - 15.02.2015 19:00","22008","21194"
"15.02.2015 19:00 - 15.02.2015 19:15","22110","21138"
"15.02.2015 19:15 - 15.02.2015 19:30","22029","21163"
"15.02.2015 19:30 - 15.02.2015 19:45","21943","21129"
"15.02.2015 19:45 - 15.02.2015 20:00","21708","20841"
"15.02.2015 20:00 - 15.02.2015 20:15","21443","20636"
"15.02.2015 20:15 - 15.02.2015 20:30","21139","20303"
"15.02.2015 20:30 - 15.02.2015 20:45","20829","20079"
"15.02.2015 20:45 - 15.02.2015 21:00","20557","19891"
"15.02.2015 21:00 - 15.02.2015 21:15","20506","19896"
"15.02.2015 21:15 - 15.02.2015 21:30","20424","19759"
"15.02.2015 21:30 - 15.02.2015 21:45","20331","19772"
"15.02.2015 21:45 - 15.02.2015 22:00","20346","19901"
"15.02.2015 22:00 - 15.02.2015 22:15","20458","19954"
"15.02.2015 22:15 - 15.02.2015 22:30","20264","19949"
"15.02.2015 22:30 - 15.02.2015 22:45","19957","19581"
"15.02.2015 22:45 - 15.02.2015 23:00","19638","19344"
"15.02.2015 23:00 - 15.02.2015 23:15","19304","19091"
"15.02.2015 23:15 - 15.02.2015 23:30","18986","18882"
"15.02.2015 23:30 - 15.02.2015 23:45","18628","18546"
"15.02.2015 23:45 - 16.02.2015 00:00","18310","18057"
"16.02.2015 00:00 - 16.02.2015 00:15","17919","18032"
"16.02.2015 00:15 - 16.02.2015 00:30","17675","17842"
"16.02.2015 00:30 - 16.02.2015 00:45","17518","17713"
"16.02.2015 00:45 - 16.02.2015 01:00","17380","17429"
"16.02.2015 01:00 - 16.02.2015 01:15","17276","17478"
"16.02.2015 01:15 - 16.02.2015 01:30","17152","17448"
"16.02.2015 01:30 - 16.02.2015 01:45","17069","17346"
"16.02.2015 01:45 - 16.02.2015 02:00","17049","17155"
"16.02.2015 02:00 - 16.02.2015 02:15","16982","17233"
"16.02.2015 02:15 - 16.02.2015 02:30","16939","17307"
"16.02.2015 02:30 - 16.02.2015 02:45","16973","17356"
"16.02.2015 02:45 - 16.02.2015 03:00","16999","17288"
"16.02.2015 03:00 - 16.02.2015 03:15","17054","17367"
"16.02.2015 03:15 - 16.02.2015 03:30","17106","17495"
"16.02.2015 03:30 - 16.02.2015 03:45","17190","17490"
"16.02.2015 03:45 - 16.02.2015 04:00","17284","17558"
"16.02.2015 04:00 - 16.02.2015 04:15","17461","17681"
"16.02.2015 04:15 - 16.02.2015 04:30","17575","17658"
"16.02.2015 04:30 - 16.02.2015 04:45","17740","17745"
"16.02.2015 04:45 - 16.02.2015 05:00","17948","17891"
"16.02.2015 05:00 - 16.02.2015 05:15","18418","18189"
"16.02.2015 05:15 - 16.02.2015 05:30","18657","18366"
"16.02.2015 05:30 - 16.02.2015 05:45","19101","18578"
"16.02.2015 05:45 - 16.02.2015 06:00","19645","18950"
"16.02.2015 06:00 - 16.02.2015 06:15","20908","19733"
"16.02.2015 06:15 - 16.02.2015 06:30","21892","20284"
"16.02.2015 06:30 - 16.02.2015 06:45","22705","20710"
"16.02.2015 06:45 - 16.02.2015 07:00","23250","21030"
"16.02.2015 07:00 - 16.02.2015 07:15","23979","21728"
"16.02.2015 07:15 - 16.02.2015 07:30","24288","21863"
"16.02.2015 07:30 - 16.02.2015 07:45","24529","22025"
"16.02.2015 07:45 - 16.02.2015 08:00","24742","22329"
"16.02.2015 08:00 - 16.02.2015 08:15","25115","22844"
"16.02.2015 08:15 - 16.02.2015 08:30","25291","23126"
"16.02.2015 08:30 - 16.02.2015 08:45","25339","23430"
"16.02.2015 08:45 - 16.02.2015 09:00","25306","23576"
"16.02.2015 09:00 - 16.02.2015 09:15","25163","23772"
"16.02.2015 09:15 - 16.02.2015 09:30","25305","23914"
"16.02.2015 09:30 - 16.02.2015 09:45","25410","24184"
"16.02.2015 09:45 - 16.02.2015 10:00","25473","24377"
"16.02.2015 10:00 - 16.02.2015 10:15","25494","24542"
"16.02.2015 10:15 - 16.02.2015 10:30","25586","24710"
"16.02.2015 10:30 - 16.02.2015 10:45","25777","24723"
"16.02.2015 10:45 - 16.02.2015 11:00","25839","25161"
"16.02.2015 11:00 - 16.02.2015 11:15","25905","24894"
"16.02.2015 11:15 - 16.02.2015 11:30","25981","25056"
"16.02.2015 11:30 - 16.02.2015 11:45","26059","24973"
"16.02.2015 11:45 - 16.02.2015 12:00","26072","25064"
"16.02.2015 12:00 - 16.02.2015 12:15","25883","25005"
"16.02.2015 12:15 - 16.02.2015 12:30","25851","25029"
"16.02.2015 12:30 - 16.02.2015 12:45","25913","24945"
"16.02.2015 12:45 - 16.02.2015 13:00","25893","24910"
"16.02.2015 13:00 - 16.02.2015 13:15","25966","24911"
"16.02.2015 13:15 - 16.02.2015 13:30","25841","24642"
"16.02.2015 13:30 - 16.02.2015 13:45","25705","24274"
"16.02.2015 13:45 - 16.02.2015 14:00","25444","23888"
"16.02.2015 14:00 - 16.02.2015 14:15","25419","23974"
"16.02.2015 14:15 - 16.02.2015 14:30","25397","23973"
"16.02.2015 14:30 - 16.02.2015 14:45","25309","23679"
"16.02.2015 14:45 - 16.02.2015 15:00","25172","23312"
"16.02.2015 15:00 - 16.02.2015 15:15","25133","23473"
"16.02.2015 15:15 - 16.02.2015 15:30","24997","23313"
"16.02.2015 15:30 - 16.02.2015 15:45","24904","23240"
"16.02.2015 15:45 - 16.02.2015 16:00","24726","22875"
"16.02.2015 16:00 - 16.02.2015 16:15","24621","22731"
"16.02.2015 16:15 - 16.02.2015 16:30","24537","22669"
"16.02.2015 16:30 - 16.02.2015 16:45","24437","22940"
"16.02.2015 16:45 - 16.02.2015 17:00","24395","22860"
"16.02.2015 17:00 - 16.02.2015 17:15","24615","23092"
"16.02.2015 17:15 - 16.02.2015 17:30","24880","23227"
"16.02.2015 17:30 - 16.02.2015 17:45","25120","23553"
"16.02.2015 17:45 - 16.02.2015 18:00","25336","24006"
"16.02.2015 18:00 - 16.02.2015 18:15","25539","24704"
"16.02.2015 18:15 - 16.02.2015 18:30","25758","24983"
"16.02.2015 18:30 - 16.02.2015 18:45","26088","25262"
"16.02.2015 18:45 - 16.02.2015 19:00","26289","25139"
"16.02.2015 19:00 - 16.02.2015 19:15","26307","25057"
"16.02.2015 19:15 - 16.02.2015 19:30","26121","24811"
"16.02.2015 19:30 - 16.02.2015 19:45","25938","24634"
"16.02.2015 19:45 - 16.02.2015 20:00","25634","24309"
"16.02.2015 20:00 - 16.02.2015 20:15","25110","23794"
"16.02.2015 20:15 - 16.02.2015 20:30","24696","23514"
"16.02.2015 20:30 - 16.02.2015 20:45","24314","23184"
"16.02.2015 20:45 - 16.02.2015 21:00","23948","23083"
"16.02.2015 21:00 - 16.02.2015 21:15","23735","22959"
"16.02.2015 21:15 - 16.02.2015 21:30","23544","22814"
"16.02.2015 21:30 - 16.02.2015 21:45","23284","22690"
"16.02.2015 21:45 - 16.02.2015 22:00","22935","22687"
"16.02.2015 22:00 - 16.02.2015 22:15","22695","22532"
"16.02.2015 22:15 - 16.02.2015 22:30","22360","22091"
"16.02.2015 22:30 - 16.02.2015 22:45","21915","21704"
"16.02.2015 22:45 - 16.02.2015 23:00","21484","21388"
"16.02.2015 23:00 - 16.02.2015 23:15","20992","21135"
"16.02.2015 23:15 - 16.02.2015 23:30","20597","20872"
"16.02.2015 23:30 - 16.02.2015 23:45","20202","20445"
"16.02.2015 23:45 - 17.02.2015 00:00","19874","19927"
"17.02.2015 00:00 - 17.02.2015 00:15","19460","19761"
"17.02.2015 00:15 - 17.02.2015 00:30","19215","19651"
"17.02.2015 00:30 - 17.02.2015 00:45","19032","19391"
"17.02.2015 00:45 - 17.02.2015 01:00","18886","19070"
"17.02.2015 01:00 - 17.02.2015 01:15","18738","18953"
"17.02.2015 01:15 - 17.02.2015 01:30","18613","18963"
"17.02.2015 01:30 - 17.02.2015 01:45","18530","18958"
"17.02.2015 01:45 - 17.02.2015 02:00","18483","18862"
"17.02.2015 02:00 - 17.02.2015 02:15","18348","18728"
"17.02.2015 02:15 - 17.02.2015 02:30","18293","18667"
"17.02.2015 02:30 - 17.02.2015 02:45","18348","18722"
"17.02.2015 02:45 - 17.02.2015 03:00","18398","18744"
"17.02.2015 03:00 - 17.02.2015 03:15","18425","18715"
"17.02.2015 03:15 - 17.02.2015 03:30","18471","18744"
"17.02.2015 03:30 - 17.02.2015 03:45","18526","18805"
"17.02.2015 03:45 - 17.02.2015 04:00","18588","18786"
"17.02.2015 04:00 - 17.02.2015 04:15","18689","18965"
"17.02.2015 04:15 - 17.02.2015 04:30","18792","19063"
"17.02.2015 04:30 - 17.02.2015 04:45","18903","19029"
"17.02.2015 04:45 - 17.02.2015 05:00","19054","19239"
"17.02.2015 05:00 - 17.02.2015 05:15","19437","19747"
"17.02.2015 05:15 - 17.02.2015 05:30","19623","19911"
"17.02.2015 05:30 - 17.02.2015 05:45","19970","20022"
"17.02.2015 05:45 - 17.02.2015 06:00","20354","20361"
"17.02.2015 06:00 - 17.02.2015 06:15","21464","21492"
"17.02.2015 06:15 - 17.02.2015 06:30","22359","22156"
"17.02.2015 06:30 - 17.02.2015 06:45","23076","22800"
"17.02.2015 06:45 - 17.02.2015 07:00","23569","23316"
"17.02.2015 07:00 - 17.02.2015 07:15","24192","24200"
"17.02.2015 07:15 - 17.02.2015 07:30","24505","24589"
"17.02.2015 07:30 - 17.02.2015 07:45","24705","24704"
"17.02.2015 07:45 - 17.02.2015 08:00","24930","24819"
"17.02.2015 08:00 - 17.02.2015 08:15","25265","25203"
"17.02.2015 08:15 - 17.02.2015 08:30","25430","25500"
"17.02.2015 08:30 - 17.02.2015 08:45","25455","25813"
"17.02.2015 08:45 - 17.02.2015 09:00","25446","25791"
"17.02.2015 09:00 - 17.02.2015 09:15","25292","25888"
"17.02.2015 09:15 - 17.02.2015 09:30","25418","26229"
"17.02.2015 09:30 - 17.02.2015 09:45","25579","26341"
"17.02.2015 09:45 - 17.02.2015 10:00","25658","26260"
"17.02.2015 10:00 - 17.02.2015 10:15","25665","26417"
"17.02.2015 10:15 - 17.02.2015 10:30","25760","26632"
"17.02.2015 10:30 - 17.02.2015 10:45","25950","26902"
"17.02.2015 10:45 - 17.02.2015 11:00","26026","26978"
"17.02.2015 11:00 - 17.02.2015 11:15","26087","27117"
"17.02.2015 11:15 - 17.02.2015 11:30","26178","27143"
"17.02.2015 11:30 - 17.02.2015 11:45","26300","27325"
"17.02.2015 11:45 - 17.02.2015 12:00","26321","27240"
"17.02.2015 12:00 - 17.02.2015 12:15","26180","27233"
"17.02.2015 12:15 - 17.02.2015 12:30","26183","27125"
"17.02.2015 12:30 - 17.02.2015 12:45","26241","27122"
"17.02.2015 12:45 - 17.02.2015 13:00","26253","26961"
"17.02.2015 13:00 - 17.02.2015 13:15","26339","27004"
"17.02.2015 13:15 - 17.02.2015 13:30","26191","26743"
"17.02.2015 13:30 - 17.02.2015 13:45","26026","26558"
"17.02.2015 13:45 - 17.02.2015 14:00","25736","26373"
"17.02.2015 14:00 - 17.02.2015 14:15","25715","26493"
"17.02.2015 14:15 - 17.02.2015 14:30","25699","26319"
"17.02.2015 14:30 - 17.02.2015 14:45","25610","26295"
"17.02.2015 14:45 - 17.02.2015 15:00","25496","26110"
"17.02.2015 15:00 - 17.02.2015 15:15","25481","26117"
"17.02.2015 15:15 - 17.02.2015 15:30","25314","25933"
"17.02.2015 15:30 - 17.02.2015 15:45","25220","25835"
"17.02.2015 15:45 - 17.02.2015 16:00","25019","25748"
"17.02.2015 16:00 - 17.02.2015 16:15","24904","25623"
"17.02.2015 16:15 - 17.02.2015 16:30","24813","25431"
"17.02.2015 16:30 - 17.02.2015 16:45","24731","25410"
"17.02.2015 16:45 - 17.02.2015 17:00","24687","25461"
"17.02.2015 17:00 - 17.02.2015 17:15","24850","25672"
"17.02.2015 17:15 - 17.02.2015 17:30","25063","25794"
"17.02.2015 17:30 - 17.02.2015 17:45","25263","25933"
"17.02.2015 17:45 - 17.02.2015 18:00","25489","26132"
"17.02.2015 18:00 - 17.02.2015 18:15","25634","26511"
"17.02.2015 18:15 - 17.02.2015 18:30","25845","26733"
"17.02.2015 18:30 - 17.02.2015 18:45","26148","26875"
"17.02.2015 18:45 - 17.02.2015 19:00","26325","26761"
"17.02.2015 19:00 - 17.02.2015 19:15","26324","26499"
"17.02.2015 19:15 - 17.02.2015 19:30","26104","26254"
"17.02.2015 19:30 - 17.02.2015 19:45","25893","25800"
"17.02.2015 19:45 - 17.02.2015 20:00","25586","25423"
"17.02.2015 20:00 - 17.02.2015 20:15","25088","24993"
"17.02.2015 20:15 - 17.02.2015 20:30","24695","24551"
"17.02.2015 20:30 - 17.02.2015 20:45","24314","24096"
"17.02.2015 20:45 - 17.02.2015 21:00","23965","24006"
"17.02.2015 21:00 - 17.02.2015 21:15","23692","23720"
"17.02.2015 21:15 - 17.02.2015 21:30","23516","23520"
"17.02.2015 21:30 - 17.02.2015 21:45","23244","23370"
"17.02.2015 21:45 - 17.02.2015 22:00","22856","23028"
"17.02.2015 22:00 - 17.02.2015 22:15","22636","22734"
"17.02.2015 22:15 - 17.02.2015 22:30","22280","22389"
"17.02.2015 22:30 - 17.02.2015 22:45","21839","21905"
"17.02.2015 22:45 - 17.02.2015 23:00","21418","21552"
"17.02.2015 23:00 - 17.02.2015 23:15","20971","21236"
"17.02.2015 23:15 - 17.02.2015 23:30","20612","20785"
"17.02.2015 23:30 - 17.02.2015 23:45","20232","20367"
"17.02.2015 23:45 - 18.02.2015 00:00","19912","19923"
"18.02.2015 00:00 - 18.02.2015 00:15","19431","19634"
"18.02.2015 00:15 - 18.02.2015 00:30","19165","19426"
"18.02.2015 00:30 - 18.02.2015 00:45","18954","19129"
"18.02.2015 00:45 - 18.02.2015 01:00","18825","18884"
"18.02.2015 01:00 - 18.02.2015 01:15","18670","18869"
"18.02.2015 01:15 - 18.02.2015 01:30","18528","18633"
"18.02.2015 01:30 - 18.02.2015 01:45","18457","18457"
"18.02.2015 01:45 - 18.02.2015 02:00","18415","18372"
"18.02.2015 02:00 - 18.02.2015 02:15","18258","18051"
"18.02.2015 02:15 - 18.02.2015 02:30","18214","18262"
"18.02.2015 02:30 - 18.02.2015 02:45","18268","18160"
"18.02.2015 02:45 - 18.02.2015 03:00","18332","18251"
"18.02.2015 03:00 - 18.02.2015 03:15","18373","18423"
"18.02.2015 03:15 - 18.02.2015 03:30","18400","18332"
"18.02.2015 03:30 - 18.02.2015 03:45","18471","18346"
"18.02.2015 03:45 - 18.02.2015 04:00","18537","18595"
"18.02.2015 04:00 - 18.02.2015 04:15","18657","18813"
"18.02.2015 04:15 - 18.02.2015 04:30","18753","18861"
"18.02.2015 04:30 - 18.02.2015 04:45","18889","18846"
"18.02.2015 04:45 - 18.02.2015 05:00","19052","19332"
"18.02.2015 05:00 - 18.02.2015 05:15","19437","19688"
"18.02.2015 05:15 - 18.02.2015 05:30","19620","19852"
"18.02.2015 05:30 - 18.02.2015 05:45","19970","20210"
"18.02.2015 05:45 - 18.02.2015 06:00","20370","20583"
"18.02.2015 06:00 - 18.02.2015 06:15","21512","21721"
"18.02.2015 06:15 - 18.02.2015 06:30","22437","22686"
"18.02.2015 06:30 - 18.02.2015 06:45","23156","23373"
"18.02.2015 06:45 - 18.02.2015 07:00","23646","23891"
"18.02.2015 07:00 - 18.02.2015 07:15","24249","24646"
"18.02.2015 07:15 - 18.02.2015 07:30","24536","25059"
"18.02.2015 07:30 - 18.02.2015 07:45","24737","25171"
"18.02.2015 07:45 - 18.02.2015 08:00","24933","25476"
"18.02.2015 08:00 - 18.02.2015 08:15","25235","25539"
"18.02.2015 08:15 - 18.02.2015 08:30","25413","25649"
"18.02.2015 08:30 - 18.02.2015 08:45","25435","25981"
"18.02.2015 08:45 - 18.02.2015 09:00","25420","25953"
"18.02.2015 09:00 - 18.02.2015 09:15","25215","25944"
"18.02.2015 09:15 - 18.02.2015 09:30","25345","25944"
"18.02.2015 09:30 - 18.02.2015 09:45","25487","25951"
"18.02.2015 09:45 - 18.02.2015 10:00","25549","26135"
"18.02.2015 10:00 - 18.02.2015 10:15","25554","26379"
"18.02.2015 10:15 - 18.02.2015 10:30","25648","26474"
"18.02.2015 10:30 - 18.02.2015 10:45","25801","26841"
"18.02.2015 10:45 - 18.02.2015 11:00","25887","26804"
"18.02.2015 11:00 - 18.02.2015 11:15","25953","26780"
"18.02.2015 11:15 - 18.02.2015 11:30","26034","26927"
"18.02.2015 11:30 - 18.02.2015 11:45","26124","26963"
"18.02.2015 11:45 - 18.02.2015 12:00","26146","26998"
"18.02.2015 12:00 - 18.02.2015 12:15","25978","26776"
"18.02.2015 12:15 - 18.02.2015 12:30","25965","26747"
"18.02.2015 12:30 - 18.02.2015 12:45","26038","26760"
"18.02.2015 12:45 - 18.02.2015 13:00","26026","26768"
"18.02.2015 13:00 - 18.02.2015 13:15","26119","26698"
"18.02.2015 13:15 - 18.02.2015 13:30","25947","26604"
"18.02.2015 13:30 - 18.02.2015 13:45","25792","26408"
"18.02.2015 13:45 - 18.02.2015 14:00","25518","26330"
"18.02.2015 14:00 - 18.02.2015 14:15","25520","26397"
"18.02.2015 14:15 - 18.02.2015 14:30","25498","26308"
"18.02.2015 14:30 - 18.02.2015 14:45","25376","26062"
"18.02.2015 14:45 - 18.02.2015 15:00","25243","25851"
"18.02.2015 15:00 - 18.02.2015 15:15","25246","25899"
"18.02.2015 15:15 - 18.02.2015 15:30","25094","25738"
"18.02.2015 15:30 - 18.02.2015 15:45","25002","25625"
"18.02.2015 15:45 - 18.02.2015 16:00","24831","25447"
"18.02.2015 16:00 - 18.02.2015 16:15","24727","25423"
"18.02.2015 16:15 - 18.02.2015 16:30","24643","25265"
"18.02.2015 16:30 - 18.02.2015 16:45","24542","25123"
"18.02.2015 16:45 - 18.02.2015 17:00","24483","25134"
"18.02.2015 17:00 - 18.02.2015 17:15","24672","25371"
"18.02.2015 17:15 - 18.02.2015 17:30","24889","25444"
"18.02.2015 17:30 - 18.02.2015 17:45","25110","25662"
"18.02.2015 17:45 - 18.02.2015 18:00","25340","25874"
"18.02.2015 18:00 - 18.02.2015 18:15","25542","26266"
"18.02.2015 18:15 - 18.02.2015 18:30","25772","26890"
"18.02.2015 18:30 - 18.02.2015 18:45","26108","27093"
"18.02.2015 18:45 - 18.02.2015 19:00","26298","27136"
"18.02.2015 19:00 - 18.02.2015 19:15","26305","26938"
"18.02.2015 19:15 - 18.02.2015 19:30","26106","26870"
"18.02.2015 19:30 - 18.02.2015 19:45","25913","26589"
"18.02.2015 19:45 - 18.02.2015 20:00","25615","26403"
"18.02.2015 20:00 - 18.02.2015 20:15","25123","25684"
"18.02.2015 20:15 - 18.02.2015 20:30","24726","25456"
"18.02.2015 20:30 - 18.02.2015 20:45","24364","24976"
"18.02.2015 20:45 - 18.02.2015 21:00","24021","24950"
"18.02.2015 21:00 - 18.02.2015 21:15","23759","24720"
"18.02.2015 21:15 - 18.02.2015 21:30","23590","24498"
"18.02.2015 21:30 - 18.02.2015 21:45","23346","24228"
"18.02.2015 21:45 - 18.02.2015 22:00","23001","23802"
"18.02.2015 22:00 - 18.02.2015 22:15","22776","23600"
"18.02.2015 22:15 - 18.02.2015 22:30","22446","23347"
"18.02.2015 22:30 - 18.02.2015 22:45","22024","22860"
"18.02.2015 22:45 - 18.02.2015 23:00","21617","22551"
"18.02.2015 23:00 - 18.02.2015 23:15","21136","22106"
"18.02.2015 23:15 - 18.02.2015 23:30","20774","21664"
"18.02.2015 23:30 - 18.02.2015 23:45","20387","21146"
"18.02.2015 23:45 - 19.02.2015 00:00","20046","21087"
