"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"26.02.2015 10:15 - 26.02.2015 10:30","23022","22001"
"26.02.2015 10:30 - 26.02.2015 10:45","23320","22114"
"26.02.2015 10:45 - 26.02.2015 11:00","23355","22071"
"26.02.2015 11:00 - 26.02.2015 11:15","23807","22118"
"26.02.2015 11:15 - 26.02.2015 11:30","23653","22336"
"26.02.2015 11:30 - 26.02.2015 11:45","23683","22221"
"26.02.2015 11:45 - 26.02.2015 12:00","23469","22387"
"26.02.2015 12:00 - 26.02.2015 12:15","23128","22319"
"26.02.2015 12:15 - 26.02.2015 12:30","23307","22380"
"26.02.2015 12:30 - 26.02.2015 12:45","23190","22621"
"26.02.2015 12:45 - 26.02.2015 13:00","23058","22663"
"26.02.2015 13:00 - 26.02.2015 13:15","22990","22710"
"26.02.2015 13:15 - 26.02.2015 13:30","22976","22415"
"26.02.2015 13:30 - 26.02.2015 13:45","23057","22261"
"26.02.2015 13:45 - 26.02.2015 14:00","22757","22127"
"26.02.2015 14:00 - 26.02.2015 14:15","22881","22173"
"26.02.2015 14:15 - 26.02.2015 14:30","22749","22077"
"26.02.2015 14:30 - 26.02.2015 14:45","22576","22160"
"26.02.2015 14:45 - 26.02.2015 15:00","22291","22092"
"26.02.2015 15:00 - 26.02.2015 15:15","22302","22212"
"26.02.2015 15:15 - 26.02.2015 15:30","22164","21852"
"26.02.2015 15:30 - 26.02.2015 15:45","21970","21620"
"26.02.2015 15:45 - 26.02.2015 16:00","21796","21431"
"26.02.2015 16:00 - 26.02.2015 16:15","21992","21318"
"26.02.2015 16:15 - 26.02.2015 16:30","21812","21203"
"26.02.2015 16:30 - 26.02.2015 16:45","21828","21041"
"26.02.2015 16:45 - 26.02.2015 17:00","21717","20916"
"26.02.2015 17:00 - 26.02.2015 17:15","21975","21061"
"26.02.2015 17:15 - 26.02.2015 17:30","21959","21403"
"26.02.2015 17:30 - 26.02.2015 17:45","22151","21793"
"26.02.2015 17:45 - 26.02.2015 18:00","22447","22052"
"26.02.2015 18:00 - 26.02.2015 18:15","22965","22560"
"26.02.2015 18:15 - 26.02.2015 18:30","23237","23138"
"26.02.2015 18:30 - 26.02.2015 18:45","23321","23359"
"26.02.2015 18:45 - 26.02.2015 19:00","23579","23568"
"26.02.2015 19:00 - 26.02.2015 19:15","23407","23278"
"26.02.2015 19:15 - 26.02.2015 19:30","22863","23149"
"26.02.2015 19:30 - 26.02.2015 19:45","22545","22921"
"26.02.2015 19:45 - 26.02.2015 20:00","22246","22639"
"26.02.2015 20:00 - 26.02.2015 20:15","21787","22152"
"26.02.2015 20:15 - 26.02.2015 20:30","21393","21676"
"26.02.2015 20:30 - 26.02.2015 20:45","21032","21096"
"26.02.2015 20:45 - 26.02.2015 21:00","20408","20625"
"26.02.2015 21:00 - 26.02.2015 21:15","20412","20397"
"26.02.2015 21:15 - 26.02.2015 21:30","20331","20136"
"26.02.2015 21:30 - 26.02.2015 21:45","20008","19670"
"26.02.2015 21:45 - 26.02.2015 22:00","19627","19168"
"26.02.2015 22:00 - 26.02.2015 22:15","19970","19635"
"26.02.2015 22:15 - 26.02.2015 22:30","19926","19289"
"26.02.2015 22:30 - 26.02.2015 22:45","19665","18882"
"26.02.2015 22:45 - 26.02.2015 23:00","19226","18334"
"26.02.2015 23:00 - 26.02.2015 23:15","18761","18083"
"26.02.2015 23:15 - 26.02.2015 23:30","18449","17667"
"26.02.2015 23:30 - 26.02.2015 23:45","18150","17370"
"26.02.2015 23:45 - 27.02.2015 00:00","17861","17121"
"27.02.2015 00:00 - 27.02.2015 00:15","16810","16887"
"27.02.2015 00:15 - 27.02.2015 00:30","16592","16464"
"27.02.2015 00:30 - 27.02.2015 00:45","16384","16386"
"27.02.2015 00:45 - 27.02.2015 01:00","16202","16229"
"27.02.2015 01:00 - 27.02.2015 01:15","15906","16025"
"27.02.2015 01:15 - 27.02.2015 01:30","15732","15726"
"27.02.2015 01:30 - 27.02.2015 01:45","15538","15478"
"27.02.2015 01:45 - 27.02.2015 02:00","15405","15191"
"27.02.2015 02:00 - 27.02.2015 02:15","15253","14938"
"27.02.2015 02:15 - 27.02.2015 02:30","15084","14803"
"27.02.2015 02:30 - 27.02.2015 02:45","15101","14799"
"27.02.2015 02:45 - 27.02.2015 03:00","15023","14555"
"27.02.2015 03:00 - 27.02.2015 03:15","15043","14634"
"27.02.2015 03:15 - 27.02.2015 03:30","14991","14684"
"27.02.2015 03:30 - 27.02.2015 03:45","15058","14647"
"27.02.2015 03:45 - 27.02.2015 04:00","15069","14839"
"27.02.2015 04:00 - 27.02.2015 04:15","15187","15036"
"27.02.2015 04:15 - 27.02.2015 04:30","15218","15109"
"27.02.2015 04:30 - 27.02.2015 04:45","15413","15321"
"27.02.2015 04:45 - 27.02.2015 05:00","15639","15509"
"27.02.2015 05:00 - 27.02.2015 05:15","16160","16035"
"27.02.2015 05:15 - 27.02.2015 05:30","16333","16221"
"27.02.2015 05:30 - 27.02.2015 05:45","16805","16595"
"27.02.2015 05:45 - 27.02.2015 06:00","17292","17042"
"27.02.2015 06:00 - 27.02.2015 06:15","18256","17838"
"27.02.2015 06:15 - 27.02.2015 06:30","19034","18602"
"27.02.2015 06:30 - 27.02.2015 06:45","19830","19506"
"27.02.2015 06:45 - 27.02.2015 07:00","20454","20192"
"27.02.2015 07:00 - 27.02.2015 07:15","20993","20588"
"27.02.2015 07:15 - 27.02.2015 07:30","21052","20846"
"27.02.2015 07:30 - 27.02.2015 07:45","21195","21123"
"27.02.2015 07:45 - 27.02.2015 08:00","21498","21353"
"27.02.2015 08:00 - 27.02.2015 08:15","21773","21684"
"27.02.2015 08:15 - 27.02.2015 08:30","22027","21779"
"27.02.2015 08:30 - 27.02.2015 08:45","22011","21907"
"27.02.2015 08:45 - 27.02.2015 09:00","21908","21844"
"27.02.2015 09:00 - 27.02.2015 09:15","21875","21775"
"27.02.2015 09:15 - 27.02.2015 09:30","21849","21803"
"27.02.2015 09:30 - 27.02.2015 09:45","21729","21919"
"27.02.2015 09:45 - 27.02.2015 10:00","21796","22057"
"27.02.2015 10:00 - 27.02.2015 10:15","21748","22115"
"27.02.2015 10:15 - 27.02.2015 10:30","21720","22036"
"27.02.2015 10:30 - 27.02.2015 10:45","21806","22037"
"27.02.2015 10:45 - 27.02.2015 11:00","21881","22064"
"27.02.2015 11:00 - 27.02.2015 11:15","21961","22114"
"27.02.2015 11:15 - 27.02.2015 11:30","22004","22223"
"27.02.2015 11:30 - 27.02.2015 11:45","21949","22290"
"27.02.2015 11:45 - 27.02.2015 12:00","21933","22331"
"27.02.2015 12:00 - 27.02.2015 12:15","22006","22182"
"27.02.2015 12:15 - 27.02.2015 12:30","21821","21993"
"27.02.2015 12:30 - 27.02.2015 12:45","21703","21893"
"27.02.2015 12:45 - 27.02.2015 13:00","21718","21828"
"27.02.2015 13:00 - 27.02.2015 13:15","21509","21820"
"27.02.2015 13:15 - 27.02.2015 13:30","21013","21658"
"27.02.2015 13:30 - 27.02.2015 13:45","20989","21427"
"27.02.2015 13:45 - 27.02.2015 14:00","21069","21252"
"27.02.2015 14:00 - 27.02.2015 14:15","20691","21127"
"27.02.2015 14:15 - 27.02.2015 14:30","20807","21002"
"27.02.2015 14:30 - 27.02.2015 14:45","20598","20853"
"27.02.2015 14:45 - 27.02.2015 15:00","20394","20631"
"27.02.2015 15:00 - 27.02.2015 15:15","20306","20715"
"27.02.2015 15:15 - 27.02.2015 15:30","19986","20611"
"27.02.2015 15:30 - 27.02.2015 15:45","20099","20654"
"27.02.2015 15:45 - 27.02.2015 16:00","20005","20440"
"27.02.2015 16:00 - 27.02.2015 16:15","19842","20151"
"27.02.2015 16:15 - 27.02.2015 16:30","19841","20099"
"27.02.2015 16:30 - 27.02.2015 16:45","19956","20197"
"27.02.2015 16:45 - 27.02.2015 17:00","19801","20404"
"27.02.2015 17:00 - 27.02.2015 17:15","20224","20375"
"27.02.2015 17:15 - 27.02.2015 17:30","20328","20367"
"27.02.2015 17:30 - 27.02.2015 17:45","20330","20549"
"27.02.2015 17:45 - 27.02.2015 18:00","20805","20755"
"27.02.2015 18:00 - 27.02.2015 18:15","21368","21207"
"27.02.2015 18:15 - 27.02.2015 18:30","21834","21510"
"27.02.2015 18:30 - 27.02.2015 18:45","21876","21529"
"27.02.2015 18:45 - 27.02.2015 19:00","21827","21413"
"27.02.2015 19:00 - 27.02.2015 19:15","21514","21229"
"27.02.2015 19:15 - 27.02.2015 19:30","21172","21032"
"27.02.2015 19:30 - 27.02.2015 19:45","21111","20838"
"27.02.2015 19:45 - 27.02.2015 20:00","20798","20576"
"27.02.2015 20:00 - 27.02.2015 20:15","20523","20086"
"27.02.2015 20:15 - 27.02.2015 20:30","20072","19588"
"27.02.2015 20:30 - 27.02.2015 20:45","19732","19076"
"27.02.2015 20:45 - 27.02.2015 21:00","19413","18810"
"27.02.2015 21:00 - 27.02.2015 21:15","19274","18643"
"27.02.2015 21:15 - 27.02.2015 21:30","18876","18454"
"27.02.2015 21:30 - 27.02.2015 21:45","18615","18187"
"27.02.2015 21:45 - 27.02.2015 22:00","18208","17931"
"27.02.2015 22:00 - 27.02.2015 22:15","18603","18482"
"27.02.2015 22:15 - 27.02.2015 22:30","18558","18328"
"27.02.2015 22:30 - 27.02.2015 22:45","18307","18016"
"27.02.2015 22:45 - 27.02.2015 23:00","17967","17662"
"27.02.2015 23:00 - 27.02.2015 23:15","17665","17372"
"27.02.2015 23:15 - 27.02.2015 23:30","17333","17047"
"27.02.2015 23:30 - 27.02.2015 23:45","17080","16858"
"27.02.2015 23:45 - 28.02.2015 00:00","16783","16536"
"28.02.2015 00:00 - 28.02.2015 00:15","17328","16190"
"28.02.2015 00:15 - 28.02.2015 00:30","17019","15923"
"28.02.2015 00:30 - 28.02.2015 00:45","16721","15698"
"28.02.2015 00:45 - 28.02.2015 01:00","16464","15491"
"28.02.2015 01:00 - 28.02.2015 01:15","16200","15276"
"28.02.2015 01:15 - 28.02.2015 01:30","15955","15050"
"28.02.2015 01:30 - 28.02.2015 01:45","15725","14953"
"28.02.2015 01:45 - 28.02.2015 02:00","15478","14918"
"28.02.2015 02:00 - 28.02.2015 02:15","15233","14742"
"28.02.2015 02:15 - 28.02.2015 02:30","15092","14641"
"28.02.2015 02:30 - 28.02.2015 02:45","15155","14409"
"28.02.2015 02:45 - 28.02.2015 03:00","14956","14341"
"28.02.2015 03:00 - 28.02.2015 03:15","14972","14302"
"28.02.2015 03:15 - 28.02.2015 03:30","14855","14155"
"28.02.2015 03:30 - 28.02.2015 03:45","14887","14018"
"28.02.2015 03:45 - 28.02.2015 04:00","14862","14016"
"28.02.2015 04:00 - 28.02.2015 04:15","14817","14093"
"28.02.2015 04:15 - 28.02.2015 04:30","14857","14091"
"28.02.2015 04:30 - 28.02.2015 04:45","14927","14091"
"28.02.2015 04:45 - 28.02.2015 05:00","14898","14140"
"28.02.2015 05:00 - 28.02.2015 05:15","14927","14276"
"28.02.2015 05:15 - 28.02.2015 05:30","15038","14172"
"28.02.2015 05:30 - 28.02.2015 05:45","15040","14310"
"28.02.2015 05:45 - 28.02.2015 06:00","15192","14348"
"28.02.2015 06:00 - 28.02.2015 06:15","15193","14262"
"28.02.2015 06:15 - 28.02.2015 06:30","15469","14466"
"28.02.2015 06:30 - 28.02.2015 06:45","15681","14705"
"28.02.2015 06:45 - 28.02.2015 07:00","15767","14943"
"28.02.2015 07:00 - 28.02.2015 07:15","16298","15082"
"28.02.2015 07:15 - 28.02.2015 07:30","16552","15328"
"28.02.2015 07:30 - 28.02.2015 07:45","16607","15550"
"28.02.2015 07:45 - 28.02.2015 08:00","17009","15940"
"28.02.2015 08:00 - 28.02.2015 08:15","17427","16218"
"28.02.2015 08:15 - 28.02.2015 08:30","17789","16420"
"28.02.2015 08:30 - 28.02.2015 08:45","18172","16701"
"28.02.2015 08:45 - 28.02.2015 09:00","18257","16854"
"28.02.2015 09:00 - 28.02.2015 09:15","18704","17157"
"28.02.2015 09:15 - 28.02.2015 09:30","18953","17248"
"28.02.2015 09:30 - 28.02.2015 09:45","19170","17263"
"28.02.2015 09:45 - 28.02.2015 10:00","19676","17493"
"28.02.2015 10:00 - 28.02.2015 10:15","19947","17736"
"28.02.2015 10:15 - 28.02.2015 10:30","20192","17698"
"28.02.2015 10:30 - 28.02.2015 10:45","20257","17717"
"28.02.2015 10:45 - 28.02.2015 11:00","20390","17838"
"28.02.2015 11:00 - 28.02.2015 11:15","20697","17993"
"28.02.2015 11:15 - 28.02.2015 11:30","20620","18111"
"28.02.2015 11:30 - 28.02.2015 11:45","20684","18421"
"28.02.2015 11:45 - 28.02.2015 12:00","20660","18498"
"28.02.2015 12:00 - 28.02.2015 12:15","20543","18416"
"28.02.2015 12:15 - 28.02.2015 12:30","20546","18368"
"28.02.2015 12:30 - 28.02.2015 12:45","20323","18336"
"28.02.2015 12:45 - 28.02.2015 13:00","20299","18109"
"28.02.2015 13:00 - 28.02.2015 13:15","19863","17801"
"28.02.2015 13:15 - 28.02.2015 13:30","19490","17986"
"28.02.2015 13:30 - 28.02.2015 13:45","19382","17613"
"28.02.2015 13:45 - 28.02.2015 14:00","19148","17590"
"28.02.2015 14:00 - 28.02.2015 14:15","18895","17460"
"28.02.2015 14:15 - 28.02.2015 14:30","18971","17192"
"28.02.2015 14:30 - 28.02.2015 14:45","18922","17213"
"28.02.2015 14:45 - 28.02.2015 15:00","18733","17200"
"28.02.2015 15:00 - 28.02.2015 15:15","18605","17087"
"28.02.2015 15:15 - 28.02.2015 15:30","18465","17087"
"28.02.2015 15:30 - 28.02.2015 15:45","18350","16930"
"28.02.2015 15:45 - 28.02.2015 16:00","18464","16884"
"28.02.2015 16:00 - 28.02.2015 16:15","18409","16992"
"28.02.2015 16:15 - 28.02.2015 16:30","18419","17218"
"28.02.2015 16:30 - 28.02.2015 16:45","18412","17298"
"28.02.2015 16:45 - 28.02.2015 17:00","18432","17200"
"28.02.2015 17:00 - 28.02.2015 17:15","18475","17364"
"28.02.2015 17:15 - 28.02.2015 17:30","18754","17479"
"28.02.2015 17:30 - 28.02.2015 17:45","19102","17723"
"28.02.2015 17:45 - 28.02.2015 18:00","19410","18160"
"28.02.2015 18:00 - 28.02.2015 18:15","19844","18750"
"28.02.2015 18:15 - 28.02.2015 18:30","20104","19274"
"28.02.2015 18:30 - 28.02.2015 18:45","20075","19419"
"28.02.2015 18:45 - 28.02.2015 19:00","19987","19462"
"28.02.2015 19:00 - 28.02.2015 19:15","19979","19289"
"28.02.2015 19:15 - 28.02.2015 19:30","19711","19074"
"28.02.2015 19:30 - 28.02.2015 19:45","19404","18739"
"28.02.2015 19:45 - 28.02.2015 20:00","19366","18594"
"28.02.2015 20:00 - 28.02.2015 20:15","18920","18243"
"28.02.2015 20:15 - 28.02.2015 20:30","18514","17903"
"28.02.2015 20:30 - 28.02.2015 20:45","18198","17599"
"28.02.2015 20:45 - 28.02.2015 21:00","17830","17277"
"28.02.2015 21:00 - 28.02.2015 21:15","17707","17446"
"28.02.2015 21:15 - 28.02.2015 21:30","17461","17358"
"28.02.2015 21:30 - 28.02.2015 21:45","17244","17058"
"28.02.2015 21:45 - 28.02.2015 22:00","17005","16734"
"28.02.2015 22:00 - 28.02.2015 22:15","17636","17349"
"28.02.2015 22:15 - 28.02.2015 22:30","17738","17234"
"28.02.2015 22:30 - 28.02.2015 22:45","17600","17093"
"28.02.2015 22:45 - 28.02.2015 23:00","17117","16780"
"28.02.2015 23:00 - 28.02.2015 23:15","16794","16739"
"28.02.2015 23:15 - 28.02.2015 23:30","16787","16518"
"28.02.2015 23:30 - 28.02.2015 23:45","16390","16200"
"28.02.2015 23:45 - 01.03.2015 00:00","16085","15769"
"01.03.2015 00:00 - 01.03.2015 00:15","14978","15495"
"01.03.2015 00:15 - 01.03.2015 00:30","14827","15227"
"01.03.2015 00:30 - 01.03.2015 00:45","14611","15031"
"01.03.2015 00:45 - 01.03.2015 01:00","14376","14760"
"01.03.2015 01:00 - 01.03.2015 01:15","14113","14702"
"01.03.2015 01:15 - 01.03.2015 01:30","13916","14357"
"01.03.2015 01:30 - 01.03.2015 01:45","13736","14007"
"01.03.2015 01:45 - 01.03.2015 02:00","13544","13745"
"01.03.2015 02:00 - 01.03.2015 02:15","13401","13736"
"01.03.2015 02:15 - 01.03.2015 02:30","13301","13641"
"01.03.2015 02:30 - 01.03.2015 02:45","13235","13489"
"01.03.2015 02:45 - 01.03.2015 03:00","13164","13276"
"01.03.2015 03:00 - 01.03.2015 03:15","13160","13394"
"01.03.2015 03:15 - 01.03.2015 03:30","13035","13514"
"01.03.2015 03:30 - 01.03.2015 03:45","13092","13517"
"01.03.2015 03:45 - 01.03.2015 04:00","13067","13615"
"01.03.2015 04:00 - 01.03.2015 04:15","13077","13635"
"01.03.2015 04:15 - 01.03.2015 04:30","13095","13510"
"01.03.2015 04:30 - 01.03.2015 04:45","13218","13535"
"01.03.2015 04:45 - 01.03.2015 05:00","13260","13515"
"01.03.2015 05:00 - 01.03.2015 05:15","13356","13433"
"01.03.2015 05:15 - 01.03.2015 05:30","13352","13505"
"01.03.2015 05:30 - 01.03.2015 05:45","13341","13626"
"01.03.2015 05:45 - 01.03.2015 06:00","13425","13590"
"01.03.2015 06:00 - 01.03.2015 06:15","13293","13199"
"01.03.2015 06:15 - 01.03.2015 06:30","13448","13454"
"01.03.2015 06:30 - 01.03.2015 06:45","13679","13737"
"01.03.2015 06:45 - 01.03.2015 07:00","13905","13851"
"01.03.2015 07:00 - 01.03.2015 07:15","13975","13904"
"01.03.2015 07:15 - 01.03.2015 07:30","14084","14259"
"01.03.2015 07:30 - 01.03.2015 07:45","14315","14463"
"01.03.2015 07:45 - 01.03.2015 08:00","14517","14744"
"01.03.2015 08:00 - 01.03.2015 08:15","14791","15234"
"01.03.2015 08:15 - 01.03.2015 08:30","15140","15385"
"01.03.2015 08:30 - 01.03.2015 08:45","15398","15778"
"01.03.2015 08:45 - 01.03.2015 09:00","15538","15782"
"01.03.2015 09:00 - 01.03.2015 09:15","15827","16401"
"01.03.2015 09:15 - 01.03.2015 09:30","16217","16761"
"01.03.2015 09:30 - 01.03.2015 09:45","16308","16819"
"01.03.2015 09:45 - 01.03.2015 10:00","16719","16991"
"01.03.2015 10:00 - 01.03.2015 10:15","16903","17212"
"01.03.2015 10:15 - 01.03.2015 10:30","17092","17384"
"01.03.2015 10:30 - 01.03.2015 10:45","17058","17729"
"01.03.2015 10:45 - 01.03.2015 11:00","17291","18015"
"01.03.2015 11:00 - 01.03.2015 11:15","17524","18168"
"01.03.2015 11:15 - 01.03.2015 11:30","17674","18369"
"01.03.2015 11:30 - 01.03.2015 11:45","17911","18552"
"01.03.2015 11:45 - 01.03.2015 12:00","17677","18629"
"01.03.2015 12:00 - 01.03.2015 12:15","17559","18287"
"01.03.2015 12:15 - 01.03.2015 12:30","17480","18112"
"01.03.2015 12:30 - 01.03.2015 12:45","17294","17989"
"01.03.2015 12:45 - 01.03.2015 13:00","17323","17800"
"01.03.2015 13:00 - 01.03.2015 13:15","17076","17290"
"01.03.2015 13:15 - 01.03.2015 13:30","16960","17335"
"01.03.2015 13:30 - 01.03.2015 13:45","16876","17359"
"01.03.2015 13:45 - 01.03.2015 14:00","16689","17302"
"01.03.2015 14:00 - 01.03.2015 14:15","16399","17253"
"01.03.2015 14:15 - 01.03.2015 14:30","16406","16993"
"01.03.2015 14:30 - 01.03.2015 14:45","16440","16754"
"01.03.2015 14:45 - 01.03.2015 15:00","16310","16656"
"01.03.2015 15:00 - 01.03.2015 15:15","16249","16533"
"01.03.2015 15:15 - 01.03.2015 15:30","16088","16508"
"01.03.2015 15:30 - 01.03.2015 15:45","16076","16619"
"01.03.2015 15:45 - 01.03.2015 16:00","16267","16486"
"01.03.2015 16:00 - 01.03.2015 16:15","16230","16141"
"01.03.2015 16:15 - 01.03.2015 16:30","16348","16160"
"01.03.2015 16:30 - 01.03.2015 16:45","16424","16139"
"01.03.2015 16:45 - 01.03.2015 17:00","16675","15974"
"01.03.2015 17:00 - 01.03.2015 17:15","16985","16251"
"01.03.2015 17:15 - 01.03.2015 17:30","17304","16713"
"01.03.2015 17:30 - 01.03.2015 17:45","17572","16865"
"01.03.2015 17:45 - 01.03.2015 18:00","18022","16987"
"01.03.2015 18:00 - 01.03.2015 18:15","18709","17873"
"01.03.2015 18:15 - 01.03.2015 18:30","18950","18394"
"01.03.2015 18:30 - 01.03.2015 18:45","18875","18377"
"01.03.2015 18:45 - 01.03.2015 19:00","18991","17832"
"01.03.2015 19:00 - 01.03.2015 19:15","18856","17371"
"01.03.2015 19:15 - 01.03.2015 19:30","18570","17160"
"01.03.2015 19:30 - 01.03.2015 19:45","18580","17067"
"01.03.2015 19:45 - 01.03.2015 20:00","18435","17159"
"01.03.2015 20:00 - 01.03.2015 20:15","18264","17027"
"01.03.2015 20:15 - 01.03.2015 20:30","17920","16567"
"01.03.2015 20:30 - 01.03.2015 20:45","17508","16396"
"01.03.2015 20:45 - 01.03.2015 21:00","17317","16319"
"01.03.2015 21:00 - 01.03.2015 21:15","17285","16513"
"01.03.2015 21:15 - 01.03.2015 21:30","17102","16381"
"01.03.2015 21:30 - 01.03.2015 21:45","17081","16237"
"01.03.2015 21:45 - 01.03.2015 22:00","16978","16393"
"01.03.2015 22:00 - 01.03.2015 22:15","17531","16953"
"01.03.2015 22:15 - 01.03.2015 22:30","17513","16908"
"01.03.2015 22:30 - 01.03.2015 22:45","17297","16373"
"01.03.2015 22:45 - 01.03.2015 23:00","16923","15848"
"01.03.2015 23:00 - 01.03.2015 23:15","16617","15259"
"01.03.2015 23:15 - 01.03.2015 23:30","16323","14891"
"01.03.2015 23:30 - 01.03.2015 23:45","15941","14716"
"01.03.2015 23:45 - 02.03.2015 00:00","15748","14526"
"02.03.2015 00:00 - 02.03.2015 00:15","16630","14469"
"02.03.2015 00:15 - 02.03.2015 00:30","16517","14419"
"02.03.2015 00:30 - 02.03.2015 00:45","16203","14365"
"02.03.2015 00:45 - 02.03.2015 01:00","16018","14139"
"02.03.2015 01:00 - 02.03.2015 01:15","15803","14152"
"02.03.2015 01:15 - 02.03.2015 01:30","15657","14189"
"02.03.2015 01:30 - 02.03.2015 01:45","15523","13991"
"02.03.2015 01:45 - 02.03.2015 02:00","15273","14084"
"02.03.2015 02:00 - 02.03.2015 02:15","15222","14160"
"02.03.2015 02:15 - 02.03.2015 02:30","14979","13794"
"02.03.2015 02:30 - 02.03.2015 02:45","15220","13644"
"02.03.2015 02:45 - 02.03.2015 03:00","15022","14022"
"02.03.2015 03:00 - 02.03.2015 03:15","14888","13967"
"02.03.2015 03:15 - 02.03.2015 03:30","14974","13761"
"02.03.2015 03:30 - 02.03.2015 03:45","14984","13711"
"02.03.2015 03:45 - 02.03.2015 04:00","15150","14297"
"02.03.2015 04:00 - 02.03.2015 04:15","15277","14782"
"02.03.2015 04:15 - 02.03.2015 04:30","15306","15167"
"02.03.2015 04:30 - 02.03.2015 04:45","15581","15384"
"02.03.2015 04:45 - 02.03.2015 05:00","15993","15801"
"02.03.2015 05:00 - 02.03.2015 05:15","16424","16663"
"02.03.2015 05:15 - 02.03.2015 05:30","16780","17099"
"02.03.2015 05:30 - 02.03.2015 05:45","17289","17834"
"02.03.2015 05:45 - 02.03.2015 06:00","17874","18286"
"02.03.2015 06:00 - 02.03.2015 06:15","19151","19413"
"02.03.2015 06:15 - 02.03.2015 06:30","19744","20610"
"02.03.2015 06:30 - 02.03.2015 06:45","20742","21465"
"02.03.2015 06:45 - 02.03.2015 07:00","20814","21840"
"02.03.2015 07:00 - 02.03.2015 07:15","22084","22241"
"02.03.2015 07:15 - 02.03.2015 07:30","22385","22896"
"02.03.2015 07:30 - 02.03.2015 07:45","22329","22863"
"02.03.2015 07:45 - 02.03.2015 08:00","22856","23409"
"02.03.2015 08:00 - 02.03.2015 08:15","23225","23798"
"02.03.2015 08:15 - 02.03.2015 08:30","23473","23796"
"02.03.2015 08:30 - 02.03.2015 08:45","23273","24099"
"02.03.2015 08:45 - 02.03.2015 09:00","23574","23994"
"02.03.2015 09:00 - 02.03.2015 09:15","23683","24045"
"02.03.2015 09:15 - 02.03.2015 09:30","23118","24257"
"02.03.2015 09:30 - 02.03.2015 09:45","23497","24370"
"02.03.2015 09:45 - 02.03.2015 10:00","23699","24446"
"02.03.2015 10:00 - 02.03.2015 10:15","23488","24061"
"02.03.2015 10:15 - 02.03.2015 10:30","23427","24165"
"02.03.2015 10:30 - 02.03.2015 10:45","23834","24412"
"02.03.2015 10:45 - 02.03.2015 11:00","23898","24567"
"02.03.2015 11:00 - 02.03.2015 11:15","24168","24809"
"02.03.2015 11:15 - 02.03.2015 11:30","24055","24629"
"02.03.2015 11:30 - 02.03.2015 11:45","23999","24620"
"02.03.2015 11:45 - 02.03.2015 12:00","24013","24660"
"02.03.2015 12:00 - 02.03.2015 12:15","23635","24454"
"02.03.2015 12:15 - 02.03.2015 12:30","23698","24331"
"02.03.2015 12:30 - 02.03.2015 12:45","23541","24336"
"02.03.2015 12:45 - 02.03.2015 13:00","23448","24469"
"02.03.2015 13:00 - 02.03.2015 13:15","23521","24256"
"02.03.2015 13:15 - 02.03.2015 13:30","23334","24496"
"02.03.2015 13:30 - 02.03.2015 13:45","23352","24285"
"02.03.2015 13:45 - 02.03.2015 14:00","22866","23957"
"02.03.2015 14:00 - 02.03.2015 14:15","22920","23563"
"02.03.2015 14:15 - 02.03.2015 14:30","22958","23594"
"02.03.2015 14:30 - 02.03.2015 14:45","22791","23434"
"02.03.2015 14:45 - 02.03.2015 15:00","22636","23473"
"02.03.2015 15:00 - 02.03.2015 15:15","22655","23284"
"02.03.2015 15:15 - 02.03.2015 15:30","22471","23020"
"02.03.2015 15:30 - 02.03.2015 15:45","22193","22860"
"02.03.2015 15:45 - 02.03.2015 16:00","22046","22719"
"02.03.2015 16:00 - 02.03.2015 16:15","22299","22951"
"02.03.2015 16:15 - 02.03.2015 16:30","22105","22687"
"02.03.2015 16:30 - 02.03.2015 16:45","22013","22399"
"02.03.2015 16:45 - 02.03.2015 17:00","22047","22055"
"02.03.2015 17:00 - 02.03.2015 17:15","22168","21604"
"02.03.2015 17:15 - 02.03.2015 17:30","22190","21977"
"02.03.2015 17:30 - 02.03.2015 17:45","22565","22103"
"02.03.2015 17:45 - 02.03.2015 18:00","22650","22068"
"02.03.2015 18:00 - 02.03.2015 18:15","22962","21958"
"02.03.2015 18:15 - 02.03.2015 18:30","23174","22427"
"02.03.2015 18:30 - 02.03.2015 18:45","23317","22493"
"02.03.2015 18:45 - 02.03.2015 19:00","23290","22122"
"02.03.2015 19:00 - 02.03.2015 19:15","22944","21788"
"02.03.2015 19:15 - 02.03.2015 19:30","22612","21723"
"02.03.2015 19:30 - 02.03.2015 19:45","22396","21923"
"02.03.2015 19:45 - 02.03.2015 20:00","22169","22250"
"02.03.2015 20:00 - 02.03.2015 20:15","21718","21261"
"02.03.2015 20:15 - 02.03.2015 20:30","21521","20798"
"02.03.2015 20:30 - 02.03.2015 20:45","21203","20328"
"02.03.2015 20:45 - 02.03.2015 21:00","20634","19800"
"02.03.2015 21:00 - 02.03.2015 21:15","20575","19680"
"02.03.2015 21:15 - 02.03.2015 21:30","20553","19882"
"02.03.2015 21:30 - 02.03.2015 21:45","20042","19423"
"02.03.2015 21:45 - 02.03.2015 22:00","19659","19154"
"02.03.2015 22:00 - 02.03.2015 22:15","19977","19481"
"02.03.2015 22:15 - 02.03.2015 22:30","20121","19290"
"02.03.2015 22:30 - 02.03.2015 22:45","19818","18580"
"02.03.2015 22:45 - 02.03.2015 23:00","19306","18579"
