"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"29.01.2016 06:30 - 29.01.2016 06:45","18854","18751"
"29.01.2016 06:45 - 29.01.2016 07:00","19533","19328"
"29.01.2016 07:00 - 29.01.2016 07:15","20252","19862"
"29.01.2016 07:15 - 29.01.2016 07:30","21323","20251"
"29.01.2016 07:30 - 29.01.2016 07:45","21778","20741"
"29.01.2016 07:45 - 29.01.2016 08:00","21907","20932"
"29.01.2016 08:00 - 29.01.2016 08:15","22580","21250"
"29.01.2016 08:15 - 29.01.2016 08:30","22529","21172"
"29.01.2016 08:30 - 29.01.2016 08:45","22022","21191"
"29.01.2016 08:45 - 29.01.2016 09:00","22202","21142"
"29.01.2016 09:00 - 29.01.2016 09:15","22112","20713"
"29.01.2016 09:15 - 29.01.2016 09:30","21981","21012"
"29.01.2016 09:30 - 29.01.2016 09:45","22296","21139"
"29.01.2016 09:45 - 29.01.2016 10:00","22172","21103"
"29.01.2016 10:00 - 29.01.2016 10:15","22441","20915"
"29.01.2016 10:15 - 29.01.2016 10:30","22290","20975"
"29.01.2016 10:30 - 29.01.2016 10:45","22622","20984"
"29.01.2016 10:45 - 29.01.2016 11:00","22662","21497"
"29.01.2016 11:00 - 29.01.2016 11:15","23042","21452"
"29.01.2016 11:15 - 29.01.2016 11:30","22990","21238"
"29.01.2016 11:30 - 29.01.2016 11:45","23075","21014"
"29.01.2016 11:45 - 29.01.2016 12:00","22954","20916"
"29.01.2016 12:00 - 29.01.2016 12:15","22549","20762"
"29.01.2016 12:15 - 29.01.2016 12:30","22449","20848"
"29.01.2016 12:30 - 29.01.2016 12:45","22269","20623"
"29.01.2016 12:45 - 29.01.2016 13:00","22380","20564"
"29.01.2016 13:00 - 29.01.2016 13:15","21904","20320"
"29.01.2016 13:15 - 29.01.2016 13:30","21771","20095"
"29.01.2016 13:30 - 29.01.2016 13:45","21523","19804"
"29.01.2016 13:45 - 29.01.2016 14:00","21342","19342"
"29.01.2016 14:00 - 29.01.2016 14:15","21257","19763"
"29.01.2016 14:15 - 29.01.2016 14:30","21206","19591"
"29.01.2016 14:30 - 29.01.2016 14:45","21549","19509"
"29.01.2016 14:45 - 29.01.2016 15:00","21048","19314"
"29.01.2016 15:00 - 29.01.2016 15:15","21310","19377"
"29.01.2016 15:15 - 29.01.2016 15:30","20869","19355"
"29.01.2016 15:30 - 29.01.2016 15:45","20718","19429"
"29.01.2016 15:45 - 29.01.2016 16:00","20235","19391"
"29.01.2016 16:00 - 29.01.2016 16:15","20955","19413"
"29.01.2016 16:15 - 29.01.2016 16:30","20667","19542"
"29.01.2016 16:30 - 29.01.2016 16:45","21230","19675"
"29.01.2016 16:45 - 29.01.2016 17:00","21115","20059"
"29.01.2016 17:00 - 29.01.2016 17:15","21541","20530"
"29.01.2016 17:15 - 29.01.2016 17:30","21388","21090"
"29.01.2016 17:30 - 29.01.2016 17:45","22133","21443"
"29.01.2016 17:45 - 29.01.2016 18:00","22565","21343"
"29.01.2016 18:00 - 29.01.2016 18:15","21916","21440"
"29.01.2016 18:15 - 29.01.2016 18:30","21853","21506"
"29.01.2016 18:30 - 29.01.2016 18:45","21980","21349"
"29.01.2016 18:45 - 29.01.2016 19:00","21859","21115"
"29.01.2016 19:00 - 29.01.2016 19:15","22256","20981"
"29.01.2016 19:15 - 29.01.2016 19:30","21887","20686"
"29.01.2016 19:30 - 29.01.2016 19:45","21272","20414"
"29.01.2016 19:45 - 29.01.2016 20:00","22034","20115"
"29.01.2016 20:00 - 29.01.2016 20:15","20932","19463"
"29.01.2016 20:15 - 29.01.2016 20:30","20395","18967"
"29.01.2016 20:30 - 29.01.2016 20:45","19698","18640"
"29.01.2016 20:45 - 29.01.2016 21:00","19470","18198"
"29.01.2016 21:00 - 29.01.2016 21:15","19101","17887"
"29.01.2016 21:15 - 29.01.2016 21:30","19216","17888"
"29.01.2016 21:30 - 29.01.2016 21:45","18628","17460"
"29.01.2016 21:45 - 29.01.2016 22:00","18658","17037"
"29.01.2016 22:00 - 29.01.2016 22:15","18329","17615"
"29.01.2016 22:15 - 29.01.2016 22:30","18380","16997"
"29.01.2016 22:30 - 29.01.2016 22:45","18210","16847"
"29.01.2016 22:45 - 29.01.2016 23:00","17697","16467"
"29.01.2016 23:00 - 29.01.2016 23:15","17357","16020"
"29.01.2016 23:15 - 29.01.2016 23:30","16773","15631"
"29.01.2016 23:30 - 29.01.2016 23:45","16923","15245"
"29.01.2016 23:45 - 30.01.2016 00:00","16286","15064"
"30.01.2016 00:00 - 30.01.2016 00:15","16344","14865"
"30.01.2016 00:15 - 30.01.2016 00:30","16066","14752"
"30.01.2016 00:30 - 30.01.2016 00:45","15932","14442"
"30.01.2016 00:45 - 30.01.2016 01:00","15853","14043"
"30.01.2016 01:00 - 30.01.2016 01:15","15402","14100"
"30.01.2016 01:15 - 30.01.2016 01:30","15555","13927"
"30.01.2016 01:30 - 30.01.2016 01:45","14956","13752"
"30.01.2016 01:45 - 30.01.2016 02:00","15066","13567"
"30.01.2016 02:00 - 30.01.2016 02:15","14909","13395"
"30.01.2016 02:15 - 30.01.2016 02:30","14918","13260"
"30.01.2016 02:30 - 30.01.2016 02:45","14676","13167"
"30.01.2016 02:45 - 30.01.2016 03:00","14307","13220"
"30.01.2016 03:00 - 30.01.2016 03:15","14447","13244"
"30.01.2016 03:15 - 30.01.2016 03:30","14759","13148"
"30.01.2016 03:30 - 30.01.2016 03:45","15015","13044"
"30.01.2016 03:45 - 30.01.2016 04:00","14729","13156"
"30.01.2016 04:00 - 30.01.2016 04:15","14875","13208"
"30.01.2016 04:15 - 30.01.2016 04:30","14920","13146"
"30.01.2016 04:30 - 30.01.2016 04:45","14714","13200"
"30.01.2016 04:45 - 30.01.2016 05:00","14635","13200"
"30.01.2016 05:00 - 30.01.2016 05:15","15581","13301"
"30.01.2016 05:15 - 30.01.2016 05:30","14814","13256"
"30.01.2016 05:30 - 30.01.2016 05:45","15270","13289"
"30.01.2016 05:45 - 30.01.2016 06:00","14991","13397"
"30.01.2016 06:00 - 30.01.2016 06:15","14836","13186"
"30.01.2016 06:15 - 30.01.2016 06:30","14752","13696"
"30.01.2016 06:30 - 30.01.2016 06:45","15210","13990"
"30.01.2016 06:45 - 30.01.2016 07:00","15357","14304"
"30.01.2016 07:00 - 30.01.2016 07:15","15785","14254"
"30.01.2016 07:15 - 30.01.2016 07:30","15824","14641"
"30.01.2016 07:30 - 30.01.2016 07:45","16477","15080"
"30.01.2016 07:45 - 30.01.2016 08:00","16898","15355"
"30.01.2016 08:00 - 30.01.2016 08:15","17455","15768"
"30.01.2016 08:15 - 30.01.2016 08:30","17625","16015"
"30.01.2016 08:30 - 30.01.2016 08:45","17629","16433"
"30.01.2016 08:45 - 30.01.2016 09:00","18071","16806"
"30.01.2016 09:00 - 30.01.2016 09:15","18423","16921"
"30.01.2016 09:15 - 30.01.2016 09:30","18481","17067"
"30.01.2016 09:30 - 30.01.2016 09:45","18854","17385"
"30.01.2016 09:45 - 30.01.2016 10:00","18680","17639"
"30.01.2016 10:00 - 30.01.2016 10:15","19411","17854"
"30.01.2016 10:15 - 30.01.2016 10:30","18937","17851"
"30.01.2016 10:30 - 30.01.2016 10:45","19320","17814"
"30.01.2016 10:45 - 30.01.2016 11:00","19708","18368"
"30.01.2016 11:00 - 30.01.2016 11:15","19758","18674"
"30.01.2016 11:15 - 30.01.2016 11:30","19861","18781"
"30.01.2016 11:30 - 30.01.2016 11:45","19791","18732"
"30.01.2016 11:45 - 30.01.2016 12:00","19766","18340"
"30.01.2016 12:00 - 30.01.2016 12:15","19683","18069"
"30.01.2016 12:15 - 30.01.2016 12:30","19459","18154"
"30.01.2016 12:30 - 30.01.2016 12:45","19262","18200"
"30.01.2016 12:45 - 30.01.2016 13:00","19348","17926"
"30.01.2016 13:00 - 30.01.2016 13:15","19130","17709"
"30.01.2016 13:15 - 30.01.2016 13:30","18876","17509"
"30.01.2016 13:30 - 30.01.2016 13:45","18608","17070"
"30.01.2016 13:45 - 30.01.2016 14:00","18654","16759"
"30.01.2016 14:00 - 30.01.2016 14:15","17966","16658"
"30.01.2016 14:15 - 30.01.2016 14:30","17835","16556"
"30.01.2016 14:30 - 30.01.2016 14:45","17891","16617"
"30.01.2016 14:45 - 30.01.2016 15:00","17785","16430"
"30.01.2016 15:00 - 30.01.2016 15:15","18119","16621"
"30.01.2016 15:15 - 30.01.2016 15:30","17478","16656"
"30.01.2016 15:30 - 30.01.2016 15:45","17778","16643"
"30.01.2016 15:45 - 30.01.2016 16:00","17230","16843"
"30.01.2016 16:00 - 30.01.2016 16:15","17672","16509"
"30.01.2016 16:15 - 30.01.2016 16:30","17824","16617"
"30.01.2016 16:30 - 30.01.2016 16:45","18349","16884"
"30.01.2016 16:45 - 30.01.2016 17:00","18682","17109"
"30.01.2016 17:00 - 30.01.2016 17:15","19067","17468"
"30.01.2016 17:15 - 30.01.2016 17:30","19350","18106"
"30.01.2016 17:30 - 30.01.2016 17:45","19505","18484"
"30.01.2016 17:45 - 30.01.2016 18:00","19520","18783"
"30.01.2016 18:00 - 30.01.2016 18:15","19346","18799"
"30.01.2016 18:15 - 30.01.2016 18:30","18982","18567"
"30.01.2016 18:30 - 30.01.2016 18:45","19218","18665"
"30.01.2016 18:45 - 30.01.2016 19:00","18749","18414"
"30.01.2016 19:00 - 30.01.2016 19:15","18926","18104"
"30.01.2016 19:15 - 30.01.2016 19:30","18753","17725"
"30.01.2016 19:30 - 30.01.2016 19:45","17789","17522"
"30.01.2016 19:45 - 30.01.2016 20:00","19263","17349"
"30.01.2016 20:00 - 30.01.2016 20:15","18223","17057"
"30.01.2016 20:15 - 30.01.2016 20:30","17653","16639"
"30.01.2016 20:30 - 30.01.2016 20:45","17309","16302"
"30.01.2016 20:45 - 30.01.2016 21:00","17307","15912"
"30.01.2016 21:00 - 30.01.2016 21:15","17123","15764"
"30.01.2016 21:15 - 30.01.2016 21:30","17100","15809"
"30.01.2016 21:30 - 30.01.2016 21:45","16643","15414"
"30.01.2016 21:45 - 30.01.2016 22:00","16927","15231"
"30.01.2016 22:00 - 30.01.2016 22:15","16492","15911"
"30.01.2016 22:15 - 30.01.2016 22:30","16738","15530"
"30.01.2016 22:30 - 30.01.2016 22:45","16720","14997"
"30.01.2016 22:45 - 30.01.2016 23:00","16376","14815"
"30.01.2016 23:00 - 30.01.2016 23:15","16032","14676"
"30.01.2016 23:15 - 30.01.2016 23:30","15423","14593"
"30.01.2016 23:30 - 30.01.2016 23:45","15725","14370"
"30.01.2016 23:45 - 31.01.2016 00:00","14960","14111"
"31.01.2016 00:00 - 31.01.2016 00:15","14375","14163"
"31.01.2016 00:15 - 31.01.2016 00:30","14236","13631"
"31.01.2016 00:30 - 31.01.2016 00:45","14082","13851"
"31.01.2016 00:45 - 31.01.2016 01:00","13951","13461"
"31.01.2016 01:00 - 31.01.2016 01:15","13626","13339"
"31.01.2016 01:15 - 31.01.2016 01:30","13750","13042"
"31.01.2016 01:30 - 31.01.2016 01:45","13469","12856"
"31.01.2016 01:45 - 31.01.2016 02:00","13309","12766"
"31.01.2016 02:00 - 31.01.2016 02:15","13087","12715"
"31.01.2016 02:15 - 31.01.2016 02:30","13206","12718"
"31.01.2016 02:30 - 31.01.2016 02:45","13109","12548"
"31.01.2016 02:45 - 31.01.2016 03:00","12821","12391"
"31.01.2016 03:00 - 31.01.2016 03:15","12653","12329"
"31.01.2016 03:15 - 31.01.2016 03:30","12962","12192"
"31.01.2016 03:30 - 31.01.2016 03:45","13241","12174"
"31.01.2016 03:45 - 31.01.2016 04:00","12949","12160"
"31.01.2016 04:00 - 31.01.2016 04:15","13161","12310"
"31.01.2016 04:15 - 31.01.2016 04:30","12983","12350"
"31.01.2016 04:30 - 31.01.2016 04:45","12960","12351"
"31.01.2016 04:45 - 31.01.2016 05:00","12835","12290"
"31.01.2016 05:00 - 31.01.2016 05:15","13677","12373"
"31.01.2016 05:15 - 31.01.2016 05:30","12826","12490"
"31.01.2016 05:30 - 31.01.2016 05:45","13231","12467"
"31.01.2016 05:45 - 31.01.2016 06:00","12907","12550"
"31.01.2016 06:00 - 31.01.2016 06:15","12793","12103"
"31.01.2016 06:15 - 31.01.2016 06:30","12661","12556"
"31.01.2016 06:30 - 31.01.2016 06:45","12913","12772"
"31.01.2016 06:45 - 31.01.2016 07:00","12749","12903"
"31.01.2016 07:00 - 31.01.2016 07:15","13216","13052"
"31.01.2016 07:15 - 31.01.2016 07:30","13347","13022"
"31.01.2016 07:30 - 31.01.2016 07:45","13749","13350"
"31.01.2016 07:45 - 31.01.2016 08:00","13929","13709"
"31.01.2016 08:00 - 31.01.2016 08:15","14129","14048"
"31.01.2016 08:15 - 31.01.2016 08:30","14358","14420"
"31.01.2016 08:30 - 31.01.2016 08:45","14569","14532"
"31.01.2016 08:45 - 31.01.2016 09:00","15157","14854"
"31.01.2016 09:00 - 31.01.2016 09:15","15449","14975"
"31.01.2016 09:15 - 31.01.2016 09:30","15747","15376"
"31.01.2016 09:30 - 31.01.2016 09:45","15947","15296"
"31.01.2016 09:45 - 31.01.2016 10:00","15827","15552"
"31.01.2016 10:00 - 31.01.2016 10:15","16493","15920"
"31.01.2016 10:15 - 31.01.2016 10:30","16329","16295"
"31.01.2016 10:30 - 31.01.2016 10:45","16405","16372"
"31.01.2016 10:45 - 31.01.2016 11:00","17092","16611"
"31.01.2016 11:00 - 31.01.2016 11:15","17364","16735"
"31.01.2016 11:15 - 31.01.2016 11:30","17790","16948"
"31.01.2016 11:30 - 31.01.2016 11:45","17860","17166"
"31.01.2016 11:45 - 31.01.2016 12:00","17745","17128"
"31.01.2016 12:00 - 31.01.2016 12:15","17343","16890"
"31.01.2016 12:15 - 31.01.2016 12:30","17302","16807"
"31.01.2016 12:30 - 31.01.2016 12:45","17287","16609"
"31.01.2016 12:45 - 31.01.2016 13:00","16999","16649"
"31.01.2016 13:00 - 31.01.2016 13:15","16935","16359"
"31.01.2016 13:15 - 31.01.2016 13:30","16359","16472"
"31.01.2016 13:30 - 31.01.2016 13:45","15782","16376"
"31.01.2016 13:45 - 31.01.2016 14:00","16067","15975"
"31.01.2016 14:00 - 31.01.2016 14:15","15736","15942"
"31.01.2016 14:15 - 31.01.2016 14:30","15654","16175"
"31.01.2016 14:30 - 31.01.2016 14:45","15947","16312"
"31.01.2016 14:45 - 31.01.2016 15:00","15556","16127"
"31.01.2016 15:00 - 31.01.2016 15:15","16070","16109"
"31.01.2016 15:15 - 31.01.2016 15:30","15543","16053"
"31.01.2016 15:30 - 31.01.2016 15:45","15739","16107"
"31.01.2016 15:45 - 31.01.2016 16:00","15530","16038"
"31.01.2016 16:00 - 31.01.2016 16:15","15907","16155"
"31.01.2016 16:15 - 31.01.2016 16:30","16108","16146"
"31.01.2016 16:30 - 31.01.2016 16:45","16492","16532"
"31.01.2016 16:45 - 31.01.2016 17:00","16974","16998"
"31.01.2016 17:00 - 31.01.2016 17:15","17859","17535"
"31.01.2016 17:15 - 31.01.2016 17:30","18050","18072"
"31.01.2016 17:30 - 31.01.2016 17:45","18536","18521"
"31.01.2016 17:45 - 31.01.2016 18:00","18507","18289"
"31.01.2016 18:00 - 31.01.2016 18:15","18466","18175"
"31.01.2016 18:15 - 31.01.2016 18:30","18368","18397"
"31.01.2016 18:30 - 31.01.2016 18:45","18418","18059"
"31.01.2016 18:45 - 31.01.2016 19:00","17915","17891"
"31.01.2016 19:00 - 31.01.2016 19:15","18947","17798"
"31.01.2016 19:15 - 31.01.2016 19:30","18345","17759"
"31.01.2016 19:30 - 31.01.2016 19:45","17465","17588"
"31.01.2016 19:45 - 31.01.2016 20:00","19483","17394"
"31.01.2016 20:00 - 31.01.2016 20:15","18048","17143"
"31.01.2016 20:15 - 31.01.2016 20:30","17256","16753"
"31.01.2016 20:30 - 31.01.2016 20:45","16726","16277"
"31.01.2016 20:45 - 31.01.2016 21:00","16586","15993"
"31.01.2016 21:00 - 31.01.2016 21:15","16509","16305"
"31.01.2016 21:15 - 31.01.2016 21:30","16411","15808"
"31.01.2016 21:30 - 31.01.2016 21:45","16200","15578"
"31.01.2016 21:45 - 31.01.2016 22:00","16626","15652"
"31.01.2016 22:00 - 31.01.2016 22:15","16108","16124"
"31.01.2016 22:15 - 31.01.2016 22:30","16170","16075"
"31.01.2016 22:30 - 31.01.2016 22:45","16092","15815"
"31.01.2016 22:45 - 31.01.2016 23:00","15728","15189"
"31.01.2016 23:00 - 31.01.2016 23:15","15446","15206"
"31.01.2016 23:15 - 31.01.2016 23:30","15011","14763"
"31.01.2016 23:30 - 31.01.2016 23:45","15166","14372"
"31.01.2016 23:45 - 01.02.2016 00:00","14574","14145"
"01.02.2016 00:00 - 01.02.2016 00:15","14568","14353"
"01.02.2016 00:15 - 01.02.2016 00:30","14354","13905"
"01.02.2016 00:30 - 01.02.2016 00:45","14181","13647"
"01.02.2016 00:45 - 01.02.2016 01:00","14053","13564"
"01.02.2016 01:00 - 01.02.2016 01:15","13674","13716"
"01.02.2016 01:15 - 01.02.2016 01:30","13880","13614"
"01.02.2016 01:30 - 01.02.2016 01:45","13508","13366"
"01.02.2016 01:45 - 01.02.2016 02:00","13498","13249"
"01.02.2016 02:00 - 01.02.2016 02:15","13454","13257"
"01.02.2016 02:15 - 01.02.2016 02:30","13538","13407"
"01.02.2016 02:30 - 01.02.2016 02:45","13330","13239"
"01.02.2016 02:45 - 01.02.2016 03:00","13107","13313"
"01.02.2016 03:00 - 01.02.2016 03:15","13278","13586"
"01.02.2016 03:15 - 01.02.2016 03:30","13424","13456"
"01.02.2016 03:30 - 01.02.2016 03:45","13789","13523"
"01.02.2016 03:45 - 01.02.2016 04:00","13319","13643"
"01.02.2016 04:00 - 01.02.2016 04:15","13545","13639"
"01.02.2016 04:15 - 01.02.2016 04:30","13968","13911"
"01.02.2016 04:30 - 01.02.2016 04:45","13742","14194"
"01.02.2016 04:45 - 01.02.2016 05:00","13691","14230"
"01.02.2016 05:00 - 01.02.2016 05:15","14914","14463"
"01.02.2016 05:15 - 01.02.2016 05:30","14217","14684"
"01.02.2016 05:30 - 01.02.2016 05:45","15075","15270"
"01.02.2016 05:45 - 01.02.2016 06:00","15512","16158"
"01.02.2016 06:00 - 01.02.2016 06:15","16083","16833"
"01.02.2016 06:15 - 01.02.2016 06:30","16911","17580"
"01.02.2016 06:30 - 01.02.2016 06:45","18036","18375"
"01.02.2016 06:45 - 01.02.2016 07:00","19005","19105"
"01.02.2016 07:00 - 01.02.2016 07:15","19541","19766"
"01.02.2016 07:15 - 01.02.2016 07:30","19656","20180"
"01.02.2016 07:30 - 01.02.2016 07:45","20331","20607"
"01.02.2016 07:45 - 01.02.2016 08:00","20661","20665"
"01.02.2016 08:00 - 01.02.2016 08:15","21203","20956"
"01.02.2016 08:15 - 01.02.2016 08:30","21181","21128"
"01.02.2016 08:30 - 01.02.2016 08:45","21051","21362"
"01.02.2016 08:45 - 01.02.2016 09:00","21416","21489"
"01.02.2016 09:00 - 01.02.2016 09:15","21395","21468"
"01.02.2016 09:15 - 01.02.2016 09:30","21026","21711"
"01.02.2016 09:30 - 01.02.2016 09:45","21512","21494"
"01.02.2016 09:45 - 01.02.2016 10:00","21179","21453"
"01.02.2016 10:00 - 01.02.2016 10:15","21916","21537"
"01.02.2016 10:15 - 01.02.2016 10:30","21255","21782"
"01.02.2016 10:30 - 01.02.2016 10:45","21638","21797"
"01.02.2016 10:45 - 01.02.2016 11:00","21520","21903"
"01.02.2016 11:00 - 01.02.2016 11:15","21893","21983"
"01.02.2016 11:15 - 01.02.2016 11:30","21879","22403"
"01.02.2016 11:30 - 01.02.2016 11:45","21715","22520"
"01.02.2016 11:45 - 01.02.2016 12:00","22041","22317"
"01.02.2016 12:00 - 01.02.2016 12:15","21888","22363"
"01.02.2016 12:15 - 01.02.2016 12:30","21744","22256"
"01.02.2016 12:30 - 01.02.2016 12:45","21656","21954"
"01.02.2016 12:45 - 01.02.2016 13:00","22224","21802"
"01.02.2016 13:00 - 01.02.2016 13:15","22060","22062"
"01.02.2016 13:15 - 01.02.2016 13:30","21653","21962"
"01.02.2016 13:30 - 01.02.2016 13:45","21561","21679"
"01.02.2016 13:45 - 01.02.2016 14:00","21622","21374"
"01.02.2016 14:00 - 01.02.2016 14:15","20795","21244"
"01.02.2016 14:15 - 01.02.2016 14:30","20654","21143"
"01.02.2016 14:30 - 01.02.2016 14:45","20878","21249"
"01.02.2016 14:45 - 01.02.2016 15:00","20644","21192"
"01.02.2016 15:00 - 01.02.2016 15:15","20917","21039"
"01.02.2016 15:15 - 01.02.2016 15:30","20150","20954"
"01.02.2016 15:30 - 01.02.2016 15:45","20467","20939"
"01.02.2016 15:45 - 01.02.2016 16:00","19635","20996"
"01.02.2016 16:00 - 01.02.2016 16:15","20414","20821"
"01.02.2016 16:15 - 01.02.2016 16:30","19757","20778"
"01.02.2016 16:30 - 01.02.2016 16:45","20502","20663"
"01.02.2016 16:45 - 01.02.2016 17:00","20346","20822"
"01.02.2016 17:00 - 01.02.2016 17:15","20670","21300"
"01.02.2016 17:15 - 01.02.2016 17:30","21758","21700"
"01.02.2016 17:30 - 01.02.2016 17:45","21230","22163"
"01.02.2016 17:45 - 01.02.2016 18:00","21954","22362"
"01.02.2016 18:00 - 01.02.2016 18:15","21915","22123"
"01.02.2016 18:15 - 01.02.2016 18:30","21571","22119"
"01.02.2016 18:30 - 01.02.2016 18:45","21910","22272"
"01.02.2016 18:45 - 01.02.2016 19:00","21695","22042"
"01.02.2016 19:00 - 01.02.2016 19:15","22012","21777"
"01.02.2016 19:15 - 01.02.2016 19:30","21251","21511"
"01.02.2016 19:30 - 01.02.2016 19:45","21094","21287"
"01.02.2016 19:45 - 01.02.2016 20:00","22134","21155"
"01.02.2016 20:00 - 01.02.2016 20:15","20674","20680"
"01.02.2016 20:15 - 01.02.2016 20:30","19535","20108"
"01.02.2016 20:30 - 01.02.2016 20:45","18966","19590"
"01.02.2016 20:45 - 01.02.2016 21:00","18858","19197"
"01.02.2016 21:00 - 01.02.2016 21:15","18422","19220"
"01.02.2016 21:15 - 01.02.2016 21:30","18353","18992"
"01.02.2016 21:30 - 01.02.2016 21:45","18148","18512"
"01.02.2016 21:45 - 01.02.2016 22:00","17791","18142"
"01.02.2016 22:00 - 01.02.2016 22:15","17298","19043"
"01.02.2016 22:15 - 01.02.2016 22:30","17448","18270"
"01.02.2016 22:30 - 01.02.2016 22:45","17347","17945"
"01.02.2016 22:45 - 01.02.2016 23:00","16842","17307"
"01.02.2016 23:00 - 01.02.2016 23:15","16391","17045"
"01.02.2016 23:15 - 01.02.2016 23:30","15817","16374"
"01.02.2016 23:30 - 01.02.2016 23:45","15763","15987"
"01.02.2016 23:45 - 02.02.2016 00:00","15233","15727"
"02.02.2016 00:00 - 02.02.2016 00:15","15723","15545"
"02.02.2016 00:15 - 02.02.2016 00:30","14788","15167"
"02.02.2016 00:30 - 02.02.2016 00:45","14423","14892"
"02.02.2016 00:45 - 02.02.2016 01:00","14290","14901"
"02.02.2016 01:00 - 02.02.2016 01:15","13654","14771"
"02.02.2016 01:15 - 02.02.2016 01:30","13907","14406"
"02.02.2016 01:30 - 02.02.2016 01:45","13011","14256"
"02.02.2016 01:45 - 02.02.2016 02:00","13240","14177"
"02.02.2016 02:00 - 02.02.2016 02:15","13072","14002"
"02.02.2016 02:15 - 02.02.2016 02:30","13230","13896"
"02.02.2016 02:30 - 02.02.2016 02:45","12913","13998"
"02.02.2016 02:45 - 02.02.2016 03:00","12708","13661"
"02.02.2016 03:00 - 02.02.2016 03:15","12628","13728"
"02.02.2016 03:15 - 02.02.2016 03:30","12903","13830"
"02.02.2016 03:30 - 02.02.2016 03:45","13191","13771"
"02.02.2016 03:45 - 02.02.2016 04:00","13328","13997"
"02.02.2016 04:00 - 02.02.2016 04:15","13115","14097"
"02.02.2016 04:15 - 02.02.2016 04:30","13330","14136"
"02.02.2016 04:30 - 02.02.2016 04:45","13090","14519"
"02.02.2016 04:45 - 02.02.2016 05:00","13451","14731"
"02.02.2016 05:00 - 02.02.2016 05:15","14599","15010"
"02.02.2016 05:15 - 02.02.2016 05:30","14509","15196"
"02.02.2016 05:30 - 02.02.2016 05:45","15016","15719"
"02.02.2016 05:45 - 02.02.2016 06:00","16059","16338"
"02.02.2016 06:00 - 02.02.2016 06:15","16971","16693"
"02.02.2016 06:15 - 02.02.2016 06:30","17866","17920"
"02.02.2016 06:30 - 02.02.2016 06:45","18922","18732"
"02.02.2016 06:45 - 02.02.2016 07:00","19827","19329"
"02.02.2016 07:00 - 02.02.2016 07:15","20309","20321"
"02.02.2016 07:15 - 02.02.2016 07:30","19549","20670"
"02.02.2016 07:30 - 02.02.2016 07:45","20159","20773"
"02.02.2016 07:45 - 02.02.2016 08:00","20546","20922"
"02.02.2016 08:00 - 02.02.2016 08:15","20981","20905"
"02.02.2016 08:15 - 02.02.2016 08:30","20827","21209"
"02.02.2016 08:30 - 02.02.2016 08:45","20576","21499"
"02.02.2016 08:45 - 02.02.2016 09:00","21101","21451"
"02.02.2016 09:00 - 02.02.2016 09:15","21014","21470"
"02.02.2016 09:15 - 02.02.2016 09:30","20771","21382"
"02.02.2016 09:30 - 02.02.2016 09:45","21210","21211"
"02.02.2016 09:45 - 02.02.2016 10:00","20624","21513"
"02.02.2016 10:00 - 02.02.2016 10:15","21383","21717"
"02.02.2016 10:15 - 02.02.2016 10:30","21079","21804"
"02.02.2016 10:30 - 02.02.2016 10:45","21302","21893"
"02.02.2016 10:45 - 02.02.2016 11:00","21114","21946"
"02.02.2016 11:00 - 02.02.2016 11:15","21557","22333"
"02.02.2016 11:15 - 02.02.2016 11:30","21529","22459"
"02.02.2016 11:30 - 02.02.2016 11:45","21391","22136"
"02.02.2016 11:45 - 02.02.2016 12:00","21730","22116"
"02.02.2016 12:00 - 02.02.2016 12:15","21762","22121"
"02.02.2016 12:15 - 02.02.2016 12:30","21445","21823"
"02.02.2016 12:30 - 02.02.2016 12:45","20975","21869"
"02.02.2016 12:45 - 02.02.2016 13:00","21842","21907"
"02.02.2016 13:00 - 02.02.2016 13:15","21565","21948"
"02.02.2016 13:15 - 02.02.2016 13:30","21133","21770"
"02.02.2016 13:30 - 02.02.2016 13:45","21251","21505"
"02.02.2016 13:45 - 02.02.2016 14:00","20807","21423"
"02.02.2016 14:00 - 02.02.2016 14:15","20618","21560"
"02.02.2016 14:15 - 02.02.2016 14:30","20308","21313"
"02.02.2016 14:30 - 02.02.2016 14:45","20370","21149"
"02.02.2016 14:45 - 02.02.2016 15:00","20512","21084"
"02.02.2016 15:00 - 02.02.2016 15:15","20290","20917"
"02.02.2016 15:15 - 02.02.2016 15:30","19752","20797"
"02.02.2016 15:30 - 02.02.2016 15:45","19777","20755"
"02.02.2016 15:45 - 02.02.2016 16:00","19200","20760"
"02.02.2016 16:00 - 02.02.2016 16:15","19896","20886"
"02.02.2016 16:15 - 02.02.2016 16:30","19364","20751"
"02.02.2016 16:30 - 02.02.2016 16:45","20021","20685"
"02.02.2016 16:45 - 02.02.2016 17:00","19598","20844"
"02.02.2016 17:00 - 02.02.2016 17:15","20462","20981"
"02.02.2016 17:15 - 02.02.2016 17:30","20851","21274"
"02.02.2016 17:30 - 02.02.2016 17:45","21210","21827"
"02.02.2016 17:45 - 02.02.2016 18:00","21687","21917"
"02.02.2016 18:00 - 02.02.2016 18:15","21610","21838"
"02.02.2016 18:15 - 02.02.2016 18:30","20668","21867"
"02.02.2016 18:30 - 02.02.2016 18:45","21405","21807"
"02.02.2016 18:45 - 02.02.2016 19:00","21262","21567"
"02.02.2016 19:00 - 02.02.2016 19:15","21356","21295"
