"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"30.01.2015 21:45 - 30.01.2015 22:00","7973","7948"
"30.01.2015 22:00 - 30.01.2015 22:15","8029","7947"
"30.01.2015 22:15 - 30.01.2015 22:30","7845","7844"
"30.01.2015 22:30 - 30.01.2015 22:45","7749","7715"
"30.01.2015 22:45 - 30.01.2015 23:00","7590","7585"
"30.01.2015 23:00 - 30.01.2015 23:15","7511","7518"
"30.01.2015 23:15 - 30.01.2015 23:30","7369","7301"
"30.01.2015 23:30 - 30.01.2015 23:45","7274","7231"
"30.01.2015 23:45 - 31.01.2015 00:00","7147","7064"
"31.01.2015 00:00 - 31.01.2015 00:15","6999","6922"
"31.01.2015 00:15 - 31.01.2015 00:30","6841","6851"
"31.01.2015 00:30 - 31.01.2015 00:45","6869","6723"
"31.01.2015 00:45 - 31.01.2015 01:00","6807","6745"
"31.01.2015 01:00 - 31.01.2015 01:15","6700","6658"
"31.01.2015 01:15 - 31.01.2015 01:30","6657","6547"
"31.01.2015 01:30 - 31.01.2015 01:45","6603","6556"
"31.01.2015 01:45 - 31.01.2015 02:00","6563","6488"
"31.01.2015 02:00 - 31.01.2015 02:15","6482","6396"
"31.01.2015 02:15 - 31.01.2015 02:30","6395","6335"
"31.01.2015 02:30 - 31.01.2015 02:45","6373","6279"
"31.01.2015 02:45 - 31.01.2015 03:00","6287","6279"
"31.01.2015 03:00 - 31.01.2015 03:15","6269","6221"
"31.01.2015 03:15 - 31.01.2015 03:30","6242","6139"
"31.01.2015 03:30 - 31.01.2015 03:45","6231","6231"
"31.01.2015 03:45 - 31.01.2015 04:00","6225","6165"
"31.01.2015 04:00 - 31.01.2015 04:15","6225","6210"
"31.01.2015 04:15 - 31.01.2015 04:30","6228","6207"
"31.01.2015 04:30 - 31.01.2015 04:45","6280","6209"
"31.01.2015 04:45 - 31.01.2015 05:00","6236","6197"
"31.01.2015 05:00 - 31.01.2015 05:15","6178","6091"
"31.01.2015 05:15 - 31.01.2015 05:30","6079","6026"
"31.01.2015 05:30 - 31.01.2015 05:45","5993","5947"
"31.01.2015 05:45 - 31.01.2015 06:00","5995","5895"
"31.01.2015 06:00 - 31.01.2015 06:15","5949","5919"
"31.01.2015 06:15 - 31.01.2015 06:30","6002","5979"
"31.01.2015 06:30 - 31.01.2015 06:45","6063","5995"
"31.01.2015 06:45 - 31.01.2015 07:00","6155","6144"
"31.01.2015 07:00 - 31.01.2015 07:15","6269","6263"
"31.01.2015 07:15 - 31.01.2015 07:30","6377","6319"
"31.01.2015 07:30 - 31.01.2015 07:45","6454","6417"
"31.01.2015 07:45 - 31.01.2015 08:00","6542","6368"
"31.01.2015 08:00 - 31.01.2015 08:15","6617","6527"
"31.01.2015 08:15 - 31.01.2015 08:30","6713","6623"
"31.01.2015 08:30 - 31.01.2015 08:45","6797","6642"
"31.01.2015 08:45 - 31.01.2015 09:00","6892","6771"
"31.01.2015 09:00 - 31.01.2015 09:15","7111","7021"
"31.01.2015 09:15 - 31.01.2015 09:30","7224","7120"
"31.01.2015 09:30 - 31.01.2015 09:45","7327","7270"
"31.01.2015 09:45 - 31.01.2015 10:00","7417","7300"
"31.01.2015 10:00 - 31.01.2015 10:15","7432","7347"
"31.01.2015 10:15 - 31.01.2015 10:30","7480","7383"
"31.01.2015 10:30 - 31.01.2015 10:45","7491","7360"
"31.01.2015 10:45 - 31.01.2015 11:00","7499","7351"
"31.01.2015 11:00 - 31.01.2015 11:15","7495","7394"
"31.01.2015 11:15 - 31.01.2015 11:30","7428","7377"
"31.01.2015 11:30 - 31.01.2015 11:45","7442","7328"
"31.01.2015 11:45 - 31.01.2015 12:00","7525","7266"
"31.01.2015 12:00 - 31.01.2015 12:15","7645","7356"
"31.01.2015 12:15 - 31.01.2015 12:30","7622","7408"
"31.01.2015 12:30 - 31.01.2015 12:45","7555","7304"
"31.01.2015 12:45 - 31.01.2015 13:00","7513","7173"
"31.01.2015 13:00 - 31.01.2015 13:15","7379","7101"
"31.01.2015 13:15 - 31.01.2015 13:30","7287","7040"
"31.01.2015 13:30 - 31.01.2015 13:45","7294","7020"
"31.01.2015 13:45 - 31.01.2015 14:00","7193","6918"
"31.01.2015 14:00 - 31.01.2015 14:15","7126","6850"
"31.01.2015 14:15 - 31.01.2015 14:30","7057","6834"
"31.01.2015 14:30 - 31.01.2015 14:45","6984","6811"
"31.01.2015 14:45 - 31.01.2015 15:00","6972","6743"
"31.01.2015 15:00 - 31.01.2015 15:15","7011","6748"
"31.01.2015 15:15 - 31.01.2015 15:30","7076","6725"
"31.01.2015 15:30 - 31.01.2015 15:45","7042","6719"
"31.01.2015 15:45 - 31.01.2015 16:00","7019","6620"
"31.01.2015 16:00 - 31.01.2015 16:15","7054","6596"
"31.01.2015 16:15 - 31.01.2015 16:30","7033","6702"
"31.01.2015 16:30 - 31.01.2015 16:45","7087","6787"
"31.01.2015 16:45 - 31.01.2015 17:00","7177","6790"
"31.01.2015 17:00 - 31.01.2015 17:15","7387","6942"
"31.01.2015 17:15 - 31.01.2015 17:30","7566","7172"
"31.01.2015 17:30 - 31.01.2015 17:45","7538","7298"
"31.01.2015 17:45 - 31.01.2015 18:00","7589","7440"
"31.01.2015 18:00 - 31.01.2015 18:15","7659","7523"
"31.01.2015 18:15 - 31.01.2015 18:30","7637","7560"
"31.01.2015 18:30 - 31.01.2015 18:45","7592","7469"
"31.01.2015 18:45 - 31.01.2015 19:00","7516","7429"
"31.01.2015 19:00 - 31.01.2015 19:15","7476","7367"
"31.01.2015 19:15 - 31.01.2015 19:30","7437","7282"
"31.01.2015 19:30 - 31.01.2015 19:45","7324","7216"
"31.01.2015 19:45 - 31.01.2015 20:00","7218","7102"
"31.01.2015 20:00 - 31.01.2015 20:15","7058","6957"
"31.01.2015 20:15 - 31.01.2015 20:30","6928","6840"
"31.01.2015 20:30 - 31.01.2015 20:45","6889","6784"
"31.01.2015 20:45 - 31.01.2015 21:00","6834","6677"
"31.01.2015 21:00 - 31.01.2015 21:15","6856","6665"
"31.01.2015 21:15 - 31.01.2015 21:30","6794","6699"
"31.01.2015 21:30 - 31.01.2015 21:45","6788","6637"
"31.01.2015 21:45 - 31.01.2015 22:00","6747","6616"
"31.01.2015 22:00 - 31.01.2015 22:15","6880","6735"
"31.01.2015 22:15 - 31.01.2015 22:30","6806","6703"
"31.01.2015 22:30 - 31.01.2015 22:45","6719","6627"
"31.01.2015 22:45 - 31.01.2015 23:00","6566","6434"
"31.01.2015 23:00 - 31.01.2015 23:15","6469","6390"
"31.01.2015 23:15 - 31.01.2015 23:30","6391","6336"
"31.01.2015 23:30 - 31.01.2015 23:45","6340","6248"
"31.01.2015 23:45 - 01.02.2015 00:00","6211","6134"
"01.02.2015 00:00 - 01.02.2015 00:15","6153","6032"
"01.02.2015 00:15 - 01.02.2015 00:30","6051","5953"
"01.02.2015 00:30 - 01.02.2015 00:45","5936","5925"
"01.02.2015 00:45 - 01.02.2015 01:00","5892","5785"
"01.02.2015 01:00 - 01.02.2015 01:15","5847","5710"
"01.02.2015 01:15 - 01.02.2015 01:30","5741","5704"
"01.02.2015 01:30 - 01.02.2015 01:45","5725","5577"
"01.02.2015 01:45 - 01.02.2015 02:00","5656","5582"
"01.02.2015 02:00 - 01.02.2015 02:15","5657","5503"
"01.02.2015 02:15 - 01.02.2015 02:30","5603","5430"
"01.02.2015 02:30 - 01.02.2015 02:45","5481","5375"
"01.02.2015 02:45 - 01.02.2015 03:00","5524","5345"
"01.02.2015 03:00 - 01.02.2015 03:15","5504","5337"
"01.02.2015 03:15 - 01.02.2015 03:30","5455","5340"
"01.02.2015 03:30 - 01.02.2015 03:45","5522","5351"
"01.02.2015 03:45 - 01.02.2015 04:00","5468","5372"
"01.02.2015 04:00 - 01.02.2015 04:15","5476","5330"
"01.02.2015 04:15 - 01.02.2015 04:30","5428","5316"
"01.02.2015 04:30 - 01.02.2015 04:45","5512","5451"
"01.02.2015 04:45 - 01.02.2015 05:00","5557","5442"
"01.02.2015 05:00 - 01.02.2015 05:15","5416","5345"
"01.02.2015 05:15 - 01.02.2015 05:30","5384","5299"
"01.02.2015 05:30 - 01.02.2015 05:45","5311","5242"
"01.02.2015 05:45 - 01.02.2015 06:00","5189","5089"
"01.02.2015 06:00 - 01.02.2015 06:15","5110","5032"
"01.02.2015 06:15 - 01.02.2015 06:30","5082","5017"
"01.02.2015 06:30 - 01.02.2015 06:45","5135","5108"
"01.02.2015 06:45 - 01.02.2015 07:00","5134","5103"
"01.02.2015 07:00 - 01.02.2015 07:15","5144","5167"
"01.02.2015 07:15 - 01.02.2015 07:30","5175","5216"
"01.02.2015 07:30 - 01.02.2015 07:45","5183","5209"
"01.02.2015 07:45 - 01.02.2015 08:00","5221","5193"
"01.02.2015 08:00 - 01.02.2015 08:15","5327","5333"
"01.02.2015 08:15 - 01.02.2015 08:30","5379","5430"
"01.02.2015 08:30 - 01.02.2015 08:45","5462","5444"
"01.02.2015 08:45 - 01.02.2015 09:00","5564","5548"
"01.02.2015 09:00 - 01.02.2015 09:15","5863","5762"
"01.02.2015 09:15 - 01.02.2015 09:30","5916","5931"
"01.02.2015 09:30 - 01.02.2015 09:45","6089","5969"
"01.02.2015 09:45 - 01.02.2015 10:00","6126","6029"
"01.02.2015 10:00 - 01.02.2015 10:15","6167","6070"
"01.02.2015 10:15 - 01.02.2015 10:30","6175","6207"
"01.02.2015 10:30 - 01.02.2015 10:45","6196","6261"
"01.02.2015 10:45 - 01.02.2015 11:00","6368","6288"
"01.02.2015 11:00 - 01.02.2015 11:15","6318","6310"
"01.02.2015 11:15 - 01.02.2015 11:30","6374","6421"
"01.02.2015 11:30 - 01.02.2015 11:45","6451","6446"
"01.02.2015 11:45 - 01.02.2015 12:00","6441","6420"
"01.02.2015 12:00 - 01.02.2015 12:15","6552","6511"
"01.02.2015 12:15 - 01.02.2015 12:30","6596","6508"
"01.02.2015 12:30 - 01.02.2015 12:45","6478","6472"
"01.02.2015 12:45 - 01.02.2015 13:00","6412","6480"
"01.02.2015 13:00 - 01.02.2015 13:15","6343","6404"
"01.02.2015 13:15 - 01.02.2015 13:30","6264","6384"
"01.02.2015 13:30 - 01.02.2015 13:45","6291","6416"
"01.02.2015 13:45 - 01.02.2015 14:00","6217","6320"
"01.02.2015 14:00 - 01.02.2015 14:15","6170","6286"
"01.02.2015 14:15 - 01.02.2015 14:30","6118","6187"
"01.02.2015 14:30 - 01.02.2015 14:45","6007","6178"
"01.02.2015 14:45 - 01.02.2015 15:00","5985","6069"
"01.02.2015 15:00 - 01.02.2015 15:15","6078","6131"
"01.02.2015 15:15 - 01.02.2015 15:30","6017","6069"
"01.02.2015 15:30 - 01.02.2015 15:45","6013","6083"
"01.02.2015 15:45 - 01.02.2015 16:00","5969","6023"
"01.02.2015 16:00 - 01.02.2015 16:15","5998","6089"
"01.02.2015 16:15 - 01.02.2015 16:30","6028","6121"
"01.02.2015 16:30 - 01.02.2015 16:45","6102","6137"
"01.02.2015 16:45 - 01.02.2015 17:00","6251","6202"
"01.02.2015 17:00 - 01.02.2015 17:15","6386","6363"
"01.02.2015 17:15 - 01.02.2015 17:30","6658","6476"
"01.02.2015 17:30 - 01.02.2015 17:45","6821","6666"
"01.02.2015 17:45 - 01.02.2015 18:00","6910","6847"
"01.02.2015 18:00 - 01.02.2015 18:15","7080","7010"
"01.02.2015 18:15 - 01.02.2015 18:30","7034","7050"
"01.02.2015 18:30 - 01.02.2015 18:45","7049","7027"
"01.02.2015 18:45 - 01.02.2015 19:00","7030","6998"
"01.02.2015 19:00 - 01.02.2015 19:15","7025","7071"
"01.02.2015 19:15 - 01.02.2015 19:30","6985","6922"
"01.02.2015 19:30 - 01.02.2015 19:45","6979","6947"
"01.02.2015 19:45 - 01.02.2015 20:00","6892","6898"
"01.02.2015 20:00 - 01.02.2015 20:15","6909","6852"
"01.02.2015 20:15 - 01.02.2015 20:30","6854","6823"
"01.02.2015 20:30 - 01.02.2015 20:45","6796","6674"
"01.02.2015 20:45 - 01.02.2015 21:00","6731","6635"
"01.02.2015 21:00 - 01.02.2015 21:15","6762","6690"
"01.02.2015 21:15 - 01.02.2015 21:30","6813","6688"
"01.02.2015 21:30 - 01.02.2015 21:45","6850","6774"
"01.02.2015 21:45 - 01.02.2015 22:00","6862","6763"
"01.02.2015 22:00 - 01.02.2015 22:15","7052","6952"
"01.02.2015 22:15 - 01.02.2015 22:30","7042","6929"
"01.02.2015 22:30 - 01.02.2015 22:45","6975","6859"
"01.02.2015 22:45 - 01.02.2015 23:00","6819","6739"
"01.02.2015 23:00 - 01.02.2015 23:15","6907","6822"
"01.02.2015 23:15 - 01.02.2015 23:30","6821","6685"
"01.02.2015 23:30 - 01.02.2015 23:45","6680","6643"
"01.02.2015 23:45 - 02.02.2015 00:00","6577","6518"
"02.02.2015 00:00 - 02.02.2015 00:15","6490","6476"
"02.02.2015 00:15 - 02.02.2015 00:30","6426","6388"
"02.02.2015 00:30 - 02.02.2015 00:45","6318","6288"
"02.02.2015 00:45 - 02.02.2015 01:00","6150","6183"
"02.02.2015 01:00 - 02.02.2015 01:15","6119","6095"
"02.02.2015 01:15 - 02.02.2015 01:30","6000","6014"
"02.02.2015 01:30 - 02.02.2015 01:45","6077","5975"
"02.02.2015 01:45 - 02.02.2015 02:00","6080","5953"
"02.02.2015 02:00 - 02.02.2015 02:15","5988","5952"
"02.02.2015 02:15 - 02.02.2015 02:30","5990","5921"
"02.02.2015 02:30 - 02.02.2015 02:45","5925","5917"
"02.02.2015 02:45 - 02.02.2015 03:00","5936","5899"
"02.02.2015 03:00 - 02.02.2015 03:15","5938","5928"
"02.02.2015 03:15 - 02.02.2015 03:30","5890","5923"
"02.02.2015 03:30 - 02.02.2015 03:45","5982","5967"
"02.02.2015 03:45 - 02.02.2015 04:00","6016","6011"
"02.02.2015 04:00 - 02.02.2015 04:15","6068","6114"
"02.02.2015 04:15 - 02.02.2015 04:30","6176","6170"
"02.02.2015 04:30 - 02.02.2015 04:45","6279","6309"
"02.02.2015 04:45 - 02.02.2015 05:00","6353","6368"
"02.02.2015 05:00 - 02.02.2015 05:15","6502","6510"
"02.02.2015 05:15 - 02.02.2015 05:30","6564","6658"
"02.02.2015 05:30 - 02.02.2015 05:45","6775","6751"
"02.02.2015 05:45 - 02.02.2015 06:00","7044","7043"
"02.02.2015 06:00 - 02.02.2015 06:15","7445","7460"
"02.02.2015 06:15 - 02.02.2015 06:30","7836","7750"
"02.02.2015 06:30 - 02.02.2015 06:45","8154","8081"
"02.02.2015 06:45 - 02.02.2015 07:00","8424","8386"
"02.02.2015 07:00 - 02.02.2015 07:15","8807","8662"
"02.02.2015 07:15 - 02.02.2015 07:30","9028","8964"
"02.02.2015 07:30 - 02.02.2015 07:45","9201","8988"
"02.02.2015 07:45 - 02.02.2015 08:00","9305","9092"
"02.02.2015 08:00 - 02.02.2015 08:15","9356","9169"
"02.02.2015 08:15 - 02.02.2015 08:30","9456","9270"
"02.02.2015 08:30 - 02.02.2015 08:45","9511","9300"
"02.02.2015 08:45 - 02.02.2015 09:00","9480","9317"
"02.02.2015 09:00 - 02.02.2015 09:15","9499","9434"
"02.02.2015 09:15 - 02.02.2015 09:30","9557","9498"
"02.02.2015 09:30 - 02.02.2015 09:45","9600","9665"
"02.02.2015 09:45 - 02.02.2015 10:00","9676","9742"
"02.02.2015 10:00 - 02.02.2015 10:15","9701","9717"
"02.02.2015 10:15 - 02.02.2015 10:30","9729","9724"
"02.02.2015 10:30 - 02.02.2015 10:45","9775","9778"
"02.02.2015 10:45 - 02.02.2015 11:00","9788","9791"
"02.02.2015 11:00 - 02.02.2015 11:15","9792","9799"
"02.02.2015 11:15 - 02.02.2015 11:30","9897","9819"
"02.02.2015 11:30 - 02.02.2015 11:45","9881","9836"
"02.02.2015 11:45 - 02.02.2015 12:00","9982","9825"
"02.02.2015 12:00 - 02.02.2015 12:15","9844","9799"
"02.02.2015 12:15 - 02.02.2015 12:30","9848","9767"
"02.02.2015 12:30 - 02.02.2015 12:45","9772","9724"
"02.02.2015 12:45 - 02.02.2015 13:00","9765","9737"
"02.02.2015 13:00 - 02.02.2015 13:15","9891","9780"
"02.02.2015 13:15 - 02.02.2015 13:30","9888","9742"
"02.02.2015 13:30 - 02.02.2015 13:45","9879","9735"
"02.02.2015 13:45 - 02.02.2015 14:00","9860","9621"
"02.02.2015 14:00 - 02.02.2015 14:15","9760","9468"
"02.02.2015 14:15 - 02.02.2015 14:30","9733","9445"
"02.02.2015 14:30 - 02.02.2015 14:45","9666","9475"
"02.02.2015 14:45 - 02.02.2015 15:00","9683","9395"
"02.02.2015 15:00 - 02.02.2015 15:15","9748","9479"
"02.02.2015 15:15 - 02.02.2015 15:30","9664","9360"
"02.02.2015 15:30 - 02.02.2015 15:45","9650","9339"
"02.02.2015 15:45 - 02.02.2015 16:00","9559","9204"
"02.02.2015 16:00 - 02.02.2015 16:15","9515","9128"
"02.02.2015 16:15 - 02.02.2015 16:30","9474","9064"
"02.02.2015 16:30 - 02.02.2015 16:45","9460","8963"
"02.02.2015 16:45 - 02.02.2015 17:00","9519","8949"
"02.02.2015 17:00 - 02.02.2015 17:15","9593","9073"
"02.02.2015 17:15 - 02.02.2015 17:30","9712","9113"
"02.02.2015 17:30 - 02.02.2015 17:45","9725","9252"
"02.02.2015 17:45 - 02.02.2015 18:00","9728","9355"
"02.02.2015 18:00 - 02.02.2015 18:15","9714","9445"
"02.02.2015 18:15 - 02.02.2015 18:30","9633","9438"
"02.02.2015 18:30 - 02.02.2015 18:45","9605","9366"
"02.02.2015 18:45 - 02.02.2015 19:00","9597","9372"
"02.02.2015 19:00 - 02.02.2015 19:15","9555","9398"
"02.02.2015 19:15 - 02.02.2015 19:30","9448","9292"
"02.02.2015 19:30 - 02.02.2015 19:45","9424","9291"
"02.02.2015 19:45 - 02.02.2015 20:00","9303","9156"
"02.02.2015 20:00 - 02.02.2015 20:15","9146","9083"
"02.02.2015 20:15 - 02.02.2015 20:30","8980","9000"
"02.02.2015 20:30 - 02.02.2015 20:45","8865","8827"
"02.02.2015 20:45 - 02.02.2015 21:00","8797","8716"
"02.02.2015 21:00 - 02.02.2015 21:15","8748","8728"
"02.02.2015 21:15 - 02.02.2015 21:30","8693","8618"
"02.02.2015 21:30 - 02.02.2015 21:45","8586","8591"
"02.02.2015 21:45 - 02.02.2015 22:00","8458","8417"
"02.02.2015 22:00 - 02.02.2015 22:15","8408","8498"
"02.02.2015 22:15 - 02.02.2015 22:30","8275","8302"
"02.02.2015 22:30 - 02.02.2015 22:45","8077","8097"
"02.02.2015 22:45 - 02.02.2015 23:00","7933","7998"
"02.02.2015 23:00 - 02.02.2015 23:15","7874","7907"
"02.02.2015 23:15 - 02.02.2015 23:30","7724","7793"
"02.02.2015 23:30 - 02.02.2015 23:45","7634","7709"
"02.02.2015 23:45 - 03.02.2015 00:00","7460","7520"
"03.02.2015 00:00 - 03.02.2015 00:15","7385","7484"
"03.02.2015 00:15 - 03.02.2015 00:30","7244","7335"
"03.02.2015 00:30 - 03.02.2015 00:45","7140","7256"
"03.02.2015 00:45 - 03.02.2015 01:00","7008","7166"
"03.02.2015 01:00 - 03.02.2015 01:15","6892","7029"
"03.02.2015 01:15 - 03.02.2015 01:30","6784","6969"
"03.02.2015 01:30 - 03.02.2015 01:45","6838","6952"
"03.02.2015 01:45 - 03.02.2015 02:00","6803","6955"
"03.02.2015 02:00 - 03.02.2015 02:15","6690","6893"
"03.02.2015 02:15 - 03.02.2015 02:30","6662","6789"
"03.02.2015 02:30 - 03.02.2015 02:45","6636","6840"
"03.02.2015 02:45 - 03.02.2015 03:00","6616","6802"
"03.02.2015 03:00 - 03.02.2015 03:15","6629","6807"
"03.02.2015 03:15 - 03.02.2015 03:30","6585","6789"
"03.02.2015 03:30 - 03.02.2015 03:45","6701","6833"
"03.02.2015 03:45 - 03.02.2015 04:00","6646","6899"
"03.02.2015 04:00 - 03.02.2015 04:15","6675","6927"
"03.02.2015 04:15 - 03.02.2015 04:30","6771","6973"
"03.02.2015 04:30 - 03.02.2015 04:45","6831","7090"
"03.02.2015 04:45 - 03.02.2015 05:00","6932","7138"
"03.02.2015 05:00 - 03.02.2015 05:15","6994","7144"
"03.02.2015 05:15 - 03.02.2015 05:30","7060","7213"
"03.02.2015 05:30 - 03.02.2015 05:45","7154","7385"
"03.02.2015 05:45 - 03.02.2015 06:00","7382","7524"
"03.02.2015 06:00 - 03.02.2015 06:15","7816","7864"
"03.02.2015 06:15 - 03.02.2015 06:30","8102","8219"
"03.02.2015 06:30 - 03.02.2015 06:45","8425","8517"
"03.02.2015 06:45 - 03.02.2015 07:00","8702","8730"
"03.02.2015 07:00 - 03.02.2015 07:15","8996","8935"
"03.02.2015 07:15 - 03.02.2015 07:30","9242","9192"
"03.02.2015 07:30 - 03.02.2015 07:45","9382","9260"
"03.02.2015 07:45 - 03.02.2015 08:00","9414","9276"
"03.02.2015 08:00 - 03.02.2015 08:15","9468","9430"
"03.02.2015 08:15 - 03.02.2015 08:30","9442","9481"
"03.02.2015 08:30 - 03.02.2015 08:45","9475","9459"
"03.02.2015 08:45 - 03.02.2015 09:00","9425","9511"
"03.02.2015 09:00 - 03.02.2015 09:15","9436","9529"
"03.02.2015 09:15 - 03.02.2015 09:30","9516","9574"
"03.02.2015 09:30 - 03.02.2015 09:45","9540","9726"
"03.02.2015 09:45 - 03.02.2015 10:00","9599","9716"
"03.02.2015 10:00 - 03.02.2015 10:15","9680","9736"
"03.02.2015 10:15 - 03.02.2015 10:30","9688","9760"
"03.02.2015 10:30 - 03.02.2015 10:45","9651","9733"
"03.02.2015 10:45 - 03.02.2015 11:00","9609","9780"
"03.02.2015 11:00 - 03.02.2015 11:15","9585","9769"
"03.02.2015 11:15 - 03.02.2015 11:30","9680","9745"
"03.02.2015 11:30 - 03.02.2015 11:45","9766","9760"
"03.02.2015 11:45 - 03.02.2015 12:00","9655","9635"
"03.02.2015 12:00 - 03.02.2015 12:15","9657","9668"
"03.02.2015 12:15 - 03.02.2015 12:30","9604","9626"
"03.02.2015 12:30 - 03.02.2015 12:45","9610","9527"
"03.02.2015 12:45 - 03.02.2015 13:00","9601","9540"
"03.02.2015 13:00 - 03.02.2015 13:15","9656","9489"
"03.02.2015 13:15 - 03.02.2015 13:30","9676","9418"
"03.02.2015 13:30 - 03.02.2015 13:45","9659","9409"
"03.02.2015 13:45 - 03.02.2015 14:00","9598","9255"
"03.02.2015 14:00 - 03.02.2015 14:15","9615","9285"
"03.02.2015 14:15 - 03.02.2015 14:30","9582","9276"
"03.02.2015 14:30 - 03.02.2015 14:45","9572","9225"
"03.02.2015 14:45 - 03.02.2015 15:00","9517","9266"
"03.02.2015 15:00 - 03.02.2015 15:15","9613","9244"
"03.02.2015 15:15 - 03.02.2015 15:30","9604","9234"
"03.02.2015 15:30 - 03.02.2015 15:45","9519","9211"
"03.02.2015 15:45 - 03.02.2015 16:00","9494","9157"
"03.02.2015 16:00 - 03.02.2015 16:15","9444","9104"
"03.02.2015 16:15 - 03.02.2015 16:30","9377","9066"
"03.02.2015 16:30 - 03.02.2015 16:45","9334","8999"
"03.02.2015 16:45 - 03.02.2015 17:00","9356","8997"
"03.02.2015 17:00 - 03.02.2015 17:15","9356","9017"
"03.02.2015 17:15 - 03.02.2015 17:30","9494","9146"
"03.02.2015 17:30 - 03.02.2015 17:45","9549","9262"
"03.02.2015 17:45 - 03.02.2015 18:00","9616","9450"
"03.02.2015 18:00 - 03.02.2015 18:15","9582","9518"
"03.02.2015 18:15 - 03.02.2015 18:30","9503","9524"
"03.02.2015 18:30 - 03.02.2015 18:45","9489","9491"
"03.02.2015 18:45 - 03.02.2015 19:00","9458","9493"
"03.02.2015 19:00 - 03.02.2015 19:15","9446","9475"
"03.02.2015 19:15 - 03.02.2015 19:30","9372","9401"
"03.02.2015 19:30 - 03.02.2015 19:45","9299","9358"
"03.02.2015 19:45 - 03.02.2015 20:00","9218","9272"
"03.02.2015 20:00 - 03.02.2015 20:15","9028","9122"
"03.02.2015 20:15 - 03.02.2015 20:30","8887","9018"
"03.02.2015 20:30 - 03.02.2015 20:45","8835","8919"
"03.02.2015 20:45 - 03.02.2015 21:00","8718","8819"
"03.02.2015 21:00 - 03.02.2015 21:15","8683","8783"
"03.02.2015 21:15 - 03.02.2015 21:30","8630","8725"
"03.02.2015 21:30 - 03.02.2015 21:45","8513","8645"
"03.02.2015 21:45 - 03.02.2015 22:00","8377","8484"
"03.02.2015 22:00 - 03.02.2015 22:15","8386","8522"
"03.02.2015 22:15 - 03.02.2015 22:30","8222","8358"
"03.02.2015 22:30 - 03.02.2015 22:45","8045","8194"
"03.02.2015 22:45 - 03.02.2015 23:00","7873","8083"
"03.02.2015 23:00 - 03.02.2015 23:15","7848","8020"
"03.02.2015 23:15 - 03.02.2015 23:30","7639","7884"
"03.02.2015 23:30 - 03.02.2015 23:45","7598","7774"
"03.02.2015 23:45 - 04.02.2015 00:00","7404","7602"
"04.02.2015 00:00 - 04.02.2015 00:15","7304","7557"
"04.02.2015 00:15 - 04.02.2015 00:30","7210","7487"
"04.02.2015 00:30 - 04.02.2015 00:45","7069","7384"
"04.02.2015 00:45 - 04.02.2015 01:00","6911","7250"
"04.02.2015 01:00 - 04.02.2015 01:15","6778","7185"
"04.02.2015 01:15 - 04.02.2015 01:30","6693","7123"
"04.02.2015 01:30 - 04.02.2015 01:45","6726","7154"
"04.02.2015 01:45 - 04.02.2015 02:00","6683","7103"
"04.02.2015 02:00 - 04.02.2015 02:15","6618","6996"
"04.02.2015 02:15 - 04.02.2015 02:30","6580","6960"
"04.02.2015 02:30 - 04.02.2015 02:45","6580","6946"
"04.02.2015 02:45 - 04.02.2015 03:00","6614","6934"
"04.02.2015 03:00 - 04.02.2015 03:15","6582","6942"
"04.02.2015 03:15 - 04.02.2015 03:30","6547","6865"
"04.02.2015 03:30 - 04.02.2015 03:45","6603","6922"
"04.02.2015 03:45 - 04.02.2015 04:00","6622","6902"
"04.02.2015 04:00 - 04.02.2015 04:15","6680","6936"
"04.02.2015 04:15 - 04.02.2015 04:30","6728","7037"
"04.02.2015 04:30 - 04.02.2015 04:45","6855","7071"
"04.02.2015 04:45 - 04.02.2015 05:00","6947","7185"
"04.02.2015 05:00 - 04.02.2015 05:15","7047","7218"
"04.02.2015 05:15 - 04.02.2015 05:30","7080","7240"
"04.02.2015 05:30 - 04.02.2015 05:45","7165","7394"
"04.02.2015 05:45 - 04.02.2015 06:00","7346","7559"
"04.02.2015 06:00 - 04.02.2015 06:15","7758","7917"
"04.02.2015 06:15 - 04.02.2015 06:30","8043","8299"
"04.02.2015 06:30 - 04.02.2015 06:45","8316","8556"
"04.02.2015 06:45 - 04.02.2015 07:00","8630","8812"
"04.02.2015 07:00 - 04.02.2015 07:15","8935","9063"
"04.02.2015 07:15 - 04.02.2015 07:30","9178","9268"
"04.02.2015 07:30 - 04.02.2015 07:45","9362","9359"
"04.02.2015 07:45 - 04.02.2015 08:00","9347","9369"
"04.02.2015 08:00 - 04.02.2015 08:15","9418","9483"
"04.02.2015 08:15 - 04.02.2015 08:30","9447","9455"
"04.02.2015 08:30 - 04.02.2015 08:45","9487","9502"
"04.02.2015 08:45 - 04.02.2015 09:00","9468","9520"
"04.02.2015 09:00 - 04.02.2015 09:15","9479","9488"
"04.02.2015 09:15 - 04.02.2015 09:30","9559","9574"
"04.02.2015 09:30 - 04.02.2015 09:45","9641","9710"
"04.02.2015 09:45 - 04.02.2015 10:00","9722","9893"
"04.02.2015 10:00 - 04.02.2015 10:15","9717","9872"
"04.02.2015 10:15 - 04.02.2015 10:30","9707","9860"
