"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"23.02.2016 04:30 - 23.02.2016 04:45","5903","6324"
"23.02.2016 04:45 - 23.02.2016 05:00","5970","6410"
"23.02.2016 05:00 - 23.02.2016 05:15","6133","6501"
"23.02.2016 05:15 - 23.02.2016 05:30","6247","6575"
"23.02.2016 05:30 - 23.02.2016 05:45","6402","6784"
"23.02.2016 05:45 - 23.02.2016 06:00","6682","7017"
"23.02.2016 06:00 - 23.02.2016 06:15","7161","7405"
"23.02.2016 06:15 - 23.02.2016 06:30","7529","7705"
"23.02.2016 06:30 - 23.02.2016 06:45","7807","7935"
"23.02.2016 06:45 - 23.02.2016 07:00","8079","8323"
"23.02.2016 07:00 - 23.02.2016 07:15","8412","8598"
"23.02.2016 07:15 - 23.02.2016 07:30","8573","8735"
"23.02.2016 07:30 - 23.02.2016 07:45","8675","8824"
"23.02.2016 07:45 - 23.02.2016 08:00","8726","8869"
"23.02.2016 08:00 - 23.02.2016 08:15","8884","8952"
"23.02.2016 08:15 - 23.02.2016 08:30","8965","9029"
"23.02.2016 08:30 - 23.02.2016 08:45","9043","9063"
"23.02.2016 08:45 - 23.02.2016 09:00","9040","9107"
"23.02.2016 09:00 - 23.02.2016 09:15","9058","9182"
"23.02.2016 09:15 - 23.02.2016 09:30","9101","9245"
"23.02.2016 09:30 - 23.02.2016 09:45","9242","9391"
"23.02.2016 09:45 - 23.02.2016 10:00","9282","9403"
"23.02.2016 10:00 - 23.02.2016 10:15","9313","9530"
"23.02.2016 10:15 - 23.02.2016 10:30","9466","9563"
"23.02.2016 10:30 - 23.02.2016 10:45","9365","9660"
"23.02.2016 10:45 - 23.02.2016 11:00","9578","9736"
"23.02.2016 11:00 - 23.02.2016 11:15","9596","9652"
"23.02.2016 11:15 - 23.02.2016 11:30","9699","9732"
"23.02.2016 11:30 - 23.02.2016 11:45","9775","9730"
"23.02.2016 11:45 - 23.02.2016 12:00","9769","9763"
"23.02.2016 12:00 - 23.02.2016 12:15","9731","9633"
"23.02.2016 12:15 - 23.02.2016 12:30","9651","9465"
"23.02.2016 12:30 - 23.02.2016 12:45","9624","9555"
"23.02.2016 12:45 - 23.02.2016 13:00","9585","9693"
"23.02.2016 13:00 - 23.02.2016 13:15","9631","9771"
"23.02.2016 13:15 - 23.02.2016 13:30","9591","9700"
"23.02.2016 13:30 - 23.02.2016 13:45","9682","9784"
"23.02.2016 13:45 - 23.02.2016 14:00","9603","9598"
"23.02.2016 14:00 - 23.02.2016 14:15","9548","9580"
"23.02.2016 14:15 - 23.02.2016 14:30","9546","9560"
"23.02.2016 14:30 - 23.02.2016 14:45","9496","9492"
"23.02.2016 14:45 - 23.02.2016 15:00","9403","9459"
"23.02.2016 15:00 - 23.02.2016 15:15","9448","9501"
"23.02.2016 15:15 - 23.02.2016 15:30","9365","9471"
"23.02.2016 15:30 - 23.02.2016 15:45","9304","9378"
"23.02.2016 15:45 - 23.02.2016 16:00","9232","9274"
"23.02.2016 16:00 - 23.02.2016 16:15","9137","9238"
"23.02.2016 16:15 - 23.02.2016 16:30","9057","9124"
"23.02.2016 16:30 - 23.02.2016 16:45","9013","9119"
"23.02.2016 16:45 - 23.02.2016 17:00","8978","9046"
"23.02.2016 17:00 - 23.02.2016 17:15","8970","8967"
"23.02.2016 17:15 - 23.02.2016 17:30","9007","8961"
"23.02.2016 17:30 - 23.02.2016 17:45","9038","8900"
"23.02.2016 17:45 - 23.02.2016 18:00","9135","8918"
"23.02.2016 18:00 - 23.02.2016 18:15","9205","8972"
"23.02.2016 18:15 - 23.02.2016 18:30","9225","9162"
"23.02.2016 18:30 - 23.02.2016 18:45","9263","9204"
"23.02.2016 18:45 - 23.02.2016 19:00","9228","9218"
"23.02.2016 19:00 - 23.02.2016 19:15","9208","9322"
"23.02.2016 19:15 - 23.02.2016 19:30","9079","9167"
"23.02.2016 19:30 - 23.02.2016 19:45","9017","9118"
"23.02.2016 19:45 - 23.02.2016 20:00","8925","9018"
"23.02.2016 20:00 - 23.02.2016 20:15","8776","8838"
"23.02.2016 20:15 - 23.02.2016 20:30","8648","8740"
"23.02.2016 20:30 - 23.02.2016 20:45","8503","8543"
"23.02.2016 20:45 - 23.02.2016 21:00","8426","8492"
"23.02.2016 21:00 - 23.02.2016 21:15","8354","8428"
"23.02.2016 21:15 - 23.02.2016 21:30","8325","8345"
"23.02.2016 21:30 - 23.02.2016 21:45","8189","8270"
"23.02.2016 21:45 - 23.02.2016 22:00","8000","8095"
"23.02.2016 22:00 - 23.02.2016 22:15","8030","8047"
"23.02.2016 22:15 - 23.02.2016 22:30","7843","7871"
"23.02.2016 22:30 - 23.02.2016 22:45","7656","7721"
"23.02.2016 22:45 - 23.02.2016 23:00","7494","7544"
"23.02.2016 23:00 - 23.02.2016 23:15","7442","7485"
"23.02.2016 23:15 - 23.02.2016 23:30","7332","7364"
"23.02.2016 23:30 - 23.02.2016 23:45","7182","7254"
"23.02.2016 23:45 - 24.02.2016 00:00","7012","7084"
"24.02.2016 00:00 - 24.02.2016 00:15","7001","6972"
"24.02.2016 00:15 - 24.02.2016 00:30","6952","6877"
"24.02.2016 00:30 - 24.02.2016 00:45","6808","6753"
"24.02.2016 00:45 - 24.02.2016 01:00","6814","6672"
"24.02.2016 01:00 - 24.02.2016 01:15","6723","6547"
"24.02.2016 01:15 - 24.02.2016 01:30","6568","6465"
"24.02.2016 01:30 - 24.02.2016 01:45","6571","6507"
"24.02.2016 01:45 - 24.02.2016 02:00","6524","6492"
"24.02.2016 02:00 - 24.02.2016 02:15","6483","6463"
"24.02.2016 02:15 - 24.02.2016 02:30","6440","6434"
"24.02.2016 02:30 - 24.02.2016 02:45","6393","6384"
"24.02.2016 02:45 - 24.02.2016 03:00","6381","6429"
"24.02.2016 03:00 - 24.02.2016 03:15","6396","6376"
"24.02.2016 03:15 - 24.02.2016 03:30","6370","6375"
"24.02.2016 03:30 - 24.02.2016 03:45","6457","6454"
"24.02.2016 03:45 - 24.02.2016 04:00","6499","6428"
"24.02.2016 04:00 - 24.02.2016 04:15","6571","6500"
"24.02.2016 04:15 - 24.02.2016 04:30","6600","6519"
"24.02.2016 04:30 - 24.02.2016 04:45","6703","6637"
"24.02.2016 04:45 - 24.02.2016 05:00","6733","6721"
"24.02.2016 05:00 - 24.02.2016 05:15","6804","6778"
"24.02.2016 05:15 - 24.02.2016 05:30","6862","6885"
"24.02.2016 05:30 - 24.02.2016 05:45","7009","6965"
"24.02.2016 05:45 - 24.02.2016 06:00","7171","7196"
"24.02.2016 06:00 - 24.02.2016 06:15","7631","7582"
"24.02.2016 06:15 - 24.02.2016 06:30","7966","7907"
"24.02.2016 06:30 - 24.02.2016 06:45","8247","8245"
"24.02.2016 06:45 - 24.02.2016 07:00","8513","8489"
"24.02.2016 07:00 - 24.02.2016 07:15","8810","8689"
"24.02.2016 07:15 - 24.02.2016 07:30","8993","8831"
"24.02.2016 07:30 - 24.02.2016 07:45","9103","8924"
"24.02.2016 07:45 - 24.02.2016 08:00","9204","9077"
"24.02.2016 08:00 - 24.02.2016 08:15","9336","9181"
"24.02.2016 08:15 - 24.02.2016 08:30","9421","9287"
"24.02.2016 08:30 - 24.02.2016 08:45","9451","9358"
"24.02.2016 08:45 - 24.02.2016 09:00","9443","9281"
"24.02.2016 09:00 - 24.02.2016 09:15","9469","9322"
"24.02.2016 09:15 - 24.02.2016 09:30","9586","9301"
"24.02.2016 09:30 - 24.02.2016 09:45","9676","9409"
"24.02.2016 09:45 - 24.02.2016 10:00","9745","9479"
"24.02.2016 10:00 - 24.02.2016 10:15","9770","9530"
"24.02.2016 10:15 - 24.02.2016 10:30","9766","9557"
"24.02.2016 10:30 - 24.02.2016 10:45","9768","9593"
"24.02.2016 10:45 - 24.02.2016 11:00","9820","9752"
"24.02.2016 11:00 - 24.02.2016 11:15","9819","9596"
"24.02.2016 11:15 - 24.02.2016 11:30","9836","9716"
"24.02.2016 11:30 - 24.02.2016 11:45","9880","9659"
"24.02.2016 11:45 - 24.02.2016 12:00","9818","9564"
"24.02.2016 12:00 - 24.02.2016 12:15","9841","9503"
"24.02.2016 12:15 - 24.02.2016 12:30","9772","9364"
"24.02.2016 12:30 - 24.02.2016 12:45","9756","9176"
"24.02.2016 12:45 - 24.02.2016 13:00","9802","9123"
"24.02.2016 13:00 - 24.02.2016 13:15","9821","9143"
"24.02.2016 13:15 - 24.02.2016 13:30","9831","9092"
"24.02.2016 13:30 - 24.02.2016 13:45","9794","9097"
"24.02.2016 13:45 - 24.02.2016 14:00","9711","9168"
"24.02.2016 14:00 - 24.02.2016 14:15","9701","9048"
"24.02.2016 14:15 - 24.02.2016 14:30","9628","8978"
"24.02.2016 14:30 - 24.02.2016 14:45","9558","8989"
"24.02.2016 14:45 - 24.02.2016 15:00","9510","8933"
"24.02.2016 15:00 - 24.02.2016 15:15","9515","8961"
"24.02.2016 15:15 - 24.02.2016 15:30","9472","8914"
"24.02.2016 15:30 - 24.02.2016 15:45","9365","8832"
"24.02.2016 15:45 - 24.02.2016 16:00","9262","8617"
"24.02.2016 16:00 - 24.02.2016 16:15","9198","8707"
"24.02.2016 16:15 - 24.02.2016 16:30","9111","8665"
"24.02.2016 16:30 - 24.02.2016 16:45","9105","8546"
"24.02.2016 16:45 - 24.02.2016 17:00","9049","8573"
"24.02.2016 17:00 - 24.02.2016 17:15","9047","8516"
"24.02.2016 17:15 - 24.02.2016 17:30","9070","8454"
"24.02.2016 17:30 - 24.02.2016 17:45","9048","8475"
"24.02.2016 17:45 - 24.02.2016 18:00","9156","8643"
"24.02.2016 18:00 - 24.02.2016 18:15","9288","8806"
"24.02.2016 18:15 - 24.02.2016 18:30","9331","9022"
"24.02.2016 18:30 - 24.02.2016 18:45","9373","9082"
"24.02.2016 18:45 - 24.02.2016 19:00","9357","9088"
"24.02.2016 19:00 - 24.02.2016 19:15","9392","9159"
"24.02.2016 19:15 - 24.02.2016 19:30","9182","9037"
"24.02.2016 19:30 - 24.02.2016 19:45","9124","9042"
"24.02.2016 19:45 - 24.02.2016 20:00","9018","8910"
"24.02.2016 20:00 - 24.02.2016 20:15","8836","8767"
"24.02.2016 20:15 - 24.02.2016 20:30","8742","8661"
"24.02.2016 20:30 - 24.02.2016 20:45","8574","8539"
"24.02.2016 20:45 - 24.02.2016 21:00","8506","8428"
"24.02.2016 21:00 - 24.02.2016 21:15","8428","8377"
"24.02.2016 21:15 - 24.02.2016 21:30","8369","8299"
"24.02.2016 21:30 - 24.02.2016 21:45","8287","8214"
"24.02.2016 21:45 - 24.02.2016 22:00","8105","8059"
"24.02.2016 22:00 - 24.02.2016 22:15","8076","8035"
"24.02.2016 22:15 - 24.02.2016 22:30","7919","7846"
"24.02.2016 22:30 - 24.02.2016 22:45","7729","7682"
"24.02.2016 22:45 - 24.02.2016 23:00","7589","7516"
"24.02.2016 23:00 - 24.02.2016 23:15","7498","7434"
"24.02.2016 23:15 - 24.02.2016 23:30","7330","7257"
"24.02.2016 23:30 - 24.02.2016 23:45","7195","7122"
"24.02.2016 23:45 - 25.02.2016 00:00","7030","6939"
"25.02.2016 00:00 - 25.02.2016 00:15","6947","6893"
"25.02.2016 00:15 - 25.02.2016 00:30","6836","6746"
"25.02.2016 00:30 - 25.02.2016 00:45","6701","6602"
"25.02.2016 00:45 - 25.02.2016 01:00","6615","6506"
"25.02.2016 01:00 - 25.02.2016 01:15","6493","6404"
"25.02.2016 01:15 - 25.02.2016 01:30","6419","6309"
"25.02.2016 01:30 - 25.02.2016 01:45","6386","6313"
"25.02.2016 01:45 - 25.02.2016 02:00","6382","6234"
"25.02.2016 02:00 - 25.02.2016 02:15","6322","6204"
"25.02.2016 02:15 - 25.02.2016 02:30","6264","6192"
"25.02.2016 02:30 - 25.02.2016 02:45","6268","6110"
"25.02.2016 02:45 - 25.02.2016 03:00","6244","6206"
"25.02.2016 03:00 - 25.02.2016 03:15","6255","6210"
"25.02.2016 03:15 - 25.02.2016 03:30","6224","6188"
"25.02.2016 03:30 - 25.02.2016 03:45","6225","6263"
"25.02.2016 03:45 - 25.02.2016 04:00","6264","6272"
"25.02.2016 04:00 - 25.02.2016 04:15","6319","6345"
"25.02.2016 04:15 - 25.02.2016 04:30","6381","6396"
"25.02.2016 04:30 - 25.02.2016 04:45","6481","6507"
"25.02.2016 04:45 - 25.02.2016 05:00","6537","6547"
"25.02.2016 05:00 - 25.02.2016 05:15","6655","6600"
"25.02.2016 05:15 - 25.02.2016 05:30","6722","6704"
"25.02.2016 05:30 - 25.02.2016 05:45","6883","6881"
"25.02.2016 05:45 - 25.02.2016 06:00","7085","7064"
"25.02.2016 06:00 - 25.02.2016 06:15","7449","7431"
"25.02.2016 06:15 - 25.02.2016 06:30","7769","7783"
"25.02.2016 06:30 - 25.02.2016 06:45","8075","8090"
"25.02.2016 06:45 - 25.02.2016 07:00","8353","8352"
"25.02.2016 07:00 - 25.02.2016 07:15","8638","8554"
"25.02.2016 07:15 - 25.02.2016 07:30","8744","8685"
"25.02.2016 07:30 - 25.02.2016 07:45","8827","8774"
"25.02.2016 07:45 - 25.02.2016 08:00","8939","8874"
"25.02.2016 08:00 - 25.02.2016 08:15","9042","8946"
"25.02.2016 08:15 - 25.02.2016 08:30","9066","9007"
"25.02.2016 08:30 - 25.02.2016 08:45","9046","9035"
"25.02.2016 08:45 - 25.02.2016 09:00","9013","9035"
"25.02.2016 09:00 - 25.02.2016 09:15","8942","9045"
"25.02.2016 09:15 - 25.02.2016 09:30","8914","9086"
"25.02.2016 09:30 - 25.02.2016 09:45","8927","9187"
"25.02.2016 09:45 - 25.02.2016 10:00","8987","9322"
"25.02.2016 10:00 - 25.02.2016 10:15","9030","9362"
"25.02.2016 10:15 - 25.02.2016 10:30","9075","9431"
"25.02.2016 10:30 - 25.02.2016 10:45","9095","9444"
"25.02.2016 10:45 - 25.02.2016 11:00","9178","9507"
"25.02.2016 11:00 - 25.02.2016 11:15","9237","9564"
"25.02.2016 11:15 - 25.02.2016 11:30","9370","9648"
"25.02.2016 11:30 - 25.02.2016 11:45","9416","9758"
"25.02.2016 11:45 - 25.02.2016 12:00","9466","9775"
"25.02.2016 12:00 - 25.02.2016 12:15","9415","9620"
"25.02.2016 12:15 - 25.02.2016 12:30","9418","9602"
"25.02.2016 12:30 - 25.02.2016 12:45","9429","9621"
"25.02.2016 12:45 - 25.02.2016 13:00","9359","9623"
"25.02.2016 13:00 - 25.02.2016 13:15","9353","9631"
"25.02.2016 13:15 - 25.02.2016 13:30","9184","9502"
"25.02.2016 13:30 - 25.02.2016 13:45","9075","9419"
"25.02.2016 13:45 - 25.02.2016 14:00","8921","9293"
"25.02.2016 14:00 - 25.02.2016 14:15","8721","9255"
"25.02.2016 14:15 - 25.02.2016 14:30","8749","9197"
"25.02.2016 14:30 - 25.02.2016 14:45","8698","9202"
"25.02.2016 14:45 - 25.02.2016 15:00","8782","9136"
"25.02.2016 15:00 - 25.02.2016 15:15","8678","9087"
"25.02.2016 15:15 - 25.02.2016 15:30","8700","8774"
"25.02.2016 15:30 - 25.02.2016 15:45","8641","8939"
"25.02.2016 15:45 - 25.02.2016 16:00","8589","8890"
"25.02.2016 16:00 - 25.02.2016 16:15","8552","8844"
"25.02.2016 16:15 - 25.02.2016 16:30","8498","8686"
"25.02.2016 16:30 - 25.02.2016 16:45","8509","8619"
"25.02.2016 16:45 - 25.02.2016 17:00","8467","8630"
"25.02.2016 17:00 - 25.02.2016 17:15","8449","8613"
"25.02.2016 17:15 - 25.02.2016 17:30","8465","8570"
"25.02.2016 17:30 - 25.02.2016 17:45","8494","8584"
"25.02.2016 17:45 - 25.02.2016 18:00","8743","8656"
"25.02.2016 18:00 - 25.02.2016 18:15","8973","8759"
"25.02.2016 18:15 - 25.02.2016 18:30","9103","8957"
"25.02.2016 18:30 - 25.02.2016 18:45","9209","9043"
"25.02.2016 18:45 - 25.02.2016 19:00","9199","9135"
"25.02.2016 19:00 - 25.02.2016 19:15","9220","9174"
"25.02.2016 19:15 - 25.02.2016 19:30","9149","9058"
"25.02.2016 19:30 - 25.02.2016 19:45","9120","9018"
"25.02.2016 19:45 - 25.02.2016 20:00","9005","8932"
"25.02.2016 20:00 - 25.02.2016 20:15","8831","8821"
"25.02.2016 20:15 - 25.02.2016 20:30","8683","8719"
"25.02.2016 20:30 - 25.02.2016 20:45","8566","8576"
"25.02.2016 20:45 - 25.02.2016 21:00","8532","8510"
"25.02.2016 21:00 - 25.02.2016 21:15","8432","8426"
"25.02.2016 21:15 - 25.02.2016 21:30","8383","8388"
"25.02.2016 21:30 - 25.02.2016 21:45","8248","8321"
"25.02.2016 21:45 - 25.02.2016 22:00","8145","8141"
"25.02.2016 22:00 - 25.02.2016 22:15","8153","8140"
"25.02.2016 22:15 - 25.02.2016 22:30","7946","7948"
"25.02.2016 22:30 - 25.02.2016 22:45","7768","7785"
"25.02.2016 22:45 - 25.02.2016 23:00","7560","7670"
"25.02.2016 23:00 - 25.02.2016 23:15","7524","7581"
"25.02.2016 23:15 - 25.02.2016 23:30","7354","7422"
"25.02.2016 23:30 - 25.02.2016 23:45","7218","7309"
"25.02.2016 23:45 - 26.02.2016 00:00","7068","7156"
"26.02.2016 00:00 - 26.02.2016 00:15","6998","7109"
"26.02.2016 00:15 - 26.02.2016 00:30","6869","7002"
"26.02.2016 00:30 - 26.02.2016 00:45","6762","6855"
"26.02.2016 00:45 - 26.02.2016 01:00","6598","6763"
"26.02.2016 01:00 - 26.02.2016 01:15","6531","6653"
"26.02.2016 01:15 - 26.02.2016 01:30","6452","6587"
"26.02.2016 01:30 - 26.02.2016 01:45","6424","6585"
"26.02.2016 01:45 - 26.02.2016 02:00","6411","6569"
"26.02.2016 02:00 - 26.02.2016 02:15","6345","6503"
"26.02.2016 02:15 - 26.02.2016 02:30","6302","6465"
"26.02.2016 02:30 - 26.02.2016 02:45","6298","6487"
"26.02.2016 02:45 - 26.02.2016 03:00","6321","6443"
"26.02.2016 03:00 - 26.02.2016 03:15","6313","6442"
"26.02.2016 03:15 - 26.02.2016 03:30","6293","6424"
"26.02.2016 03:30 - 26.02.2016 03:45","6364","6464"
"26.02.2016 03:45 - 26.02.2016 04:00","6372","6533"
"26.02.2016 04:00 - 26.02.2016 04:15","6402","6523"
"26.02.2016 04:15 - 26.02.2016 04:30","6481","6630"
"26.02.2016 04:30 - 26.02.2016 04:45","6550","6729"
"26.02.2016 04:45 - 26.02.2016 05:00","6620","6721"
"26.02.2016 05:00 - 26.02.2016 05:15","6762","6815"
"26.02.2016 05:15 - 26.02.2016 05:30","6786","6827"
"26.02.2016 05:30 - 26.02.2016 05:45","6943","7002"
"26.02.2016 05:45 - 26.02.2016 06:00","7166","7247"
"26.02.2016 06:00 - 26.02.2016 06:15","7470","7521"
"26.02.2016 06:15 - 26.02.2016 06:30","7799","7893"
"26.02.2016 06:30 - 26.02.2016 06:45","8086","8140"
"26.02.2016 06:45 - 26.02.2016 07:00","8364","8341"
"26.02.2016 07:00 - 26.02.2016 07:15","8641","8546"
"26.02.2016 07:15 - 26.02.2016 07:30","8767","8633"
"26.02.2016 07:30 - 26.02.2016 07:45","8894","8765"
"26.02.2016 07:45 - 26.02.2016 08:00","9017","8930"
"26.02.2016 08:00 - 26.02.2016 08:15","9070","8963"
"26.02.2016 08:15 - 26.02.2016 08:30","9187","9129"
"26.02.2016 08:30 - 26.02.2016 08:45","9239","9119"
"26.02.2016 08:45 - 26.02.2016 09:00","9224","9159"
"26.02.2016 09:00 - 26.02.2016 09:15","9317","9143"
"26.02.2016 09:15 - 26.02.2016 09:30","9336","9115"
"26.02.2016 09:30 - 26.02.2016 09:45","9504","9233"
"26.02.2016 09:45 - 26.02.2016 10:00","9605","9220"
"26.02.2016 10:00 - 26.02.2016 10:15","9565","9315"
"26.02.2016 10:15 - 26.02.2016 10:30","9624","9526"
"26.02.2016 10:30 - 26.02.2016 10:45","9687","9370"
"26.02.2016 10:45 - 26.02.2016 11:00","9631","9469"
"26.02.2016 11:00 - 26.02.2016 11:15","9634","9255"
"26.02.2016 11:15 - 26.02.2016 11:30","9616","9286"
"26.02.2016 11:30 - 26.02.2016 11:45","9667","9277"
"26.02.2016 11:45 - 26.02.2016 12:00","9609","9193"
"26.02.2016 12:00 - 26.02.2016 12:15","9627","9254"
"26.02.2016 12:15 - 26.02.2016 12:30","9558","9100"
"26.02.2016 12:30 - 26.02.2016 12:45","9522","9049"
"26.02.2016 12:45 - 26.02.2016 13:00","9531","9042"
"26.02.2016 13:00 - 26.02.2016 13:15","9533","9025"
"26.02.2016 13:15 - 26.02.2016 13:30","9517","8847"
"26.02.2016 13:30 - 26.02.2016 13:45","9499","8750"
"26.02.2016 13:45 - 26.02.2016 14:00","9442","8696"
"26.02.2016 14:00 - 26.02.2016 14:15","9372","8673"
"26.02.2016 14:15 - 26.02.2016 14:30","9363","8585"
"26.02.2016 14:30 - 26.02.2016 14:45","9289","8541"
"26.02.2016 14:45 - 26.02.2016 15:00","9216","8433"
"26.02.2016 15:00 - 26.02.2016 15:15","9146","8451"
"26.02.2016 15:15 - 26.02.2016 15:30","9013","8359"
"26.02.2016 15:30 - 26.02.2016 15:45","8922","8259"
"26.02.2016 15:45 - 26.02.2016 16:00","8816","8166"
"26.02.2016 16:00 - 26.02.2016 16:15","8723","8008"
"26.02.2016 16:15 - 26.02.2016 16:30","8667","8027"
"26.02.2016 16:30 - 26.02.2016 16:45","8612","8018"
"26.02.2016 16:45 - 26.02.2016 17:00","8602","8045"
"26.02.2016 17:00 - 26.02.2016 17:15","8574","8104"
"26.02.2016 17:15 - 26.02.2016 17:30","8510","8071"
"26.02.2016 17:30 - 26.02.2016 17:45","8489","8160"
"26.02.2016 17:45 - 26.02.2016 18:00","8623","8185"
"26.02.2016 18:00 - 26.02.2016 18:15","8810","8338"
"26.02.2016 18:15 - 26.02.2016 18:30","8943","8567"
"26.02.2016 18:30 - 26.02.2016 18:45","8979","8677"
"26.02.2016 18:45 - 26.02.2016 19:00","8929","8687"
"26.02.2016 19:00 - 26.02.2016 19:15","8927","8679"
"26.02.2016 19:15 - 26.02.2016 19:30","8761","8562"
"26.02.2016 19:30 - 26.02.2016 19:45","8727","8511"
"26.02.2016 19:45 - 26.02.2016 20:00","8562","8354"
"26.02.2016 20:00 - 26.02.2016 20:15","8436","8266"
"26.02.2016 20:15 - 26.02.2016 20:30","8321","8127"
"26.02.2016 20:30 - 26.02.2016 20:45","8159","7995"
"26.02.2016 20:45 - 26.02.2016 21:00","8056","7938"
"26.02.2016 21:00 - 26.02.2016 21:15","7983","7761"
"26.02.2016 21:15 - 26.02.2016 21:30","7854","7744"
"26.02.2016 21:30 - 26.02.2016 21:45","7826","7676"
"26.02.2016 21:45 - 26.02.2016 22:00","7716","7506"
"26.02.2016 22:00 - 26.02.2016 22:15","7679","7508"
"26.02.2016 22:15 - 26.02.2016 22:30","7542","7398"
"26.02.2016 22:30 - 26.02.2016 22:45","7370","7225"
"26.02.2016 22:45 - 26.02.2016 23:00","7230","7054"
"26.02.2016 23:00 - 26.02.2016 23:15","7212","6987"
"26.02.2016 23:15 - 26.02.2016 23:30","6978","6863"
"26.02.2016 23:30 - 26.02.2016 23:45","6892","6783"
"26.02.2016 23:45 - 27.02.2016 00:00","6817","6659"
"27.02.2016 00:00 - 27.02.2016 00:15","6752","6521"
"27.02.2016 00:15 - 27.02.2016 00:30","6633","6471"
"27.02.2016 00:30 - 27.02.2016 00:45","6570","6408"
"27.02.2016 00:45 - 27.02.2016 01:00","6494","6292"
"27.02.2016 01:00 - 27.02.2016 01:15","6427","6218"
"27.02.2016 01:15 - 27.02.2016 01:30","6315","6124"
"27.02.2016 01:30 - 27.02.2016 01:45","6320","6186"
"27.02.2016 01:45 - 27.02.2016 02:00","6284","6157"
"27.02.2016 02:00 - 27.02.2016 02:15","6153","6038"
"27.02.2016 02:15 - 27.02.2016 02:30","6160","6056"
"27.02.2016 02:30 - 27.02.2016 02:45","6131","5981"
"27.02.2016 02:45 - 27.02.2016 03:00","6071","5960"
"27.02.2016 03:00 - 27.02.2016 03:15","6065","6060"
"27.02.2016 03:15 - 27.02.2016 03:30","5947","5914"
"27.02.2016 03:30 - 27.02.2016 03:45","6019","6035"
"27.02.2016 03:45 - 27.02.2016 04:00","5959","6013"
"27.02.2016 04:00 - 27.02.2016 04:15","5960","5976"
"27.02.2016 04:15 - 27.02.2016 04:30","5988","6022"
"27.02.2016 04:30 - 27.02.2016 04:45","6050","6034"
"27.02.2016 04:45 - 27.02.2016 05:00","6014","6065"
"27.02.2016 05:00 - 27.02.2016 05:15","5907","5996"
"27.02.2016 05:15 - 27.02.2016 05:30","5861","5863"
"27.02.2016 05:30 - 27.02.2016 05:45","5809","5825"
"27.02.2016 05:45 - 27.02.2016 06:00","5705","5795"
"27.02.2016 06:00 - 27.02.2016 06:15","5729","5743"
"27.02.2016 06:15 - 27.02.2016 06:30","5822","5843"
"27.02.2016 06:30 - 27.02.2016 06:45","5883","5915"
"27.02.2016 06:45 - 27.02.2016 07:00","5981","5985"
"27.02.2016 07:00 - 27.02.2016 07:15","6091","5992"
"27.02.2016 07:15 - 27.02.2016 07:30","6053","6070"
"27.02.2016 07:30 - 27.02.2016 07:45","6084","6177"
"27.02.2016 07:45 - 27.02.2016 08:00","6213","6281"
"27.02.2016 08:00 - 27.02.2016 08:15","6277","6417"
"27.02.2016 08:15 - 27.02.2016 08:30","6420","6474"
"27.02.2016 08:30 - 27.02.2016 08:45","6607","6594"
"27.02.2016 08:45 - 27.02.2016 09:00","6549","6633"
"27.02.2016 09:00 - 27.02.2016 09:15","6889","6765"
"27.02.2016 09:15 - 27.02.2016 09:30","7102","6926"
"27.02.2016 09:30 - 27.02.2016 09:45","7140","6937"
"27.02.2016 09:45 - 27.02.2016 10:00","7217","7078"
"27.02.2016 10:00 - 27.02.2016 10:15","7235","7077"
"27.02.2016 10:15 - 27.02.2016 10:30","7304","7048"
"27.02.2016 10:30 - 27.02.2016 10:45","7319","7028"
"27.02.2016 10:45 - 27.02.2016 11:00","7413","7023"
"27.02.2016 11:00 - 27.02.2016 11:15","7343","7053"
"27.02.2016 11:15 - 27.02.2016 11:30","7497","7033"
"27.02.2016 11:30 - 27.02.2016 11:45","7530","7028"
"27.02.2016 11:45 - 27.02.2016 12:00","7457","6981"
"27.02.2016 12:00 - 27.02.2016 12:15","7583","6992"
"27.02.2016 12:15 - 27.02.2016 12:30","7478","7013"
"27.02.2016 12:30 - 27.02.2016 12:45","7499","6914"
"27.02.2016 12:45 - 27.02.2016 13:00","7393","6792"
"27.02.2016 13:00 - 27.02.2016 13:15","7236","6856"
"27.02.2016 13:15 - 27.02.2016 13:30","7100","6678"
"27.02.2016 13:30 - 27.02.2016 13:45","7196","6596"
"27.02.2016 13:45 - 27.02.2016 14:00","7081","6467"
"27.02.2016 14:00 - 27.02.2016 14:15","7049","6364"
"27.02.2016 14:15 - 27.02.2016 14:30","6953","6669"
"27.02.2016 14:30 - 27.02.2016 14:45","6846","6415"
"27.02.2016 14:45 - 27.02.2016 15:00","6723","6380"
"27.02.2016 15:00 - 27.02.2016 15:15","6842","6163"
"27.02.2016 15:15 - 27.02.2016 15:30","6591","6152"
"27.02.2016 15:30 - 27.02.2016 15:45","6715","6086"
"27.02.2016 15:45 - 27.02.2016 16:00","6615","6094"
"27.02.2016 16:00 - 27.02.2016 16:15","6708","6128"
"27.02.2016 16:15 - 27.02.2016 16:30","6608","6101"
"27.02.2016 16:30 - 27.02.2016 16:45","6747","6143"
"27.02.2016 16:45 - 27.02.2016 17:00","6655","6156"
"27.02.2016 17:00 - 27.02.2016 17:15","6741","6202"
